node_id,ris_global_score,fair_ris_score
1,0.16666666666666666,0.1
10,0.3333333333333333,0.2
100,0.3333333333333333,0.2
101,0.16666666666666666,0.1
102,0.3333333333333333,0.2
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.16666666666666666,0.1
107,0.0,0.0
108,0.5,0.3
109,0.3333333333333333,0.2
11,0.3333333333333333,0.2
110,0.3333333333333333,0.2
111,0.0,0.0
112,0.5,0.3
113,0.0,0.0
114,0.5,0.3
115,0.5,0.3
116,0.16666666666666666,0.1
117,0.6666666666666666,0.4
118,0.5,0.3
119,0.5,0.3
12,0.3333333333333333,0.2
120,0.5,0.3
121,0.3333333333333333,0.2
122,0.6666666666666666,0.4
123,0.3333333333333333,0.2
124,0.3333333333333333,0.2
125,0.0,0.0
126,0.16666666666666666,0.1
127,0.6666666666666666,0.4
128,0.0,0.0
129,0.6666666666666666,0.4
13,0.3333333333333333,0.2
130,0.3333333333333333,0.2
131,0.6666666666666666,0.4
132,0.16666666666666666,0.1
133,0.5,0.3
134,0.16666666666666666,0.1
135,0.16666666666666666,0.1
136,0.0,0.0
137,0.8333333333333334,0.5
138,0.8333333333333334,0.5
139,0.3333333333333333,0.2
14,0.5,0.3
140,0.16666666666666666,0.1
141,0.5,0.3
142,0.16666666666666666,0.1
143,0.0,0.0
144,0.3333333333333333,0.2
145,0.5,0.3
146,0.6666666666666666,0.4
147,0.5,0.3
148,0.0,0.0
149,0.3333333333333333,0.2
15,0.16666666666666666,0.1
150,0.8333333333333334,0.5
151,0.3333333333333333,0.2
152,0.16666666666666666,0.1
153,0.3333333333333333,0.2
154,0.5,0.3
155,0.0,0.0
156,0.6666666666666666,0.4
157,0.5,0.3
158,0.0,0.0
159,0.3333333333333333,0.2
16,0.3333333333333333,0.2
160,0.16666666666666666,0.1
161,0.16666666666666666,0.1
162,0.16666666666666666,0.1
163,0.3333333333333333,0.2
164,0.16666666666666666,0.1
165,0.3333333333333333,0.2
166,0.16666666666666666,0.1
167,0.8333333333333334,0.5
168,0.3333333333333333,0.2
169,0.3333333333333333,0.2
17,0.6666666666666666,0.4
170,0.16666666666666666,0.1
171,0.3333333333333333,0.2
172,0.3333333333333333,0.2
173,0.5,0.3
174,0.16666666666666666,0.1
175,0.3333333333333333,0.2
176,0.3333333333333333,0.2
177,0.0,0.0
178,0.5,0.3
179,0.16666666666666666,0.1
18,0.3333333333333333,0.2
180,0.0,0.0
181,0.0,0.0
182,0.3333333333333333,0.2
183,0.5,0.3
184,0.5,0.3
185,0.3333333333333333,0.2
186,0.6666666666666666,0.4
187,0.16666666666666666,0.1
188,0.16666666666666666,0.1
189,0.16666666666666666,0.1
19,0.3333333333333333,0.2
190,0.16666666666666666,0.1
191,0.0,0.0
192,0.0,0.0
193,0.16666666666666666,0.1
194,0.16666666666666666,0.1
195,0.3333333333333333,0.2
196,0.3333333333333333,0.2
197,0.0,0.0
198,0.16666666666666666,0.1
199,0.16666666666666666,0.1
2,0.16666666666666666,0.1
20,0.8333333333333334,0.5
200,0.3333333333333333,0.2
201,0.3333333333333333,0.2
202,0.0,0.0
203,0.16666666666666666,0.1
204,0.16666666666666666,0.1
205,0.6666666666666666,0.4
206,0.3333333333333333,0.2
207,0.0,0.0
208,0.5,0.3
209,0.6666666666666666,0.4
21,0.16666666666666666,0.1
210,0.3333333333333333,0.2
211,0.0,0.0
212,0.3333333333333333,0.2
213,0.16666666666666666,0.1
214,0.5,0.3
215,0.3333333333333333,0.2
216,0.3333333333333333,0.2
217,0.16666666666666666,0.1
218,0.0,0.0
219,0.16666666666666666,0.1
22,0.0,0.0
220,0.16666666666666666,0.1
221,0.16666666666666666,0.1
222,0.3333333333333333,0.2
223,0.16666666666666666,0.1
224,0.16666666666666666,0.1
225,0.16666666666666666,0.1
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,0.16666666666666666,0.1
23,0.0,0.0
230,0.0,0.0
231,0.0,0.0
232,0.3333333333333333,0.2
233,0.6666666666666666,0.4
234,0.3333333333333333,0.2
235,0.5,0.3
236,0.3333333333333333,0.2
237,0.3333333333333333,0.2
238,0.16666666666666666,0.1
239,0.5,0.3
24,0.16666666666666666,0.1
240,0.3333333333333333,0.2
241,0.6666666666666666,0.4
242,0.0,0.0
243,0.6666666666666666,0.4
244,0.3333333333333333,0.2
245,0.16666666666666666,0.1
246,0.0,0.0
247,0.16666666666666666,0.1
248,0.3333333333333333,0.2
249,0.3333333333333333,0.2
25,0.3333333333333333,0.2
250,0.16666666666666666,0.1
251,0.16666666666666666,0.1
252,0.3333333333333333,0.2
253,0.8333333333333334,0.5
254,0.16666666666666666,0.1
255,0.6666666666666666,0.4
256,0.3333333333333333,0.2
257,0.3333333333333333,0.2
258,0.0,0.0
259,0.3333333333333333,0.2
26,0.3333333333333333,0.2
260,0.5,0.3
261,0.3333333333333333,0.2
262,0.16666666666666666,0.1
263,0.16666666666666666,0.1
264,0.0,0.0
265,0.0,0.0
266,0.16666666666666666,0.1
267,0.16666666666666666,0.1
268,0.16666666666666666,0.1
269,0.16666666666666666,0.1
27,0.3333333333333333,0.2
270,0.0,0.0
271,0.5,0.3
