rank,node
1,10074432
2,10104672
3,10125152
4,11130772
5,11360912
6,12081592
7,12174212
8,12369282
9,12740012
10,14065315
11,14110253
12,14279461
13,14294948
14,14334937
15,14410711
16,14479538
17,14625006
18,14690638
19,14790224
20,14808468
21,14818703
22,14866770
23,14932486
24,14986396
25,15070923
26,15078437
27,15194724
28,15225972
29,15236550
30,15258293
31,15324534
32,15338937
33,15357283
34,15480002
35,15758330
36,15798850
37,15802312
38,15823113
39,15838767
40,1584901
41,15893411
42,15916174
43,16016397
44,16170886
45,16273731
46,16428853
47,16487708
48,16510377
49,16652658
50,16880649
51,16971414
52,17221081
53,17326261
54,17416766
55,17427120
56,17513262
57,1756621
58,17850012
59,18132880
60,18134710
61,18229692
62,18826341
63,19187629
64,19219542
65,19461979
66,19546355
67,19584156
68,19765005
69,20274736
70,20346756
71,20384431
72,20788139
73,20851551
74,21463619
75,21624641
76,21841080
77,22284693
78,24747785
79,25343925
80,25552427
81,25671752
82,25850372
83,25920592
84,25967442
85,25982406
86,25988864
87,26513550
88,2677771
89,27067262
90,29388899
91,29941073
92,30412906
93,30702406
94,30734481
95,32706038
96,3388571
97,34339684
98,36727137
99,37891331
100,38273189
101,38555777
102,39179439
103,39282185
104,40143
105,41479866
106,42254940
107,42884666
108,5522622
109,5628242
110,5771302
111,651083
112,6979102
113,704563
114,717853
115,7382262
116,7559112
117,785774
118,7913222
119,901731
120,9153162
