node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,protected_group_coverage_bonus,spread_proxy_score,combined_score
10007042,0.8692459153141354,0.0,0.0,0.2,0.2,0.0,0.0,0.009205896440463325,1.0452299077646667
10046442,0.8804313327278703,0.0,0.0,0.06666666666666667,0.06666666666666667,0.22727272727272727,0.0,0.08280454119879181,0.8483503130859359
10074432,0.894695814443911,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.17324695545793248,0.015256902777583672,2.6227474940265787
10077242,0.8631620246287038,0.0,0.0,0.2,0.2,0.09090909090909091,0.0,0.029955555563576222,1.0953339824571982
10093672,0.8311150408669739,0.0,0.0,0.0,0.0,0.0,0.0,0.0018936911549223934,0.49942650098215324
10104672,0.8621199249160756,0.0,0.0,1.0,1.0,0.045454545454545456,0.0,0.013955568060371598,3.145581454901067
10107362,0.8304385108191419,0.0,0.0,0.0,0.0,0.0,0.0,0.0028109071756930496,0.4993874693617623
10125152,0.861299956407154,0.0,0.0,0.0,0.0,0.0,0.17324695545793248,0.01517378690712321,0.8693433995230067
10125822,0.7694854491142584,0.0,0.0,0.047619047619047616,0.047619047619047616,0.045454545454545456,0.0,0.0658221657393221,0.6345569323010805
10130032,0.8264801054918638,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.006462096592338598,1.3651395685987204
10138132,0.8167947436400577,0.0,0.0,0.0,0.0,0.22727272727272727,1.0,0.2040488336226034,2.6853327432694396
10144442,0.8263490651470775,0.0,0.0,1.0,1.0,0.0,0.0,0.0032048165705247625,3.0970913657164565
10166632,0.844081126597707,0.0,0.0,1.0,1.0,0.0,0.0,0.0003651796195771009,3.1065947478064553
10214802,0.834103516334693,0.0,0.0,0.0,0.0,0.0,0.0,0.060325300428079105,0.5245922299720475
10241462,0.8251380522368759,0.0,0.0,0.0,0.0,0.0,0.0,0.04013530676090027,0.5111369540464856
10241802,0.8244913352381975,0.0,0.0,0.0,0.0,0.0,0.0,0.00033168504074311696,0.4948274751592157
10263662,0.8055874359093119,0.0,0.0,0.0,0.0,0.0,0.0,0.0115460205189641,0.4879708697531728
10270072,0.8327139798020499,0.0,0.0,0.25,0.25,0.045454545454545456,0.0,0.02081009769116388,1.1806796996849682
10270872,0.8478878760280482,0.0,0.0,0.0,0.0,0.0,0.0,0.023347842628866276,0.5180718626683755
10284152,0.8998097872635392,0.5,0.5,0.5,0.5,0.045454545454545456,0.17324695545793248,0.02290469312624257,3.9682689332517582
1032291,0.8455979597100559,0.0,0.0,0.5,0.5,0.0,0.17324695545793248,0.012894489200412342,2.1590104824220635
10326,0.8310988664311111,0.0,0.0,0.3333333333333333,0.3333333333333333,0.13636363636363635,0.0,0.042259238313734855,1.4504115000326454
10332972,0.8497825912518151,0.0,0.0,0.0,0.0,0.0,0.17324695545793248,0.01707538086558824,0.8631936180131894
10348132,0.8633237964016294,0.0,0.0,0.6,0.6,0.09090909090909091,0.0,0.031842679827430755,2.1361858952264954
10367842,0.8293779886982089,0.0,0.0,0.0,0.0,0.0,0.17324695545793248,0.010283795787668162,0.8482342224498575
10507892,0.8352156441583537,0.0,0.0,0.0,0.0,0.0,0.0,0.0009388920085524566,0.5015049432984331
10523552,0.8565245296079971,0.0,0.0,0.5,0.5,0.045454545454545456,0.17324695545793248,0.027523306756030538,2.1941452241103483
10524,0.8805516266678122,0.0,0.0,0.2857142857142857,0.2857142857142857,0.09090909090909091,0.0,0.03712706150211031,1.3314934889132197
10545772,0.8347093843158496,0.0,0.0,0.0,0.0,0.045454545454545456,0.17324695545793248,0.03415824494612768,0.8837101122110985
1058591,0.8636763716891392,0.0,0.0,0.0,0.0,0.0,1.0,0.06725132587494662,2.545106353363462
10599392,0.8547551028666022,0.0,0.0,0.0,0.0,0.0,0.0,0.0011934876690423426,0.5133304567875782
10609292,0.8338497541711917,0.0,0.0,0.5,0.5,0.045454545454545456,0.0,0.013550925444676025,1.828457495407858
10618402,0.883863712503734,0.0,0.0,0.0,0.0,0.0,0.0,0.002568667803049908,0.5313456946234603
10638782,0.771936287361936,0.0,0.0,0.14705882352941177,0.14705882352941177,0.2727272727272727,0.0,0.15252636351484633,1.0428888953632072
10645702,0.8477221291819022,0.0,0.0,0.5,0.5,0.0,0.0,0.004150290576407975,1.8102933937397045
10651272,0.8471532550826005,0.0,0.0,1.0,1.0,0.09090909090909091,0.0,0.030072593342986394,3.1657755358413007
10659742,0.8133195427306047,0.0,0.0,0.08333333333333333,0.08333333333333333,0.13636363636363635,0.0,0.06573452354543496,0.7991340199050216
