rank,node
1,10214802
2,10659742
3,11379982
4,11963282
5,12062282
6,12429382
7,12740012
8,13501922
9,14177779
10,14251709
11,14307465
12,14366450
13,14372710
14,14516061
15,14625006
16,14767753
17,14788631
18,14849643
19,14871174
20,14951853
21,14986396
22,15068090
23,15108462
24,15338937
25,15750726
26,15751768
27,15777354
28,15791939
29,15823113
30,15830701
31,15865288
32,15893411
33,16170886
34,16344649
35,16394309
36,16403341
37,16516106
38,16782107
39,16855827
40,16880649
41,16931885
42,17245450
43,17322769
44,17416766
45,17451602
46,17451621
47,1756621
48,17864134
49,18031789
50,18211716
51,18343473
52,18362842
53,18552677
54,19215129
55,19461979
56,19624691
57,19803042
58,20661527
59,20708884
60,20788139
61,20795697
62,21463619
63,21624641
64,21842565
65,22183550
66,22545389
67,22955009
68,24119191
69,24365037
70,24535621
71,24800593
72,24829706
73,24910814
74,25293746
75,25596413
76,25663963
77,25840488
78,25841161
79,25967442
80,25982406
81,2837181
82,29089902
83,29109370
84,29468405
85,29613217
86,29888946
87,30059344
88,30393446
89,30412906
90,30556522
91,30736020
92,30919969
93,31205118
94,31237866
95,32534283
96,32706038
97,37458941
98,37609530
99,37809748
100,38609291
101,3936591
102,42079072
103,42149443
104,42390043
105,43028906
106,43076611
107,43687630
108,5699042
109,575263
110,6331202
111,651723
112,6750102
113,7610242
114,790577
115,792609
116,8026012
117,8184102
118,819191
119,8997
120,9981522
