rank,node
1,11332342
2,11770552
3,12787922
4,13118432
5,13763362
6,14073382
7,14110743
8,14129238
9,14212820
10,14268324
11,1431301
12,14420451
13,14464020
14,14479592
15,14483590
16,14625006
17,14727321
18,14767753
19,14813714
20,14837803
21,14866770
22,14982693
23,14986396
24,15068090
25,15157283
26,15225972
27,15279175
28,15357283
29,15422070
30,15439239
31,15468968
32,15473329
33,15739621
34,15791939
35,15865288
36,16040695
37,16083146
38,16085807
39,16304739
40,16410966
41,16579074
42,16586626
43,16796298
44,16855827
45,16884008
46,17291344
47,17316916
48,17416766
49,17918441
50,18010581
51,18014005
52,182563
53,18826341
54,18983688
55,19087305
56,19198433
57,19219542
58,19396079
59,19461979
60,19520915
61,19544422
62,19624691
63,20635870
64,20788139
65,20928893
66,21231872
67,21428883
68,21463619
69,21488707
70,21808591
71,22169218
72,22183550
73,22210679
74,22606755
75,23134293
76,23456569
77,23509707
78,23933453
79,23967016
80,24187243
81,25602221
82,25803035
83,26361292
84,27109599
85,27684535
86,28432226
87,28685024
88,29103015
89,29308780
90,29461507
91,29596691
92,29888946
93,30412906
94,30736021
95,31351910
96,3249
97,3267891
98,33052420
99,33433404
100,345863
101,34655157
102,34689856
103,35444343
104,35478531
105,35954073
106,36883116
107,38189795
108,38473186
109,38813185
110,39179439
111,41688436
112,42578978
113,43666495
114,5730272
115,7909882
116,7976712
117,8521542
118,865701
119,876061
120,9983972
