node_id,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31
0,0.41806426644325256,0.5867353081703186,0.24903643131256104,-0.62366783618927,0.22174996137619019,0.056312188506126404,-0.07179725170135498,-0.28799009323120117,0.18586641550064087,-0.0554208979010582,-0.1316128820180893,-0.11866077780723572,0.04702258110046387,-0.16057255864143372,0.015544570982456207,-0.23521122336387634,0.11275701969861984,0.08433614671230316,-0.16396650671958923,0.2038007378578186,0.24556690454483032,0.2265380471944809,-0.15131577849388123,-0.8232815265655518,-0.10746599733829498,-0.49152517318725586,-0.12112417817115784,0.18746638298034668,-0.2520502507686615,0.08278396725654602,0.30372536182403564,-0.08802392333745956
1,0.4075072407722473,0.4926373362541199,0.2940466105937958,-0.6223477125167847,0.0871603861451149,-0.15234261751174927,0.28800302743911743,0.28890085220336914,0.25429782271385193,0.05639564245939255,-0.1651214063167572,0.005572803318500519,0.08737906813621521,-0.08944592624902725,0.06089228391647339,-0.1355995237827301,0.22570036351680756,-0.06739369034767151,-0.27264562249183655,0.17670975625514984,0.08697723597288132,0.199998140335083,0.04542899131774902,-0.6668619513511658,-0.1714421510696411,-0.21720652282238007,-0.06734351813793182,0.12825965881347656,-0.15565213561058044,-0.06343414634466171,0.5064160823822021,-0.2875188887119293
10,-0.20234104990959167,0.38874101638793945,-0.4160752296447754,-0.1635708063840866,-0.09850259125232697,-0.20180556178092957,0.5040712952613831,0.0568983256816864,0.037892162799835205,0.6492928266525269,0.6427671909332275,-0.01188829354941845,0.31290119886398315,0.30313125252723694,0.039701908826828,0.17876970767974854,-0.15692314505577087,-0.05096234381198883,-0.0034462809562683105,0.09515403211116791,0.11038170754909515,0.04081159085035324,-0.37078332901000977,0.043228451162576675,-0.3244726359844208,-0.09177913516759872,0.5654674172401428,0.05478490889072418,-0.4119497537612915,-0.28196293115615845,-0.28743764758110046,-0.31811678409576416
100,0.4915383756160736,0.5494366884231567,-0.040027353912591934,0.21864810585975647,-0.4245874285697937,-0.1294296681880951,0.39584070444107056,0.07259294390678406,-0.26992642879486084,0.12898597121238708,-0.053323894739151,-0.1848929524421692,0.19938695430755615,-0.11241118609905243,-0.6300286054611206,0.3299318253993988,-0.08506323397159576,0.02504533901810646,-0.17316460609436035,0.446958065032959,-0.06715426594018936,0.015017181634902954,-0.21344158053398132,-0.15871965885162354,-0.44951653480529785,-0.05883203446865082,-0.2385670691728592,-0.1479901522397995,-0.06702283024787903,0.037909090518951416,0.3247867226600647,-0.3363303542137146
101,-0.4356568157672882,-0.18953345715999603,-0.10807083547115326,0.6168897747993469,0.2510550916194916,0.3428148627281189,0.010008610785007477,0.02604140341281891,0.06237293779850006,0.014537140727043152,-0.044670768082141876,0.19926026463508606,0.2670861482620239,0.34069836139678955,-0.43030720949172974,-0.21530520915985107,0.3882277011871338,-0.27644726634025574,0.04983989894390106,0.001967892050743103,-0.04166203364729881,-0.1787392497062683,-0.115897536277771,-0.12872116267681122,-0.038061000406742096,-0.10748042166233063,0.1740119755268097,-0.23303066194057465,-0.08886134624481201,-0.43019312620162964,0.7784339189529419,0.07175327837467194
102,0.11687366664409637,0.046442121267318726,0.3048862814903259,0.38355666399002075,-0.38904666900634766,0.04249594360589981,0.25600022077560425,0.25400713086128235,-0.2843483090400696,0.34592321515083313,-0.21297362446784973,-0.43777209520339966,-0.12930621206760406,-0.33550897240638733,0.1817825436592102,-0.21886193752288818,-0.032771095633506775,-0.17332789301872253,-0.1300349235534668,-0.08804883062839508,0.19692090153694153,-0.19819214940071106,-0.036495693027973175,0.07012627273797989,-0.3415437638759613,-0.29323863983154297,-0.34246113896369934,0.019309191033244133,0.18065986037254333,0.42877355217933655,-0.5675907731056213,-0.12866489589214325
103,-0.1759909689426422,-0.38838112354278564,0.2367972582578659,0.13600456714630127,-0.1402166485786438,-0.05790428817272186,0.2661655843257904,0.09842630475759506,-0.24527481198310852,-0.27161791920661926,-0.2539958655834198,-0.20277458429336548,-0.09123383462429047,-0.2394658625125885,-0.2455664873123169,-0.9101186394691467,0.31802499294281006,-0.1530207395553589,0.23376739025115967,-0.38585561513900757,-0.08240574598312378,-0.3525097370147705,0.25755998492240906,0.13781900703907013,-0.05706524848937988,0.06743570417165756,0.12175963819026947,-0.03005625307559967,0.11670887470245361,-0.2643756866455078,-0.14090289175510406,0.17823904752731323
104,-0.5442425012588501,-0.08166071772575378,-0.030341558158397675,0.1992989480495453,-0.013619571924209595,0.48524531722068787,0.29510682821273804,0.4244424104690552,-0.24267961084842682,0.0814078226685524,-0.8319593667984009,-0.23466703295707703,-0.17365917563438416,0.031179100275039673,-0.1987777054309845,-0.4866524636745453,-0.15440624952316284,-0.1736937165260315,0.046033866703510284,-0.09295037388801575,0.6303954720497131,-0.520154595375061,0.25542551279067993,-0.0042600929737091064,-0.3246840536594391,-0.5798279047012329,0.26666903495788574,0.07440365850925446,-0.4235944449901581,-0.2444174736738205,-0.41818028688430786,0.27366185188293457
105,0.0917554423213005,-0.1506234109401703,0.3674688935279846,0.4343124330043793,-0.4622318744659424,-0.040843795984983444,0.26518309116363525,0.14814898371696472,-0.2212829291820526,0.15951299667358398,-0.12482663989067078,-0.26829302310943604,0.01716512441635132,-0.450998455286026,0.2525092661380768,-0.592668890953064,0.04454387351870537,-0.11127252876758575,-0.017653081566095352,-0.10555049777030945,0.12193343043327332,-0.1471184492111206,-0.05505634844303131,0.2490469217300415,-0.19570133090019226,-0.1842907965183258,-0.3109823763370514,-0.036213263869285583,0.3448706865310669,0.2873840928077698,-0.40343162417411804,-0.018869012594223022
106,-0.3453434705734253,-0.22823955118656158,-0.12474550306797028,0.4475930333137512,-0.019620254635810852,-0.11339153349399567,0.35143572092056274,0.34431105852127075,0.4165363311767578,0.01194298267364502,0.6533543467521667,-0.013822019100189209,0.7443569898605347,0.29676756262779236,0.09535811841487885,0.16065454483032227,0.8178614974021912,0.027915596961975098,-0.01566445827484131,0.22491851449012756,-0.04015792906284332,0.100211501121521,-0.2518700361251831,0.17784780263900757,-0.05794309824705124,0.21753892302513123,-0.0996142327785492,-0.13218078017234802,0.13838109374046326,-0.10004660487174988,0.28052347898483276,-0.09232047200202942
107,-0.03859686851501465,-0.1304858773946762,0.03951004147529602,-0.1179429143667221,-0.8077053427696228,0.31972721219062805,0.6685773134231567,0.2645312547683716,-0.09573481976985931,0.34047213196754456,-0.08164055645465851,0.14709490537643433,0.18444159626960754,-0.30079934000968933,-0.25081026554107666,-1.0162068605422974,0.10410605370998383,-0.06988821923732758,-0.010917678475379944,0.24251453578472137,0.23769181966781616,-0.15007011592388153,0.10618411749601364,0.1439020186662674,-0.06032395362854004,0.0002097487449645996,0.12630563974380493,0.055016886442899704,0.41646119952201843,-0.04327443242073059,-0.017160221934318542,-0.1219412088394165
108,0.03650224208831787,0.2810758948326111,-0.2204434871673584,0.15277470648288727,-0.33590883016586304,0.0407244972884655,0.05403691530227661,0.00970904529094696,-0.414641797542572,0.19706673920154572,-0.39735665917396545,-0.4806448221206665,-0.35944613814353943,-0.3707423508167267,-0.45064714550971985,-0.31276392936706543,0.014596601948142052,-0.32984599471092224,-0.018495142459869385,-0.3027803301811218,-0.3747296631336212,-0.18181835114955902,-0.07346780598163605,-0.24591732025146484,-0.1888725459575653,-0.04484771192073822,0.04831833019852638,0.2864895164966583,-0.21575529873371124,0.1260765790939331,-0.016384564340114594,0.3523130416870117
109,0.32883843779563904,0.600504994392395,-0.03639071434736252,0.44140711426734924,-0.11693333089351654,-0.4506198763847351,0.09177151322364807,-0.11711037158966064,-0.2826254665851593,0.023303687572479248,0.09361837059259415,-0.3929477035999298,-0.17125357687473297,-0.11105795949697495,-0.417954683303833,0.3359426259994507,0.41822150349617004,-0.006140951067209244,0.043714139610528946,0.00942777469754219,-0.47195425629615784,0.1615651547908783,-0.14379681646823883,-0.5019177198410034,-0.22933369874954224,0.10057833790779114,-0.14288711547851562,0.10951107740402222,-0.6880520582199097,-0.0035841427743434906,0.48837971687316895,-0.2231304794549942
11,0.31258925795555115,0.7148274779319763,-0.035125136375427246,0.14231646060943604,-0.22755442559719086,-0.5841193199157715,0.6276461482048035,-0.01747983694076538,-0.17496979236602783,0.705926239490509,0.6781530380249023,0.37645626068115234,0.013837039470672607,0.13354042172431946,0.007766231894493103,0.3378504514694214,-0.3024488389492035,0.5910962820053101,-0.08976772427558899,0.14898815751075745,0.22742490470409393,0.22255143523216248,0.16076576709747314,0.24803954362869263,-0.1097283661365509,-0.300682008266449,0.11364467442035675,0.46891993284225464,-0.3166036307811737,-0.45900458097457886,-0.22317685186862946,-0.3450673222541809
110,-0.57181715965271,0.01963852345943451,-0.21896857023239136,-0.01306624710559845,0.13450570404529572,0.45163780450820923,0.0983581468462944,0.1763264238834381,-0.1369294673204422,0.09846080839633942,-0.6954256296157837,0.008772075176239014,-0.15360027551651,0.27125096321105957,-0.13541948795318604,-0.45322322845458984,-0.24822261929512024,-0.2043377012014389,0.2418566644191742,-0.002302408218383789,0.6211796998977661,-0.2805144786834717,0.12415561079978943,0.020434856414794922,-0.22229209542274475,-0.5205197334289551,0.3472127616405487,0.05208766460418701,-0.5522604584693909,-0.25062650442123413,-0.2717246413230896,0.20992718636989594
