node_id,community_id,community_size
1,0,39
10,1,68
100,2,51
101,0,39
102,1,68
103,3,17
104,4,36
105,5,40
106,4,36
107,4,36
108,6,35
109,1,68
11,5,40
110,7,30
111,4,36
112,2,51
113,1,68
114,6,35
115,2,51
116,0,39
117,6,35
118,6,35
119,2,51
12,1,68
120,7,30
121,5,40
122,2,51
123,6,35
124,6,35
125,2,51
126,0,39
127,1,68
128,1,68
129,0,39
13,6,35
130,1,68
131,1,68
132,7,30
133,2,51
134,1,68
135,0,39
136,3,17
137,1,68
138,1,68
139,2,51
14,5,40
140,1,68
141,3,17
142,1,68
143,1,68
144,0,39
145,6,35
146,5,40
147,4,36
148,7,30
149,4,36
15,5,40
150,1,68
151,0,39
152,5,40
153,5,40
154,1,68
155,8,107
156,5,40
157,7,30
158,0,39
159,5,40
16,1,68
160,2,51
161,2,51
162,1,68
163,5,40
164,0,39
165,2,51
166,0,39
167,2,51
168,3,17
169,2,51
17,5,40
170,2,51
171,5,40
172,1,68
173,4,36
174,4,36
175,5,40
176,1,68
177,4,36
178,7,30
179,5,40
18,4,36
180,1,68
181,6,35
182,7,30
183,6,35
184,2,51
185,1,68
186,2,51
187,2,51
188,2,51
189,0,39
19,6,35
190,0,39
191,6,35
192,5,40
193,2,51
194,5,40
195,2,51
196,1,68
197,6,35
198,7,30
199,1,68
2,6,35
20,1,68
200,0,39
201,1,68
202,7,30
203,4,36
204,2,51
205,3,17
206,2,51
207,4,36
208,2,51
209,1,68
21,4,36
210,1,68
211,4,36
212,6,35
213,2,51
214,1,68
215,1,68
216,5,40
217,1,68
218,4,36
219,2,51
22,1,68
220,3,17
221,4,36
222,1,68
223,4,36
224,4,36
225,0,39
226,7,30
227,6,35
228,1,68
229,3,17
23,1,68
230,1,68
231,2,51
232,0,39
233,0,39
234,1,68
235,2,51
236,0,39
237,4,36
238,2,51
239,0,39
24,2,51
240,5,40
241,6,35
242,2,51
243,2,51
244,1,68
245,2,51
246,1,68
247,6,35
248,7,30
249,2,51
25,5,40
250,7,30
251,3,17
252,2,51
253,7,30
254,6,35
255,1,68
256,4,36
257,5,40
258,1,68
259,2,51
26,7,30
260,2,51
261,1,68
262,1,68
263,5,40
264,0,39
265,2,51
266,5,40
267,7,30
268,4,36
269,5,40
27,1,68
270,1,68
271,1,68
272,4,36
273,1,68
274,5,40
275,5,40
276,2,51
277,6,35
278,2,51
279,3,17
28,4,36
280,2,51
281,1,68
