rank,node
1,10107362
2,10523552
3,11620042
4,12062282
5,13159492
6,13232092
7,14061925
8,14073382
9,14092673
10,14109605
11,14110253
12,14161889
13,14253587
14,14258044
15,1431301
16,14605765
17,14625006
18,14702781
19,14770241
20,14799428
21,14803185
22,14818703
23,14986396
24,15212777
25,15328843
26,15437590
27,15481749
28,15621083
29,15830701
30,1584901
31,15878694
32,15911231
33,15949665
34,15997671
35,16040695
36,16344649
37,16350797
38,16359962
39,16499557
40,17240635
41,17291344
42,17300462
43,17326261
44,17398289
45,17416766
46,17514047
47,17831577
48,18132880
49,18201948
50,18350445
51,18441690
52,18531868
53,18983688
54,19215129
55,19219542
56,19461979
57,20199133
58,20697142
59,20788139
60,20851551
61,2103501
62,21348792
63,21377185
64,21428883
65,21463619
66,21865855
67,22078338
68,22169218
69,22545389
70,23381383
71,23967016
72,24535621
73,25389502
74,25850372
75,25967442
76,26565599
77,27817171
78,28426100
79,29089902
80,29103015
81,29591647
82,30296618
83,30336759
84,30988234
85,31245293
86,31278533
87,31741815
88,32368103
89,3249
90,33839778
91,34423857
92,345863
93,36016773
94,36074855
95,36727137
96,36883116
97,37458941
98,37539567
99,38323395
100,38499508
101,38512364
102,38609291
103,38637098
104,39080527
105,39161886
106,40897994
107,41160904
108,43028906
109,43452681
110,5597882
111,6601682
112,6963532
113,7098522
114,7105292
115,7610242
116,804226
117,8755252
118,890641
119,9025382
120,9791392
