node_id,cluster_id
1,0
10,1
100,2
101,1
102,3
103,4
104,5
105,1
106,6
107,0
108,7
109,3
11,5
110,1
111,0
112,6
113,7
114,0
115,2
116,3
117,6
118,5
119,1
12,8
120,6
121,9
122,4
123,8
124,0
125,0
126,2
127,5
128,8
129,6
13,7
130,1
131,9
132,7
133,5
134,5
135,7
136,6
137,5
138,8
139,2
14,0
140,1
141,0
142,0
143,0
144,2
145,7
146,5
147,2
148,1
149,2
15,1
150,1
151,0
152,2
153,6
154,1
155,8
156,2
157,1
158,10
159,5
16,3
160,0
161,6
162,9
163,7
164,6
165,1
166,5
167,9
168,0
169,10
17,6
170,9
171,2
172,1
173,2
174,5
175,3
176,2
177,5
178,9
179,5
18,2
180,6
181,7
182,6
183,10
184,1
185,1
186,2
187,6
188,2
189,0
19,2
190,1
191,0
192,4
193,5
194,1
195,0
196,1
197,8
198,0
199,0
2,10
20,1
200,0
201,9
202,9
203,5
204,5
205,2
206,4
207,5
208,2
209,10
21,2
210,5
211,8
212,3
213,5
214,6
215,3
216,5
217,2
218,2
219,1
22,9
220,5
221,2
222,5
223,5
224,5
225,1
226,6
227,0
228,4
229,3
23,9
230,6
231,6
232,6
233,0
234,6
235,4
236,2
237,2
238,0
239,6
24,2
240,2
241,0
242,0
243,2
244,7
245,0
246,1
247,7
248,9
249,6
25,1
250,1
251,5
252,6
253,8
254,5
255,8
256,2
257,9
258,1
259,6
26,3
260,5
261,0
262,1
263,1
264,10
265,10
266,6
267,9
268,8
269,9
27,1
270,5
271,9
272,3
273,9
274,1
275,0
276,1
277,5
278,8
279,7
28,5
280,8
281,1
282,0
283,2
284,0
285,1
286,7
287,3
288,0
289,3
29,10
290,5
291,9
292,10
293,6
294,9
295,2
296,2
297,8
298,2
299,8
3,5
30,7
300,2
301,11
302,12
303,13
304,14
305,12
306,13
307,15
308,12
309,16
31,5
310,13
311,17
312,11
313,12
314,13
315,13
316,17
317,11
318,16
319,18
32,0
320,16
321,11
322,11
323,17
324,13
325,15
326,12
327,16
328,15
329,13
33,0
330,16
331,16
332,16
333,17
334,16
335,12
336,17
337,13
338,13
339,16
34,7
340,16
341,18
342,16
343,17
344,16
345,11
346,16
347,16
348,17
349,15
35,2
350,17
351,16
352,16
353,17
354,12
355,12
356,17
357,15
358,16
359,13
36,7
360,17
361,13
362,16
363,16
364,17
365,14
366,18
367,16
368,14
369,13
37,3
370,17
371,16
372,12
373,13
374,13
375,16
376,13
377,15
378,15
379,12
38,2
380,13
381,16
382,17
383,13
384,15
385,13
386,13
387,13
388,16
389,17
39,2
390,17
391,17
392,16
393,12
394,12
395,13
396,16
397,11
398,13
399,14
4,8
40,5
400,14
401,13
402,12
403,16
404,11
405,12
406,16
407,16
408,12
409,16
41,3
410,13
411,16
412,16
413,13
414,12
415,13
416,14
417,15
418,16
419,17
42,5
420,12
421,13
422,11
423,14
424,13
425,11
426,19
427,19
428,20
429,21
43,2
430,19
431,20
432,22
433,22
434,21
435,23
436,19
437,24
438,24
439,22
44,1
440,23
441,20
442,20
443,19
444,21
445,20
446,25
447,23
448,21
449,21
45,6
450,20
451,23
452,21
453,21
454,20
455,23
456,26
457,23
458,24
459,26
46,0
460,20
461,23
462,20
463,21
464,26
465,26
466,21
467,20
468,20
469,20
47,5
470,21
471,26
472,21
473,24
474,20
475,19
476,24
477,23
478,20
479,19
48,8
480,23
481,23
482,26
483,26
484,19
485,23
486,20
487,8
488,22
489,20
49,2
490,20
491,20
492,20
493,22
494,27
495,25
496,24
497,22
498,21
499,21
5,2
50,0
500,20
51,7
52,1
53,5
54,6
55,9
56,9
57,1
58,0
59,6
6,2
60,0
61,2
62,3
63,5
64,2
65,5
66,6
67,3
68,6
69,5
7,10
70,2
71,9
72,3
73,10
74,0
75,5
76,2
77,0
78,5
79,3
8,5
80,6
81,5
82,6
83,8
84,2
85,0
86,0
87,3
88,2
89,1
9,10
90,8
91,8
92,1
93,2
94,10
95,1
96,5
97,6
98,3
99,8
