node_id,ris_score,fair_ris_score,shortfall_gain,mf_gain_score,weakest_group_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
0,0.2857142857142857,0.15384615384615383,0.0,0.0,0.0,0.0,0.13101748495349075,0.13149913,0.15384615384615383,0.13149912655353546
1,0.2857142857142857,0.30769230769230765,0.0,0.3333333333333333,0.3333333333333333,0.0,0.1852086872644806,0.30317432,0.30769230769230765,0.30317431688308716
10,0.8571428571428571,0.4615384615384615,0.0,0.0,0.0,0.0,0.25027147305893555,0.38623345,0.4615384615384615,0.38623344898223877
100,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.08026755852842817,0.16636187464016974,0.0802505,0.07692307692307691,0.08025050163269043
101,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.7826086956521741,0.22714232670289222,0.15721834,0.07692307692307691,0.157218337059021
102,0.14285714285714285,0.15384615384615383,0.0,0.16666666666666666,0.16666666666666666,0.5059288537549408,0.24283916804166028,0.21351941,0.15384615384615383,0.2135194092988968
103,0.2857142857142857,0.30769230769230765,0.0,0.3333333333333333,0.3333333333333333,0.2236024844720499,0.10966791322203473,0.321747,0.30769230769230765,0.3217470049858093
104,0.0,0.0,0.0,0.0,0.0,0.0,0.3051739910613938,0.018745057,0.0,0.018745057284832
105,0.2857142857142857,0.30769230769230765,0.0,0.3333333333333333,0.3333333333333333,0.5059288537549408,0.10655424263788933,0.35096464,0.30769230769230765,0.35096463561058044
106,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.7826086956521741,0.08115068226675967,0.14809285,0.07692307692307691,0.1480928510427475
107,0.42857142857142855,0.23076923076923075,0.0,0.0,0.0,0.2236024844720499,0.21727640594601066,0.22200544,0.23076923076923075,0.2220054417848587
108,0.42857142857142855,0.4615384615384615,0.0,0.5,0.5,0.08026755852842817,0.19613944542803027,0.45818365,0.4615384615384615,0.4581836462020874
109,0.0,0.0,0.0,0.0,0.0,0.08026755852842817,0.04635447449677695,0.010929177,0.0,0.010929176583886147
11,0.14285714285714285,0.15384615384615383,0.0,0.16666666666666666,0.16666666666666666,0.0,0.07700824344510294,0.15044709,0.15384615384615383,0.1504470854997635
110,0.0,0.0,0.0,0.0,0.0,0.0,0.153160594793027,0.009243168,0.0,0.00924316793680191
111,0.2857142857142857,0.15384615384615383,0.0,0.0,0.0,0.7826086956521741,0.22254625920833424,0.21875107,0.15384615384615383,0.21875107288360596
112,0.42857142857142855,0.4615384615384615,0.0,0.5,0.5,0.2236024844720499,0.30240451729855194,0.47975832,0.4615384615384615,0.4797583222389221
113,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.5059288537549408,0.08330507517041509,0.119403504,0.07692307692307691,0.11940350383520126
114,0.5714285714285714,0.38461538461538464,0.0,0.16666666666666666,0.16666666666666666,0.0,0.1776586357225,0.34219852,0.38461538461538464,0.34219852089881897
115,0.0,0.0,0.0,0.0,0.0,0.0,0.08557341218636004,0.0050185015,0.0,0.005018501542508602
116,0.2857142857142857,0.15384615384615383,0.0,0.0,0.0,0.5059288537549408,0.1857787359552273,0.18762885,0.15384615384615383,0.1876288503408432
117,0.42857142857142855,0.23076923076923075,0.0,0.0,0.0,0.08026755852842817,0.22500994158586718,0.20755647,0.23076923076923075,0.20755647122859955
118,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.0,0.12528101745781117,0.06932053,0.07692307692307691,0.06932052969932556
119,0.2857142857142857,0.15384615384615383,0.0,0.0,0.0,0.0,0.21546610299468114,0.13677776,0.15384615384615383,0.13677775859832764
12,0.8571428571428571,0.923076923076923,0.0,1.0,1.0,0.0,0.8367078119895278,0.9277533,0.923076923076923,0.9277533292770386
120,0.42857142857142855,0.4615384615384615,0.0,0.5,0.5,0.5059288537549408,0.14387651385862554,0.4992615,0.4615384615384615,0.4992614984512329
121,0.0,0.0,0.0,0.0,0.0,0.5059288537549408,0.048845387348351775,0.055429503,0.0,0.055429503321647644
122,0.42857142857142855,0.23076923076923075,0.0,0.0,0.0,0.08026755852842817,0.3241089830080195,0.21375084,0.23076923076923075,0.21375083923339844
123,0.5714285714285714,0.6153846153846153,0.0,0.6666666666666666,0.6666666666666666,0.7826086956521741,0.20983758629939225,0.67817247,0.6153846153846153,0.6781724691390991
124,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.0,0.03281403833095575,0.063540705,0.07692307692307691,0.06354070454835892
125,0.14285714285714285,0.15384615384615383,0.0,0.16666666666666666,0.16666666666666666,0.4039270687237027,0.15196989509437817,0.1972131,0.15384615384615383,0.1972130984067917
126,0.42857142857142855,0.4615384615384615,0.0,0.5,0.5,0.4039270687237027,0.2301305974193371,0.4940266,0.4615384615384615,0.4940266013145447
127,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.08026755852842817,0.24252033167601716,0.08501093,0.07692307692307691,0.08501093089580536
128,0.5714285714285714,0.6153846153846153,0.0,0.6666666666666666,0.6666666666666666,0.08026755852842817,0.18759783668091906,0.6036137,0.6153846153846153,0.6036136746406555
129,0.2857142857142857,0.30769230769230765,0.0,0.3333333333333333,0.3333333333333333,0.5059288537549408,0.18407414356936327,0.35581017,0.30769230769230765,0.35581016540527344
13,0.5714285714285714,0.30769230769230765,0.0,0.0,0.0,0.0,0.7784601235742733,0.29560885,0.30769230769230765,0.29560884833335876
130,0.0,0.0,0.0,0.0,0.0,0.4039270687237027,0.004790705922137402,0.04204942,0.0,0.04204941913485527
131,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.0,0.07375804629748993,0.06609999,0.07692307692307691,0.06609998643398285
132,0.0,0.0,0.0,0.0,0.0,0.2236024844720499,0.07757999326967313,0.027813362,0.0,0.027813361957669258
133,0.0,0.0,0.0,0.0,0.0,0.2236024844720499,0.003987549745228956,0.023213325,0.0,0.023213325068354607
134,0.2857142857142857,0.30769230769230765,0.0,0.3333333333333333,0.3333333333333333,0.4039270687237027,0.18533033026494983,0.34526232,0.30769230769230765,0.3452623188495636
135,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.08026755852842817,0.12365253843971034,0.07758087,0.07692307692307691,0.07758086919784546
136,0.14285714285714285,0.15384615384615383,0.0,0.16666666666666666,0.16666666666666666,0.2236024844720499,0.0763074780514631,0.17369778,0.15384615384615383,0.17369778454303741
137,0.2857142857142857,0.30769230769230765,0.0,0.3333333333333333,0.3333333333333333,0.5059288537549408,0.11862766360581972,0.3517193,0.30769230769230765,0.35171929001808167
138,0.7142857142857143,0.38461538461538464,0.0,0.0,0.0,0.0,0.27224372982623635,0.32578683,0.38461538461538464,0.325786828994751
139,0.2857142857142857,0.30769230769230765,0.0,0.3333333333333333,0.3333333333333333,0.2236024844720499,0.22432321825787171,0.32891375,0.30769230769230765,0.32891374826431274
14,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.7826086956521741,0.5102825607053326,0.17491655,0.07692307692307691,0.17491655051708221
140,0.7142857142857143,0.38461538461538464,0.0,0.0,0.0,0.0,0.31554740850639607,0.32849362,0.38461538461538464,0.3284936249256134
141,0.0,0.0,0.0,0.0,0.0,0.4039270687237027,0.07858413650068873,0.046662018,0.0,0.046662017703056335
142,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.2236024844720499,0.15060498404462555,0.09419796,0.07692307692307691,0.09419795870780945
143,0.0,0.0,0.0,0.0,0.0,0.7826086956521741,0.11380290861259881,0.0883138,0.0,0.08831380307674408
144,0.42857142857142855,0.23076923076923075,0.0,0.0,0.0,0.08026755852842817,0.15423740151034745,0.20313269,0.23076923076923075,0.20313268899917603
145,0.2857142857142857,0.30769230769230765,0.0,0.3333333333333333,0.3333333333333333,0.2236024844720499,0.06736969112523945,0.31910306,0.30769230769230765,0.31910306215286255
