rank,node
1,10241462
2,10263662
3,10523552
4,10821392
5,11288162
6,12740012
7,13467242
8,14051473
9,14087968
10,14326743
11,14516061
12,14625006
13,14763573
14,14799428
15,14849301
16,14986396
17,15197493
18,15220372
19,15466457
20,15469032
21,15480002
22,15791939
23,1584901
24,15865288
25,16047907
26,16152223
27,16251682
28,16428853
29,16784574
30,16861860
31,16971414
32,17100782
33,17107079
34,17326261
35,17350393
36,17416766
37,17431643
38,17627045
39,17827249
40,18067465
41,18112363
42,18197944
43,18280014
44,18326035
45,18608117
46,18826341
47,19041498
48,19237148
49,19461979
50,19543485
51,19552939
52,19803042
53,20199133
54,20725832
55,20771592
56,20788139
57,20873
58,21463619
59,21475280
60,21588987
61,21818817
62,22028219
63,22284693
64,22604125
65,22629977
66,23967016
67,24241212
68,25840488
69,25850372
70,25982406
71,26565599
72,26951888
73,27109599
74,27371047
75,27603170
76,27649220
77,27662946
78,27684535
79,28136273
80,28188761
81,28953592
82,29075225
83,29089902
84,29613217
85,30556522
86,30624436
87,30736020
88,31100873
89,3160851
90,31741815
91,32522601
92,32556315
93,33628154
94,34133492
95,34655157
96,35288445
97,35478531
98,35931640
99,36963624
100,37305693
101,38609291
102,39161886
103,39495217
104,41905556
105,42390043
106,43378656
107,5422582
108,5522622
109,5771302
110,5988422
111,6675742
112,6898072
113,7105292
114,799192
115,8463082
116,8828892
117,890641
118,901731
119,9517462
120,9791392
