rank,node
1,10214802
2,10524
3,11360912
4,11620042
5,12217472
6,13923382
7,13960822
8,14053148
9,14078385
10,14095083
11,14306885
12,14512268
13,14625006
14,14695367
15,14715516
16,14830184
17,14849301
18,14879825
19,14986396
20,15197493
21,15225972
22,15272960
23,15466457
24,15494593
25,15499069
26,15513388
27,15557309
28,15582892
29,15791939
30,15792641
31,1584901
32,15893411
33,15953354
34,16010382
35,16304739
36,16333340
37,16394309
38,16516106
39,16531797
40,16573966
41,16782107
42,16784574
43,17235460
44,17326261
45,17416766
46,17515749
47,17708309
48,17877831
49,18049260
50,18470677
51,19187629
52,19215129
53,19237148
54,19396079
55,19849576
56,20195474
57,20199133
58,20244205
59,20466461
60,20693960
61,20725832
62,20788139
63,21249293
64,21261486
65,21463619
66,22039728
67,22071998
68,22210679
69,22284693
70,22495490
71,22545389
72,22629977
73,24155868
74,24202933
75,24640763
76,24653118
77,24889381
78,25172126
79,25343925
80,25731254
81,25967442
82,25982406
83,26245943
84,26343712
85,26434364
86,2677771
87,27068053
88,27817171
89,28432226
90,29089902
91,29147311
92,3000661
93,30336759
94,30412906
95,30507566
96,30556522
97,31536024
98,32294244
99,34339684
100,34704651
101,35954073
102,36038057
103,3669361
104,36727137
105,37776721
106,37989080
107,38321339
108,38813185
109,39495217
110,40415571
111,41905556
112,42254940
113,42884666
114,575263
115,6629262
116,6774272
117,7396282
118,792609
119,8073252
120,9146202
