node_id,ris_score,fair_ris_score,shortfall_gain,mf_gain_score,weakest_group_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
1,0.125,0.07214108791806229,0.125,0.125,0.125,0.46841776110068795,0.2488887911526991,0.16045292,0.07214108791806229,0.1604529172182083
10,0.5,0.28856435167224914,0.5,0.5,0.5,0.8251434720229556,0.32638248430548056,0.5398259,0.28856435167224914,0.5398259162902832
100,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.6652319464371114,0.5840154740122245,0.42244658,0.21642326375418688,0.4224465787410736
101,0.25,0.14428217583612457,0.25,0.25,0.25,0.46841776110068795,0.44212520623647905,0.28561184,0.14428217583612457,0.2856118381023407
102,0.125,0.07214108791806229,0.125,0.125,0.125,0.8251434720229556,0.35790707661913074,0.19014327,0.07214108791806229,0.19014327228069305
103,0.5,0.28856435167224914,0.5,0.5,0.5,0.0,0.3858445423713553,0.48429996,0.28856435167224914,0.4842999577522278
104,0.25,0.14428217583612457,0.25,0.25,0.25,0.39871273712737126,0.6020185035123837,0.28745675,0.14428217583612457,0.287456750869751
105,0.125,0.07214108791806229,0.125,0.125,0.125,0.48932926829268303,0.3004640479310287,0.16410019,0.07214108791806229,0.16410018503665924
106,0.25,0.14428217583612457,0.25,0.25,0.25,0.39871273712737126,0.45248075545950095,0.28114626,0.14428217583612457,0.28114625811576843
107,0.25,0.14428217583612457,0.25,0.25,0.25,0.39871273712737126,0.33265405204830956,0.27608955,0.14428217583612457,0.27608954906463623
108,0.25,0.14428217583612457,0.25,0.25,0.25,0.3728222996515679,0.5726700530940071,0.28439727,0.14428217583612457,0.28439727425575256
109,0.25,0.14428217583612457,0.25,0.25,0.25,0.8251434720229556,0.5631188552291998,0.31580755,0.14428217583612457,0.3158075511455536
11,0.25,0.14428217583612457,0.25,0.25,0.25,0.48932926829268303,0.721756515560497,0.29888308,0.14428217583612457,0.2988830804824829
110,0.0,0.0,0.0,0.0,0.0,0.21747967479674793,0.38369090586004606,0.031487904,0.0,0.031487904489040375
111,0.25,0.14428217583612457,0.25,0.25,0.25,0.39871273712737126,0.2705696604543104,0.27346957,0.14428217583612457,0.27346956729888916
112,0.0,0.0,0.0,0.0,0.0,0.6652319464371114,0.21882667672155856,0.056022607,0.0,0.056022606790065765
113,0.125,0.07214108791806229,0.125,0.125,0.125,0.8251434720229556,0.49646168443772476,0.1959903,0.07214108791806229,0.19599029421806335
114,0.125,0.07214108791806229,0.125,0.125,0.125,0.3728222996515679,0.4803294851614034,0.16349618,0.07214108791806229,0.16349618136882782
115,0.25,0.14428217583612457,0.25,0.25,0.25,0.6652319464371114,0.3254660047605616,0.29453143,0.14428217583612457,0.2945314347743988
116,0.125,0.07214108791806229,0.125,0.125,0.125,0.46841776110068795,0.6451860093869446,0.1771767,0.07214108791806229,0.17717669904232025
117,0.25,0.14428217583612457,0.25,0.25,0.25,0.3728222996515679,0.6049560128468972,0.28575975,0.14428217583612457,0.28575974702835083
118,0.125,0.07214108791806229,0.125,0.125,0.125,0.3728222996515679,0.62658573517008,0.16966821,0.07214108791806229,0.16966821253299713
119,0.625,0.3607054395903115,0.625,0.6249999999999999,0.6249999999999999,0.6652319464371114,0.5137502076194186,0.65349,0.3607054395903115,0.6534900069236755
12,0.25,0.14428217583612457,0.25,0.25,0.25,0.8251434720229556,0.5257264641671606,0.31422958,0.14428217583612457,0.3142295777797699
120,0.25,0.14428217583612457,0.25,0.25,0.25,0.21747967479674793,0.3839938434190158,0.26550934,0.14428217583612457,0.26550933718681335
121,0.125,0.07214108791806229,0.125,0.125,0.125,0.48932926829268303,0.6863985216987882,0.18038666,0.07214108791806229,0.18038666248321533
122,0.125,0.07214108791806229,0.125,0.125,0.125,0.6652319464371114,0.3100076307438726,0.17687477,0.07214108791806229,0.1768747717142105
123,0.125,0.07214108791806229,0.125,0.125,0.125,0.3728222996515679,0.13949204266757337,0.1491128,0.07214108791806229,0.14911280572414398
124,0.0,0.0,0.0,0.0,0.0,0.3728222996515679,0.3504674621894601,0.041011665,0.0,0.041011665016412735
125,0.5,0.28856435167224914,0.5,0.5,0.5,0.6652319464371114,0.5611806348230437,0.53848726,0.28856435167224914,0.5384872555732727
126,0.25,0.14428217583612457,0.25,0.25,0.25,0.46841776110068795,0.4364255171603036,0.2853713,0.14428217583612457,0.2853713035583496
127,0.125,0.07214108791806229,0.125,0.125,0.125,0.8251434720229556,0.7533989984584124,0.20683308,0.07214108791806229,0.20683307945728302
128,0.5,0.28856435167224914,0.5,0.5,0.5,0.8251434720229556,0.34847736185910017,0.5407583,0.28856435167224914,0.5407583117485046
129,0.5,0.28856435167224914,0.5,0.5,0.5,0.46841776110068795,0.4919301624312254,0.52172226,0.28856435167224914,0.5217222571372986
13,0.25,0.14428217583612457,0.25,0.25,0.25,0.3728222996515679,0.6298732106649686,0.28681126,0.14428217583612457,0.2868112623691559
130,0.25,0.14428217583612457,0.25,0.25,0.25,0.8251434720229556,0.3259698946680442,0.30579984,0.14428217583612457,0.30579984188079834
131,0.5,0.28856435167224914,0.5,0.5,0.5,0.8251434720229556,0.6576275887504888,0.55380446,0.28856435167224914,0.5538044571876526
132,0.25,0.14428217583612457,0.25,0.25,0.25,0.21747967479674793,0.5846020307464398,0.273975,0.14428217583612457,0.2739750146865845
133,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.6652319464371114,0.6831903688892613,0.42663178,0.21642326375418688,0.42663177847862244
134,0.125,0.07214108791806229,0.125,0.125,0.125,0.8251434720229556,0.6821690555326432,0.20382716,0.07214108791806229,0.2038271576166153
135,0.25,0.14428217583612457,0.25,0.25,0.25,0.46841776110068795,0.5121863432551379,0.28856844,0.14428217583612457,0.2885684370994568
136,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.0,0.4073819950971217,0.36820453,0.21642326375418688,0.3682045340538025
137,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.8251434720229556,0.6865204615354827,0.43801942,0.21642326375418688,0.43801942467689514
138,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.8251434720229556,0.24713584470487635,0.41947737,0.21642326375418688,0.4194773733615875
139,0.25,0.14428217583612457,0.25,0.25,0.25,0.6652319464371114,0.2707929770059179,0.29222423,0.14428217583612457,0.2922242283821106
14,0.25,0.14428217583612457,0.25,0.25,0.25,0.48932926829268303,0.3338755901567224,0.28251448,0.14428217583612457,0.2825144827365875
140,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.8251434720229556,0.35155296105823236,0.42388377,0.21642326375418688,0.4238837659358978
141,0.125,0.07214108791806229,0.125,0.125,0.125,0.0,0.4185293851076305,0.13466631,0.07214108791806229,0.134666308760643
142,0.5,0.28856435167224914,0.5,0.5,0.5,0.8251434720229556,0.3298070653908872,0.5399704,0.28856435167224914,0.5399703979492188
143,0.25,0.14428217583612457,0.25,0.25,0.25,0.8251434720229556,0.3863445288909639,0.30834767,0.14428217583612457,0.3083476722240448
144,0.125,0.07214108791806229,0.125,0.125,0.125,0.46841776110068795,0.24342273947759996,0.16022225,0.07214108791806229,0.16022224724292755
145,0.25,0.14428217583612457,0.25,0.25,0.25,0.3728222996515679,0.27761335470214005,0.27194586,0.14428217583612457,0.27194586396217346
146,0.875,0.5049876154264361,0.875,0.875,0.875,0.48932926829268303,0.6768285642275546,0.88200873,0.5049876154264361,0.8820087313652039
147,0.0,0.0,0.0,0.0,0.0,0.39871273712737126,0.4431955490203804,0.046745766,0.0,0.04674576595425606
148,0.25,0.14428217583612457,0.25,0.25,0.25,0.21747967479674793,0.4983955355181374,0.2703371,0.14428217583612457,0.2703371047973633
149,0.125,0.07214108791806229,0.125,0.125,0.125,0.39871273712737126,0.41362355084157026,0.16250214,0.07214108791806229,0.16250213980674744
15,0.25,0.14428217583612457,0.25,0.25,0.25,0.48932926829268303,0.5129486470576008,0.29007137,0.14428217583612457,0.29007136821746826
150,0.5,0.28856435167224914,0.5,0.5,0.5,0.8251434720229556,0.49376520103425764,0.5468895,0.28856435167224914,0.5468894839286804
151,0.25,0.14428217583612457,0.25,0.25,0.25,0.46841776110068795,0.2770046236111033,0.27864373,0.14428217583612457,0.27864372730255127
152,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.48932926829268303,0.5790712523380721,0.40986606,0.21642326375418688,0.409866064786911
153,0.5,0.28856435167224914,0.5,0.5,0.5,0.48932926829268303,0.569874281259254,0.5264823,0.28856435167224914,0.5264822840690613
154,0.5,0.28856435167224914,0.5,0.5,0.5,0.8251434720229556,0.4342242887152744,0.54437685,0.28856435167224914,0.5443768501281738
155,0.125,0.07214108791806229,0.125,0.125,0.125,1.0,0.31421270635249937,0.20059764,0.07214108791806229,0.2005976438522339
156,0.125,0.07214108791806229,0.125,0.125,0.125,0.48932926829268303,0.359165585484704,0.1665774,0.07214108791806229,0.16657739877700806
157,0.75,0.43284652750837377,0.7499999999999999,0.7499999999999999,0.7499999999999999,0.21747967479674793,0.3743426174698572,0.7331193,0.43284652750837377,0.7331193089485168
158,0.5,0.28856435167224914,0.5,0.5,0.5,0.46841776110068795,0.7570517723975027,0.5329104,0.28856435167224914,0.5329104065895081
159,1.0,0.5771287033444983,1.0,1.0,1.0,0.48932926829268303,0.7002159429511431,1.0,0.5771287033444983,1.0
16,0.125,0.07214108791806229,0.125,0.125,0.125,0.8251434720229556,0.3603480255982993,0.19024628,0.07214108791806229,0.19024628400802612
160,0.25,0.14428217583612457,0.25,0.25,0.25,0.6652319464371114,0.33028340424462993,0.29473475,0.14428217583612457,0.29473474621772766
161,0.0,0.0,0.0,0.0,0.0,0.6652319464371114,0.3827349606841333,0.062939554,0.0,0.06293955445289612
162,0.25,0.14428217583612457,0.25,0.25,0.25,0.8251434720229556,0.5419522041827141,0.31491432,0.14428217583612457,0.3149143159389496
163,0.5,0.28856435167224914,0.5,0.5,0.5,0.48932926829268303,0.5141690040941662,0.52413154,0.28856435167224914,0.5241315364837646
164,0.125,0.07214108791806229,0.125,0.125,0.125,0.46841776110068795,0.5354484920640449,0.17254578,0.07214108791806229,0.17254577577114105
165,0.25,0.14428217583612457,0.25,0.25,0.25,0.6652319464371114,0.27219759505807756,0.2922835,0.14428217583612457,0.2922835052013397
166,0.625,0.3607054395903115,0.625,0.6249999999999999,0.6249999999999999,0.46841776110068795,0.73413858754348,0.6489478,0.3607054395903115,0.6489477753639221
167,0.125,0.07214108791806229,0.125,0.125,0.125,0.6652319464371114,0.7442960876632285,0.1952018,0.07214108791806229,0.1952017992734909
168,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.0,0.3557942337728053,0.3660275,0.21642326375418688,0.36602750420570374
169,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.6652319464371114,0.9175406827309057,0.43652138,0.21642326375418688,0.43652138113975525
17,0.5,0.28856435167224914,0.5,0.5,0.5,0.48932926829268303,0.37628754551851834,0.51831293,0.28856435167224914,0.518312931060791
170,0.25,0.14428217583612457,0.25,0.25,0.25,0.6652319464371114,0.7250872742733034,0.3113955,0.14428217583612457,0.3113954961299896
171,0.25,0.14428217583612457,0.25,0.25,0.25,0.48932926829268303,0.38129545943561954,0.2845156,0.14428217583612457,0.2845155894756317
172,0.0,0.0,0.0,0.0,0.0,0.8251434720229556,0.3868046083324467,0.07435843,0.0,0.07435843348503113
173,0.25,0.14428217583612457,0.25,0.25,0.25,0.39871273712737126,0.6390270833575392,0.2890185,0.14428217583612457,0.28901851177215576
174,0.0,0.0,0.0,0.0,0.0,0.39871273712737126,0.6113139034646853,0.053840376,0.0,0.05384037643671036
175,0.125,0.07214108791806229,0.125,0.125,0.125,0.48932926829268303,0.30508001851522915,0.16429497,0.07214108791806229,0.16429497301578522
176,0.0,0.0,0.0,0.0,0.0,0.8251434720229556,0.3866011552482352,0.07434985,0.0,0.07434985041618347
177,0.125,0.07214108791806229,0.125,0.125,0.125,0.39871273712737126,0.6295303605830974,0.17161344,0.07214108791806229,0.1716134399175644
178,0.25,0.14428217583612457,0.25,0.25,0.25,0.21747967479674793,0.8161444114133449,0.28374612,0.14428217583612457,0.2837461233139038
179,0.5,0.28856435167224914,0.5,0.5,0.5,0.48932926829268303,0.5966729173484778,0.52761316,0.28856435167224914,0.5276131629943848
18,0.25,0.14428217583612457,0.25,0.25,0.25,0.39871273712737126,0.5538330314322116,0.2854233,0.14428217583612457,0.28542330861091614
180,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.8251434720229556,0.6958640883285881,0.43841374,0.21642326375418688,0.43841373920440674
181,0.125,0.07214108791806229,0.125,0.125,0.125,0.3728222996515679,0.30689050428782105,0.15617703,0.07214108791806229,0.15617702901363373
182,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.21747967479674793,0.7143907308264704,0.39645645,0.21642326375418688,0.39645645022392273
183,0.125,0.07214108791806229,0.125,0.125,0.125,0.3728222996515679,0.5714552151065672,0.1673417,0.07214108791806229,0.1673416942358017
184,0.25,0.14428217583612457,0.25,0.25,0.25,0.6652319464371114,0.3810079365315333,0.29687533,0.14428217583612457,0.29687532782554626
185,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.8251434720229556,0.4129434913987914,0.42647445,0.21642326375418688,0.4264744520187378
186,0.125,0.07214108791806229,0.125,0.125,0.125,0.6652319464371114,0.35750739393122566,0.17887928,0.07214108791806229,0.1788792759180069
187,0.0,0.0,0.0,0.0,0.0,0.6652319464371114,0.5081822497178837,0.068233445,0.0,0.0682334452867508
188,0.0,0.0,0.0,0.0,0.0,0.6652319464371114,0.4471108631530167,0.06565622,0.0,0.06565622240304947
189,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.46841776110068795,0.5505315232387327,0.40719092,0.21642326375418688,0.4071909189224243
19,0.5,0.28856435167224914,0.5,0.5,0.5,0.3728222996515679,0.6024891542886684,0.5196643,0.28856435167224914,0.5196642875671387
190,0.25,0.14428217583612457,0.25,0.25,0.25,0.46841776110068795,0.44275757778251207,0.2856385,0.14428217583612457,0.2856385111808777
191,0.25,0.14428217583612457,0.25,0.25,0.25,0.3728222996515679,0.2802215317987058,0.27205592,0.14428217583612457,0.2720559239387512
192,0.25,0.14428217583612457,0.25,0.25,0.25,0.48932926829268303,0.27536138802570786,0.28004518,0.14428217583612457,0.28004518151283264
193,0.25,0.14428217583612457,0.25,0.25,0.25,0.6652319464371114,0.5427163297617097,0.30369943,0.14428217583612457,0.30369943380355835
194,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.48932926829268303,0.46370035865655906,0.4049974,0.21642326375418688,0.40499740839004517
195,0.0,0.0,0.0,0.0,0.0,0.6652319464371114,0.40590144911790754,0.06391718,0.0,0.06391718238592148
196,0.125,0.07214108791806229,0.125,0.125,0.125,0.8251434720229556,0.30498847084662095,0.18791011,0.07214108791806229,0.18791010975837708
197,0.25,0.14428217583612457,0.25,0.25,0.25,0.3728222996515679,0.16537412767628581,0.26720935,0.14428217583612457,0.26720935106277466
198,0.5,0.28856435167224914,0.5,0.5,0.5,0.21747967479674793,0.4978063463099644,0.50432086,0.28856435167224914,0.5043208599090576
199,0.25,0.14428217583612457,0.25,0.25,0.25,0.8251434720229556,0.33090645485083353,0.30600816,0.14428217583612457,0.30600816011428833
2,0.0,0.0,0.0,0.0,0.0,0.3728222996515679,0.5478192295778525,0.04933993,0.0,0.04933993145823479
20,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.8251434720229556,0.46813037072364544,0.42880335,0.21642326375418688,0.42880335450172424
200,0.125,0.07214108791806229,0.125,0.125,0.125,0.46841776110068795,0.42706702179953526,0.16797206,0.07214108791806229,0.16797205805778503
201,0.125,0.07214108791806229,0.125,0.125,0.125,0.8251434720229556,0.7897005299061354,0.20836501,0.07214108791806229,0.20836500823497772
202,0.125,0.07214108791806229,0.125,0.125,0.125,0.21747967479674793,0.4115621573952875,0.1496684,0.07214108791806229,0.1496683955192566
203,0.0,0.0,0.0,0.0,0.0,0.39871273712737126,0.7765429542651394,0.060813062,0.0,0.0608130618929863
204,0.25,0.14428217583612457,0.25,0.25,0.25,0.6652319464371114,0.6053138309748746,0.30634105,0.14428217583612457,0.3063410520553589
205,0.25,0.14428217583612457,0.25,0.25,0.25,0.0,0.3887928241285669,0.25041574,0.14428217583612457,0.25041574239730835
206,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.6652319464371114,0.24751353662907646,0.40824616,0.21642326375418688,0.40824615955352783
207,0.125,0.07214108791806229,0.125,0.125,0.125,0.39871273712737126,0.6259207481810205,0.1714611,0.07214108791806229,0.1714611053466797
208,0.125,0.07214108791806229,0.125,0.125,0.125,0.6652319464371114,0.4821475210815603,0.1841391,0.07214108791806229,0.18413910269737244
209,0.875,0.5049876154264361,0.875,0.875,0.875,0.8251434720229556,0.9557255560517016,0.9173972,0.5049876154264361,0.9173972010612488
21,0.25,0.14428217583612457,0.25,0.25,0.25,0.39871273712737126,0.38170230634014257,0.27815938,0.14428217583612457,0.27815937995910645
210,0.375,0.21642326375418688,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.8251434720229556,0.4600902575105339,0.42846406,0.21642326375418688,0.42846405506134033
211,0.125,0.07214108791806229,0.125,0.125,0.125,0.39871273712737126,0.3704024679844447,0.16067821,0.07214108791806229,0.1606782078742981
212,0.25,0.14428217583612457,0.25,0.25,0.25,0.3728222996515679,0.7236246050000317,0.29076758,0.14428217583612457,0.2907675802707672
