node_id,cluster_id
0,0
1,0
10,1
100,2
101,3
102,4
103,5
104,6
105,4
106,7
107,8
108,9
109,2
11,1
110,6
111,3
112,5
113,2
114,10
115,11
116,12
117,9
118,13
119,6
12,1
120,14
121,15
122,9
123,16
124,4
125,17
126,18
127,2
128,15
129,12
13,4
130,2
131,10
132,8
133,5
134,17
135,9
136,5
137,15
138,19
139,8
14,20
140,6
141,17
142,8
143,3
144,15
145,5
146,14
147,20
148,21
149,2
15,20
150,13
151,22
152,21
153,19
154,1
155,14
156,9
157,7
158,4
159,20
16,7
160,11
161,18
162,2
163,3
164,19
165,23
166,9
167,16
168,1
169,19
17,17
170,8
171,17
172,8
173,1
174,3
175,2
176,7
177,10
178,24
179,3
18,9
180,23
181,12
182,3
183,3
184,25
185,9
186,24
187,14
188,2
189,19
19,14
190,14
191,19
192,1
193,20
194,2
195,11
196,26
197,17
198,22
199,17
2,0
20,22
200,4
201,20
202,14
203,6
204,2
205,27
206,12
207,6
208,24
209,9
21,5
210,11
211,27
212,4
213,18
214,25
215,10
216,19
217,21
218,14
219,27
22,20
220,9
221,16
222,23
223,28
224,28
225,28
226,29
227,28
228,29
229,29
23,9
230,28
231,29
232,29
233,28
234,28
235,29
236,28
237,29
238,30
239,30
24,8
240,30
241,30
242,30
243,30
244,30
245,30
246,30
247,30
248,30
249,30
25,3
250,30
251,31
252,31
253,31
254,30
255,30
256,9
257,32
258,32
259,9
26,27
260,32
261,27
262,27
263,33
264,34
265,35
266,36
267,37
268,38
269,39
27,20
270,34
271,40
272,41
273,42
274,43
275,42
276,40
277,44
278,45
279,41
28,20
280,40
281,46
282,47
283,35
284,48
285,35
286,38
287,49
288,35
289,47
29,5
290,41
291,44
292,44
293,45
294,36
295,46
296,39
297,40
298,50
299,37
3,0
30,13
300,43
301,43
302,47
303,51
304,43
305,37
306,41
307,34
308,40
309,40
31,20
310,52
311,38
312,53
313,37
314,41
315,54
316,42
317,38
318,36
319,38
32,5
320,46
321,33
322,45
323,33
324,36
325,52
326,39
327,46
328,45
329,48
33,14
330,50
331,53
332,38
333,33
334,39
335,50
336,33
337,52
338,35
339,55
34,5
340,55
341,37
342,33
343,34
344,44
345,41
346,37
347,40
348,55
349,54
35,12
350,40
351,34
352,40
353,46
354,55
355,38
356,54
357,52
358,43
359,34
36,16
360,44
361,39
362,54
363,41
364,40
365,34
366,40
367,46
368,40
369,54
37,25
370,46
371,42
372,52
373,37
374,50
375,39
376,35
377,40
378,39
379,33
38,14
380,53
381,36
382,37
383,38
384,49
385,47
386,46
387,42
388,51
389,34
39,19
390,50
391,37
392,53
393,49
394,36
395,51
396,44
397,50
398,45
399,40
4,0
40,11
400,53
401,43
402,40
403,49
404,50
405,36
406,52
407,34
408,42
409,42
41,3
410,35
411,39
412,39
413,46
414,52
415,43
416,45
417,45
418,43
419,50
42,8
420,43
421,39
422,46
423,40
424,49
425,47
426,37
427,38
428,56
429,48
43,1
430,44
431,33
432,34
433,36
434,53
435,33
436,38
437,50
438,47
439,50
44,2
440,48
441,56
442,54
443,43
444,46
445,38
446,36
447,55
448,40
449,54
45,9
450,49
451,44
452,40
453,46
454,44
455,43
456,56
457,51
458,36
459,55
46,7
460,43
461,56
462,56
463,56
464,57
465,57
466,57
467,57
468,57
469,57
47,14
470,57
471,57
472,57
473,57
474,57
475,57
476,57
477,57
478,57
479,50
48,16
480,50
481,26
482,26
483,26
484,26
485,58
486,58
487,58
488,26
489,26
49,13
490,58
491,26
492,59
493,59
494,59
495,59
496,59
497,59
498,59
499,59
5,1
50,8
51,12
52,19
53,2
54,5
55,4
56,9
57,2
58,14
59,18
6,1
60,2
61,21
62,27
63,4
64,27
65,22
66,2
67,5
68,4
69,1
7,1
70,16
71,5
72,12
73,17
74,18
75,6
76,25
77,14
78,5
79,17
8,1
80,12
81,2
82,9
83,1
84,19
85,10
86,10
87,15
88,18
89,12
9,1
90,20
91,10
92,27
93,9
94,9
95,24
96,9
97,12
98,9
99,10
