node_id,cluster_id
0,0
1,0
10,0
100,1
101,2
102,3
103,3
104,3
105,3
106,4
107,3
108,1
109,1
11,3
110,3
111,2
112,3
113,1
114,3
115,4
116,3
117,1
118,4
119,3
12,3
120,3
121,5
122,1
123,2
124,3
125,3
126,6
127,3
128,5
129,3
13,3
130,1
131,3
132,3
133,3
134,3
135,1
136,3
137,5
138,6
139,3
14,4
140,3
141,3
142,3
143,3
144,5
145,3
146,3
147,4
148,4
149,1
15,4
150,4
151,2
152,4
153,6
154,3
155,3
156,1
157,7
158,3
159,4
16,4
160,4
161,6
162,1
163,2
164,6
165,8
166,1
167,2
168,3
169,6
17,3
170,3
171,3
172,3
173,3
174,2
175,1
176,4
177,9
178,10
179,3
18,1
180,8
181,3
182,2
183,2
184,4
185,1
186,10
187,3
188,1
189,6
19,3
190,3
191,6
192,3
193,4
194,1
195,4
196,3
197,3
198,2
199,3
2,0
20,2
200,3
201,4
202,3
203,3
204,1
205,6
206,3
207,3
208,10
209,1
21,3
210,4
211,6
212,3
213,6
214,4
215,9
216,6
217,4
218,3
219,6
22,4
220,1
221,2
222,8
223,11
224,11
225,11
226,11
227,11
228,11
229,11
23,1
230,11
231,11
232,11
233,11
234,11
235,11
236,11
237,11
238,12
239,12
24,3
240,12
241,12
242,12
243,12
244,12
245,12
246,12
247,12
248,12
249,12
25,2
250,12
251,13
252,13
253,13
254,12
255,12
256,1
257,14
258,14
259,1
26,6
260,14
261,6
262,6
263,15
264,16
265,17
266,18
267,17
268,17
269,19
27,4
270,16
271,15
272,18
273,17
274,17
275,17
276,15
277,17
278,15
279,18
28,4
280,15
281,16
282,16
283,17
284,15
285,17
286,17
287,15
288,17
289,16
29,3
290,18
291,17
292,17
293,15
294,17
295,16
296,19
297,15
298,17
299,17
3,0
30,4
300,17
301,17
302,16
303,17
304,20
305,17
306,18
307,16
308,15
309,15
31,4
310,21
311,17
312,15
313,17
314,18
315,22
316,17
317,17
318,18
319,17
32,3
320,16
321,15
322,15
323,15
324,18
325,21
326,19
327,16
328,15
329,15
33,3
330,17
331,15
332,17
333,15
334,19
335,17
336,15
337,21
338,17
339,16
34,3
340,16
341,17
342,15
343,16
344,23
345,18
346,17
347,15
348,16
349,22
35,3
350,15
351,16
352,15
353,16
354,16
355,17
356,22
357,21
358,20
359,16
36,2
360,23
361,19
362,22
363,18
364,15
365,16
366,15
367,16
368,15
369,22
37,4
370,16
371,17
372,21
373,17
374,17
375,19
376,17
377,15
378,19
379,24
38,3
380,15
381,18
382,17
383,17
384,15
385,16
386,16
387,17
388,17
389,16
39,6
390,17
391,17
392,15
393,15
394,18
395,17
396,23
397,21
398,15
399,15
4,0
40,4
400,15
401,17
402,15
403,15
404,17
405,18
406,21
407,16
408,17
409,19
41,2
410,17
411,19
412,19
413,16
414,21
415,20
416,15
417,15
418,17
419,21
42,3
420,17
421,19
422,16
423,15
424,15
425,16
426,17
427,17
428,15
429,15
43,3
430,23
431,24
432,16
433,17
434,15
435,24
436,17
437,17
438,16
439,17
44,1
440,15
441,15
442,22
443,17
444,16
445,17
446,18
447,16
448,15
449,15
45,1
450,15
451,23
452,15
453,16
454,23
455,20
456,15
457,17
458,18
459,16
46,7
460,17
461,15
462,15
463,15
464,17
465,25
466,17
467,25
468,25
469,25
47,3
470,25
471,25
472,25
473,26
474,25
475,25
476,26
477,26
478,25
479,17
48,2
480,17
481,3
482,27
483,28
484,28
485,29
486,29
487,29
488,27
489,30
49,4
490,29
491,30
492,17
493,31
494,31
495,31
496,31
497,31
498,31
499,31
5,0
50,3
51,3
52,6
53,1
54,3
55,3
56,1
57,1
58,3
59,6
6,0
60,1
61,4
62,6
63,3
64,1
65,2
66,1
67,3
68,3
69,3
7,0
70,2
71,3
72,3
73,3
74,6
75,3
76,4
77,3
78,3
79,3
8,0
80,3
81,1
82,1
83,3
84,6
85,3
86,3
87,5
88,3
89,3
9,0
90,4
91,9
92,3
93,1
94,1
95,10
96,1
97,3
98,1
99,3
