node_id,cluster_id
0,0
1,0
10,0
100,1
101,2
102,3
103,4
104,5
105,3
106,2
107,4
108,1
109,1
11,0
110,5
111,2
112,4
113,1
114,4
115,6
116,3
117,1
118,6
119,5
12,0
120,3
121,1
122,1
123,2
124,5
125,7
126,7
127,1
128,1
129,3
13,5
130,1
131,0
132,4
133,4
134,7
135,1
136,4
137,1
138,5
139,4
14,2
140,5
141,7
142,4
143,2
144,1
145,4
146,3
147,2
148,2
149,1
15,2
150,6
151,2
152,2
153,5
154,0
155,3
156,1
157,2
158,5
159,2
16,2
160,6
161,7
162,1
163,2
164,5
165,3
166,1
167,2
168,0
169,5
17,7
170,4
171,7
172,4
173,0
174,2
175,1
176,2
177,4
178,6
179,2
18,1
180,3
181,3
182,2
183,2
184,2
185,1
186,6
187,3
188,1
189,5
19,3
190,3
191,5
192,0
193,6
194,1
195,6
196,8
197,7
198,2
199,7
2,0
20,2
200,3
201,2
202,3
203,5
204,1
205,7
206,3
207,5
208,6
209,1
21,4
210,6
211,7
212,7
213,7
214,2
215,4
216,5
217,2
218,3
219,7
22,6
220,1
221,2
222,3
223,9
224,9
225,9
226,9
227,9
228,9
229,9
23,1
230,9
231,9
232,9
233,9
234,9
235,9
236,9
237,9
238,10
239,10
24,4
240,10
241,10
242,10
243,10
244,10
245,10
246,10
247,10
248,10
249,10
25,2
250,10
251,10
252,10
253,10
254,10
255,10
256,1
257,1
258,1
259,1
26,7
260,1
261,7
262,7
263,11
264,12
265,13
266,11
267,14
268,13
269,13
27,2
270,12
271,15
272,11
273,13
274,14
275,13
276,15
277,13
278,16
279,11
28,6
280,15
281,12
282,12
283,13
284,15
285,13
286,13
287,16
288,13
289,13
29,4
290,11
291,13
292,13
293,16
294,11
295,12
296,13
297,15
298,14
299,14
3,0
30,6
300,14
301,14
302,12
303,14
304,14
305,14
306,14
307,12
308,15
309,15
31,2
310,14
311,13
312,16
313,14
314,11
315,11
316,13
317,13
318,11
319,13
32,4
320,12
321,11
322,16
323,11
324,11
325,14
326,13
327,12
328,16
329,15
33,3
330,14
331,16
332,13
333,11
334,13
335,14
336,11
337,14
338,13
339,12
34,4
340,12
341,14
342,11
343,12
344,13
345,11
346,14
347,15
348,12
349,11
35,3
350,15
351,12
352,15
353,12
354,12
355,13
356,11
357,14
358,14
359,12
36,2
360,13
361,13
362,11
363,14
364,15
365,12
366,15
367,12
368,15
369,11
37,2
370,12
371,13
372,14
373,14
374,14
375,13
376,13
377,15
378,13
379,11
38,3
380,16
381,11
382,14
383,13
384,16
385,12
386,12
387,13
388,14
389,12
39,5
390,14
391,14
392,16
393,16
394,11
395,14
396,13
397,14
398,16
399,15
4,0
40,6
400,16
401,14
402,15
403,16
404,14
405,11
406,14
407,12
408,13
409,13
41,2
410,13
411,13
412,13
413,12
414,14
415,14
416,16
417,16
418,14
419,14
42,4
420,14
421,13
422,12
423,15
424,16
425,12
426,14
427,13
428,16
429,15
43,0
430,13
431,11
432,12
433,11
434,16
435,11
436,13
437,14
438,13
439,14
44,1
440,15
441,10
442,11
443,14
444,12
445,13
446,11
447,12
448,15
449,11
45,1
450,16
451,13
452,15
453,12
454,13
455,14
456,16
457,14
458,11
459,12
46,2
460,14
461,10
462,10
463,10
464,17
465,17
466,17
467,17
468,17
469,17
47,3
470,17
471,17
472,17
473,17
474,17
475,17
476,17
477,17
478,17
479,14
48,2
480,14
481,8
482,8
483,8
484,8
485,8
486,8
487,8
488,8
489,8
49,6
490,8
491,8
492,9
493,9
494,9
495,9
496,9
497,9
498,9
499,9
5,0
50,4
51,3
52,5
53,1
54,4
55,7
56,1
57,1
58,3
59,7
6,0
60,1
61,2
62,7
63,5
64,7
65,2
66,1
67,4
68,5
69,0
7,0
70,2
71,4
72,3
73,7
74,7
75,5
76,2
77,3
78,4
79,7
8,0
80,3
81,1
82,1
83,1
84,5
85,4
86,4
87,1
88,7
89,3
9,0
90,6
91,4
92,7
93,1
94,1
95,6
96,1
97,3
98,1
99,4
