node_id,cluster_id
0,0
1,0
10,0
100,0
101,1
102,0
103,0
104,1
105,0
106,0
107,0
108,0
109,0
11,0
110,1
111,0
112,1
113,0
114,0
115,0
116,0
117,0
118,0
119,0
12,1
120,0
121,0
122,1
123,0
124,0
125,0
126,0
127,1
128,0
129,0
13,1
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
14,1
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
15,1
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
16,0
160,0
161,0
162,0
163,1
164,0
165,0
166,0
167,0
168,0
169,0
17,1
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
18,1
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
19,1
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
2,0
20,1
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
21,1
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
22,1
220,0
221,0
222,0
223,1
224,0
225,0
226,0
227,0
228,0
229,0
23,1
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,1
239,1
24,1
240,0
241,1
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
25,1
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
26,0
260,0
261,0
262,0
263,1
264,1
265,1
266,1
267,1
268,1
269,1
27,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,0
278,1
279,0
28,0
280,1
281,1
282,1
283,0
284,1
285,1
286,0
287,1
288,0
289,0
29,0
290,0
291,1
292,0
293,1
294,0
295,0
296,0
297,1
298,1
299,1
3,0
30,1
300,1
301,1
302,0
303,1
304,0
305,0
306,0
307,0
308,1
309,1
31,0
310,1
311,0
312,1
313,1
314,0
315,1
316,0
317,1
318,0
319,0
32,1
320,1
321,0
322,0
323,0
324,0
325,0
326,1
327,1
328,0
329,0
33,1
330,1
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,1
339,1
34,1
340,1
341,0
342,0
343,0
344,0
345,0
346,0
347,1
348,0
349,0
35,1
350,1
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
36,1
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
37,1
370,0
371,1
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
38,1
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
39,1
390,0
391,0
392,0
393,1
394,0
395,0
396,0
397,0
398,0
399,0
4,0
40,1
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
41,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
42,0
420,0
421,0
422,0
423,1
424,0
425,0
426,0
427,0
428,0
429,0
43,1
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
44,1
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
45,1
450,0
451,0
452,1
453,0
454,0
455,0
456,0
457,0
458,0
459,0
46,0
460,0
461,1
462,0
463,0
464,1
465,1
466,0
467,0
468,0
469,0
47,1
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
48,0
480,0
481,1
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
49,0
490,0
491,0
492,1
493,0
494,0
495,0
496,0
497,0
498,0
499,0
5,1
50,1
51,0
52,1
53,1
54,0
55,0
56,0
57,0
58,0
59,1
6,1
60,0
61,1
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
7,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,1
78,0
79,1
8,0
80,1
81,0
82,0
83,0
84,1
85,1
86,0
87,0
88,0
89,0
9,0
90,0
91,0
92,0
93,0
94,0
95,1
96,0
97,1
98,0
99,0
