node_id,cluster_id
0,0
1,0
10,0
100,1
101,2
102,3
103,4
104,5
105,3
106,2
107,4
108,1
109,1
11,0
110,5
111,2
112,4
113,1
114,4
115,6
116,3
117,1
118,6
119,5
12,0
120,3
121,1
122,1
123,2
124,5
125,7
126,7
127,1
128,1
129,3
13,5
130,1
131,0
132,4
133,4
134,7
135,1
136,4
137,1
138,7
139,4
14,2
140,5
141,7
142,4
143,2
144,1
145,4
146,3
147,2
148,2
149,1
15,2
150,6
151,2
152,2
153,7
154,0
155,3
156,1
157,2
158,5
159,2
16,2
160,6
161,7
162,1
163,2
164,7
165,3
166,1
167,2
168,0
169,7
17,7
170,4
171,7
172,4
173,0
174,2
175,1
176,2
177,4
178,6
179,2
18,1
180,3
181,3
182,2
183,2
184,2
185,1
186,6
187,3
188,1
189,7
19,3
190,3
191,7
192,0
193,6
194,1
195,6
196,5
197,7
198,2
199,7
2,0
20,2
200,3
201,2
202,3
203,5
204,1
205,7
206,3
207,5
208,6
209,1
21,4
210,6
211,7
212,7
213,7
214,2
215,4
216,7
217,2
218,3
219,7
22,6
220,1
221,2
222,3
223,8
224,8
225,8
226,8
227,8
228,8
229,8
23,1
230,8
231,8
232,8
233,8
234,8
235,8
236,8
237,8
238,9
239,9
24,4
240,9
241,9
242,9
243,9
244,9
245,9
246,9
247,9
248,9
249,9
25,2
250,9
251,9
252,9
253,9
254,9
255,9
256,1
257,1
258,1
259,1
26,7
260,1
261,7
262,7
263,10
264,11
265,12
266,10
267,13
268,12
269,12
27,2
270,11
271,14
272,10
273,12
274,13
275,12
276,14
277,12
278,15
279,10
28,6
280,14
281,11
282,11
283,12
284,14
285,12
286,12
287,15
288,12
289,12
29,4
290,10
291,12
292,12
293,15
294,13
295,11
296,12
297,14
298,13
299,13
3,0
30,6
300,13
301,13
302,11
303,13
304,13
305,13
306,13
307,11
308,14
309,14
31,2
310,13
311,12
312,15
313,13
314,10
315,10
316,12
317,12
318,10
319,12
32,4
320,11
321,10
322,15
323,10
324,10
325,13
326,12
327,11
328,15
329,14
33,3
330,13
331,15
332,12
333,10
334,12
335,13
336,10
337,13
338,12
339,11
34,4
340,11
341,13
342,10
343,11
344,12
345,10
346,13
347,14
348,11
349,10
35,3
350,14
351,11
352,14
353,11
354,11
355,12
356,10
357,13
358,13
359,11
36,2
360,12
361,12
362,10
363,13
364,14
365,11
366,14
367,11
368,14
369,10
37,2
370,11
371,12
372,13
373,13
374,13
375,12
376,12
377,14
378,12
379,10
38,3
380,15
381,10
382,13
383,12
384,15
385,11
386,11
387,12
388,13
389,11
39,7
390,13
391,13
392,15
393,15
394,10
395,13
396,12
397,13
398,15
399,14
4,0
40,6
400,15
401,13
402,14
403,15
404,13
405,10
406,13
407,11
408,12
409,12
41,2
410,12
411,12
412,12
413,11
414,13
415,13
416,15
417,15
418,13
419,13
42,4
420,13
421,12
422,11
423,14
424,15
425,11
426,13
427,12
428,15
429,14
43,0
430,12
431,10
432,11
433,13
434,15
435,10
436,12
437,13
438,12
439,13
44,1
440,14
441,9
442,10
443,13
444,11
445,12
446,10
447,11
448,14
449,10
45,1
450,15
451,12
452,14
453,11
454,12
455,13
456,15
457,13
458,10
459,11
46,2
460,13
461,9
462,9
463,9
464,16
465,16
466,16
467,16
468,16
469,16
47,3
470,16
471,16
472,16
473,16
474,16
475,16
476,16
477,16
478,16
479,13
48,2
480,13
481,5
482,5
483,5
484,5
485,5
486,5
487,5
488,5
489,5
49,6
490,5
491,5
492,8
493,8
494,8
495,8
496,8
497,8
498,8
499,8
5,0
50,4
51,3
52,7
53,1
54,4
55,7
56,1
57,1
58,3
59,7
6,0
60,1
61,2
62,7
63,5
64,1
65,2
66,1
67,4
68,5
69,0
7,0
70,2
71,4
72,3
73,7
74,7
75,5
76,2
77,3
78,4
79,7
8,0
80,3
81,1
82,1
83,1
84,7
85,4
86,4
87,1
88,7
89,3
9,0
90,6
91,4
92,7
93,1
94,1
95,6
96,1
97,3
98,1
99,4
