node_id,candidate_group,node,protected_group,ml_score,graphsage_pred_score,graphsage_embedding_norm,ris_score,fair_ris_score,shortfall_gain,group_quota,current_group_seed_count,group_shortfall_ratio,dynamic_shortfall_gain,candidate_group_shortfall_ratio,dynamic_shortfall_bonus,shortfall_weighted_fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,community_diversity_score,cluster_diversity_bonus,cluster_coverage_bonus,ingroup_ris_score,protected_group_coverage_bonus,spread_proxy_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,target_deficit_adjusted_score,combined_score,score_normalization,community_id
0,other,0,other,0.44317483301360866,0.44317483301360866,0.4664172478703565,0.4444444444444445,0.4444444444444445,0.4444444444444445,2,0,1.0,0.08055555555555556,1.0,0.08055555555555556,0.4802469135802469,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.7859030837004406,0.4143127238313554,0.0,0.0,8.409946018362056,8.289112685028723,8.409946018362056,8.409946018362056,per_group,0
1,black,1,black,0.5616246939857117,0.5616246939857117,0.4573566770055215,0.5,0.5,0.0,6,0,1.0,0.24205555555555555,1.0,0.24205555555555555,0.6210277777777777,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.18139414356050793,0.2495929372833944,0.0,0.0,5.7795042106156185,5.4164208772822855,5.7795042106156185,5.7795042106156185,per_group,0
10,white,10,white,0.9517901185530849,0.9517901185530849,0.9355453333868334,1.0,1.0,0.0,20,0,1.0,0.8137222222222222,1.0,0.8137222222222222,1.8137222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31284154433234856,0.0,0.0,9.075867891475506,7.855284558142173,9.075867891475506,9.075867891475506,per_group,0
100,latino,100,latino,0.09007921827092812,0.09007921827092812,0.21604636937910837,0.09090909090909091,0.09090909090909091,0.0,13,0,1.0,0.5302222222222223,1.0,0.5302222222222223,0.1391111111111111,0.5,0.5,0.09502262443438922,0.09502262443438922,0.0,0.0,0.0,0.04146151852811609,0.12715697462767483,0.0,0.0,3.39162845939531,2.5962951260619764,3.39162845939531,3.39162845939531,per_group,1
101,white,101,white,0.279908506294216,0.279908506294216,0.24507183666995297,0.1,0.09999999999999999,0.0,20,0,1.0,0.8137222222222222,1.0,0.8137222222222222,0.1813722222222222,0.16666666666666666,0.16666666666666666,0.7826086956521741,0.7826086956521741,0.0,0.0,0.0,0.0,0.2560759070514373,0.0,0.0,2.879303924976891,1.6587205916435575,2.879303924976891,2.879303924976891,per_group,2
102,other,102,other,0.06578422915151065,0.06578422915151065,0.09922770991216981,0.11111111111111112,0.1111111111111111,0.11111111111111112,2,0,1.0,0.08055555555555556,1.0,0.08055555555555556,0.12006172839506171,0.3333333333333333,0.3333333333333333,0.5059288537549408,0.5059288537549408,0.0,0.0,0.0,0.7859030837004406,0.6517419557402203,0.0,0.0,5.765560065055841,5.644726731722508,5.765560065055841,5.765560065055841,per_group,3
103,white,103,white,0.2578769566468838,0.2578769566468838,0.23490667823920414,0.3,0.3,0.0,20,0,1.0,0.8137222222222222,1.0,0.8137222222222222,0.5441166666666667,0.0,0.0,0.2236024844720499,0.2236024844720499,0.0,0.0,0.0,0.0,0.12626217367695391,0.0,0.0,2.4765647929899517,1.2559814596566183,2.4765647929899517,2.4765647929899517,per_group,4
104,white,104,white,0.1236797782349978,0.1236797782349978,0.07101623510222065,0.1,0.09999999999999999,0.0,20,0,1.0,0.8137222222222222,1.0,0.8137222222222222,0.1813722222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3895022120803622,0.0,0.0,1.7363778195454402,0.5157944862121069,1.7363778195454402,1.7363778195454402,per_group,5
105,other,105,other,0.508351358710112,0.508351358710112,0.3908214294503324,0.4444444444444445,0.4444444444444445,0.4444444444444445,2,0,1.0,0.08055555555555556,1.0,0.08055555555555556,0.4802469135802469,0.0,0.0,0.5059288537549408,0.5059288537549408,0.0,0.0,0.0,0.7859030837004406,0.3430401420261743,0.0,0.0,6.693669891255175,6.572836557921842,6.693669891255175,6.693669891255175,per_group,3
106,latino,106,latino,0.3393045055099453,0.3393045055099453,0.30767854243861253,0.2727272727272727,0.2727272727272727,0.0,13,0,1.0,0.5302222222222223,1.0,0.5302222222222223,0.4173333333333333,1.0,1.0,0.9264705882352943,0.9264705882352943,0.0,0.0,0.0,0.04146151852811609,0.08598842452711723,0.0,0.0,6.539836651511355,5.744503318178022,6.539836651511355,6.539836651511355,per_group,2
