node_id,community_id,community_size
10007042,0,480
10046442,0,480
10074432,1,46
10077242,2,327
10093672,3,76
10104672,4,55
10107362,5,76
10125152,6,24
10125822,7,212
10130032,8,66
10138132,0,480
10144442,9,150
10166632,0,480
10214802,10,2
10241462,11,3
10241802,2,327
10263662,12,90
10270072,13,48
10270872,14,5
10284152,5,76
1032291,15,259
10326,2,327
10332972,16,19
10348132,5,76
10367842,15,259
10507892,17,230
10523552,6,24
10524,2,327
10545772,18,222
1058591,19,231
10599392,7,212
10609292,20,63
10618402,0,480
10638782,2,327
10645702,21,25
10651272,4,55
10659742,3,76
10701982,22,79
10717512,15,259
10722102,6,24
10728992,0,480
10732492,19,231
10750192,7,212
10768042,7,212
10790832,9,150
10804132,0,480
1081091,23,50
10821392,8,66
10836002,24,23
1086591,25,4
10936542,22,79
10969982,26,98
10996862,27,323
1100251,28,40
11039482,2,327
1106311,15,259
11069572,19,231
11071232,0,480
11120172,2,327
1112751,29,40
11130772,2,327
11138972,20,63
11142222,25,4
11162812,8,66
11206912,17,230
11221192,27,323
11231562,0,480
11264322,17,230
11288162,1,46
11332342,30,38
11347052,31,2
11350892,18,222
11358372,0,480
11360912,15,259
11364652,1,46
11376132,7,212
11379982,15,259
11395432,2,327
11402482,22,79
11425612,5,76
11442052,27,323
1147031,18,222
11541862,7,212
11550142,17,230
1160081,7,212
11606702,15,259
11620042,32,7
11625152,12,90
11626822,33,3
11650012,0,480
11672342,4,55
11702862,2,327
11724382,15,259
11726732,0,480
11763862,3,76
11767072,19,231
11769872,3,76
11770552,20,63
11786302,0,480
11792612,13,48
11819122,19,231
11842342,9,150
11918842,15,259
11920922,34,2
11926262,35,94
11944562,0,480
11963282,2,327
11981952,13,48
12018412,16,19
12037502,29,40
12062282,36,2
12080652,9,150
12081592,29,40
12114432,28,40
12115732,17,230
12118882,27,323
12149902,24,23
12163342,2,327
12168312,17,230
12174212,0,480
12217472,2,327
12222522,2,327
12227112,7,212
12230022,27,323
12264532,7,212
12286822,19,231
12287142,23,50
12301112,28,40
12327342,0,480
12334662,0,480
12369282,0,480
12377702,15,259
12389772,0,480
12429382,37,3
12448322,29,40
12455292,4,55
12464552,9,150
12470922,17,230
1249501,26,98
1253451,2,327
12618652,0,480
12623252,5,76
12650962,0,480
1265601,0,480
12681372,15,259
12695882,12,90
12706762,0,480
12715022,7,212
12739402,17,230
12740012,32,7
12741382,0,480
12771132,0,480
1277191,2,327
12783392,16,19
12787922,38,4
12790082,22,79
12793382,22,79
12803772,9,150
12818,18,222
12874212,7,212
1290661,39,2
12920142,8,66
