node_id,community_id,community_size
1007,0,55
1009,1,50
1025,0,55
1048,2,45
1049,1,50
1074,3,47
1092,4,48
1097,1,50
11,5,44
1119,2,45
1131,0,55
1137,6,49
1138,0,55
1155,3,47
1159,7,47
1175,0,55
1190,2,45
1197,6,49
1198,8,23
12,4,48
1209,0,55
1215,3,47
1216,5,44
1228,2,45
1234,0,55
1235,7,47
1237,0,55
1240,9,31
1245,5,44
1261,7,47
1264,5,44
1267,0,55
1291,4,48
13,1,50
1315,5,44
1318,0,55
1324,0,55
1326,9,31
1335,0,55
1336,5,44
134,8,23
1348,1,50
135,3,47
1424,1,50
1448,4,48
1477,4,48
1494,1,50
1499,5,44
1506,4,48
1512,9,31
1520,8,23
1528,1,50
1540,1,50
1550,0,55
1561,4,48
1587,9,31
1593,4,48
1595,1,50
16,8,23
1616,2,45
1625,9,31
1628,1,50
1650,6,49
1674,8,23
1682,4,48
1691,9,31
1714,2,45
1718,2,45
1729,1,50
1771,7,47
1792,0,55
1795,3,47
180,9,31
1809,6,49
1822,0,55
1847,5,44
1849,4,48
1875,9,31
1897,3,47
1901,6,49
1931,6,49
1938,7,47
1942,4,48
1967,6,49
1971,4,48
1973,6,49
1978,7,47
1984,8,23
1985,1,50
1999,0,55
20,2,45
2014,10,1
2016,0,55
205,1,50
2053,8,23
2055,5,44
2073,6,49
2089,4,48
2113,5,44
2121,4,48
2164,6,49
2170,1,50
2196,7,47
220,3,47
2216,2,45
2234,5,44
2284,8,23
2289,1,50
231,0,55
2317,7,47
2333,6,49
2343,0,55
2347,0,55
2375,4,48
2382,2,45
2411,4,48
2429,7,47
2435,3,47
2436,9,31
2495,6,49
2531,6,49
2587,9,31
2596,4,48
2628,1,50
2652,0,55
2659,6,49
2684,4,48
2692,7,47
2727,2,45
2730,2,45
2744,9,31
2787,9,31
2806,6,49
2848,6,49
2855,9,31
2866,2,45
2868,6,49
2889,7,47
2908,0,55
291,1,50
2930,3,47
2946,8,23
2980,2,45
2990,7,47
2993,3,47
3005,5,44
3007,5,44
3010,0,55
3030,1,50
3034,6,49
3051,8,23
3059,3,47
3061,3,47
3067,2,45
3073,1,50
3078,0,55
3087,0,55
3088,0,55
3090,6,49
3099,4,48
3116,2,45
3123,6,49
3145,1,50
3161,1,50
3168,5,44
319,6,49
3197,3,47
3232,3,47
325,7,47
3255,7,47
3259,5,44
326,9,31
3265,9,31
3282,2,45
3286,5,44
3292,2,45
3295,7,47
3300,0,55
3307,6,49
3314,0,55
3326,3,47
333,0,55
3337,2,45
3341,0,55
3348,3,47
335,3,47
3364,0,55
3374,7,47
3382,5,44
3386,5,44
339,9,31
3413,3,47
3423,2,45
3446,0,55
3449,1,50
3463,2,45
349,1,50
350,5,44
3550,8,23
3552,3,47
3577,5,44
3585,8,23
3605,7,47
3609,5,44
3612,2,45
3623,7,47
3634,5,44
3635,3,47
3644,9,31
3654,6,49
3668,5,44
3683,0,55
3710,3,47
3721,5,44
3737,6,49
3761,6,49
3782,7,47
3787,0,55
3818,2,45
3820,0,55
3825,3,47
3830,7,47
3838,7,47
3854,6,49
3872,7,47
3880,9,31
3881,1,50
3886,1,50
3897,6,49
3924,0,55
3939,3,47
3949,6,49
3979,3,47
3994,5,44
4001,4,48
4012,7,47
4018,0,55
4035,9,31
4036,0,55
4047,3,47
4050,2,45
4053,9,31
4058,6,49
4081,6,49
4099,2,45
4171,3,47
4202,8,23
4209,6,49
4225,7,47
4241,8,23
4249,6,49
4257,7,47
4267,4,48
4279,1,50
4321,1,50
4322,3,47
434,6,49
4342,6,49
4352,3,47
4359,7,47
4363,4,48
4366,2,45
4391,5,44
4398,1,50
4409,0,55
4421,8,23
4436,9,31
4440,7,47
4441,0,55
4446,4,48
4448,6,49
4449,4,48
4462,1,50
4472,2,45
4473,2,45
4480,6,49
4493,0,55
450,2,45
4519,0,55
4530,2,45
4535,11,1
4566,1,50
4572,6,49
4595,5,44
4604,4,48
4621,5,44
4629,9,31
4633,2,45
4637,4,48
4671,9,31
4676,4,48
4689,3,47
4708,5,44
4713,8,23
4717,1,50
4727,6,49
4739,2,45
4762,8,23
4775,7,47
4780,6,49
4801,4,48
4812,1,50
4823,9,31
4849,0,55
4854,1,50
4883,7,47
4914,5,44
4945,0,55
496,1,50
4960,7,47
4980,7,47
4985,3,47
4992,4,48
4996,0,55
5,7,47
5000,5,44
5017,6,49
5020,4,48
5035,12,1
5037,7,47
505,5,44
5053,4,48
507,1,50
5078,2,45
5082,2,45
5107,3,47
5119,8,23
5135,3,47
5140,5,44
5165,0,55
5168,9,31
5234,5,44
5293,7,47
5297,7,47
5306,1,50
5308,2,45
5317,4,48
5338,7,47
5345,4,48
5351,6,49
5370,4,48
5377,1,50
5389,9,31
5390,2,45
54,5,44
5414,5,44
5463,1,50
5473,3,47
5474,8,23
5482,6,49
5513,1,50
5519,5,44
5528,0,55
5558,4,48
5585,6,49
56,4,48
5614,5,44
5615,4,48
5625,4,48
5635,6,49
5679,3,47
5686,1,50
569,4,48
5698,13,1
57,4,48
5703,3,47
5716,7,47
5721,3,47
573,0,55
5730,3,47
575,7,47
5757,5,44
578,7,47
5785,3,47
5789,4,48
5808,1,50
5820,9,31
5828,1,50
583,3,47
5834,4,48
586,1,50
5879,1,50
5906,7,47
5913,9,31
5927,3,47
593,4,48
5951,1,50
5958,14,1
599,8,23
6019,4,48
6048,0,55
605,2,45
6077,0,55
6090,2,45
6096,2,45
6097,9,31
6105,2,45
6109,2,45
6119,6,49
6136,7,47
6152,6,49
616,5,44
63,0,55
638,2,45
639,2,45
642,15,1
650,3,47
655,3,47
656,7,47
677,2,45
695,3,47
716,0,55
717,4,48
72,3,47
724,1,50
73,3,47
734,7,47
737,0,55
74,8,23
746,4,48
754,9,31
764,5,44
773,3,47
775,4,48
813,7,47
817,7,47
82,8,23
820,9,31
822,4,48
831,1,50
854,6,49
872,6,49
883,7,47
916,2,45
927,5,44
937,0,55
938,1,50
947,1,50
953,5,44
954,3,47
97,7,47
970,5,44
978,8,23
997,0,55
999,6,49
