node_id,community_id,community_size
10007042,0,489
10046442,0,489
10074432,1,96
10077242,2,323
10093672,3,86
10104672,4,99
10107362,2,323
10125152,5,24
10125822,6,221
10130032,7,57
10138132,0,489
10144442,8,124
10166632,0,489
10214802,9,2
10241462,10,3
10241802,2,323
10263662,3,86
10270072,11,69
10270872,2,323
10284152,1,96
1032291,12,256
10326,2,323
10332972,13,19
10348132,2,323
10367842,12,256
10507892,14,225
10523552,5,24
10524,2,323
10545772,15,118
1058591,16,191
10599392,6,221
10609292,17,47
10618402,0,489
10638782,2,323
10645702,11,69
10651272,11,69
10659742,3,86
10701982,18,78
10717512,12,256
10722102,5,24
10728992,0,489
10732492,16,191
10750192,6,221
10768042,6,221
10790832,8,124
10804132,0,489
1081091,19,66
10821392,1,96
10836002,0,489
1086591,20,4
10936542,18,78
10969982,11,69
10996862,21,322
1100251,0,489
11039482,2,323
1106311,12,256
11069572,16,191
11071232,0,489
11120172,2,323
1112751,22,67
11130772,17,47
11138972,23,36
11142222,20,4
11162812,1,96
11206912,14,225
11221192,21,322
11231562,0,489
11264322,14,225
11288162,1,96
11332342,4,99
11347052,24,2
11350892,15,118
11358372,0,489
11360912,12,256
11364652,1,96
11376132,6,221
11379982,12,256
11395432,25,68
11402482,18,78
11425612,26,41
11442052,21,322
1147031,25,68
11541862,6,221
11550142,14,225
1160081,6,221
11606702,12,256
11620042,7,57
11625152,3,86
11626822,27,3
11650012,0,489
11672342,4,99
11702862,2,323
11724382,12,256
11726732,0,489
11763862,25,68
11767072,16,191
11769872,8,124
11770552,23,36
11786302,0,489
11792612,28,34
11819122,16,191
11842342,29,75
11918842,12,256
11920922,30,2
11926262,1,96
11944562,0,489
11963282,2,323
11981952,28,34
12018412,13,19
12037502,22,67
12062282,31,2
12080652,8,124
12081592,22,67
12114432,32,63
12115732,14,225
12118882,21,322
12149902,2,323
12163342,2,323
12168312,14,225
12174212,0,489
12217472,17,47
12222522,2,323
12227112,6,221
12230022,21,322
12264532,6,221
12286822,7,57
12287142,19,66
12301112,32,63
12327342,0,489
12334662,0,489
12369282,0,489
12377702,12,256
12389772,0,489
12429382,33,3
12448322,22,67
12455292,4,99
12464552,8,124
12470922,14,225
1249501,25,68
1253451,2,323
12618652,0,489
12623252,1,96
12650962,0,489
1265601,0,489
12681372,12,256
12695882,3,86
12706762,0,489
12715022,6,221
12739402,14,225
12740012,7,57
12741382,0,489
12771132,0,489
1277191,2,323
12783392,13,19
12787922,34,4
12790082,18,78
12793382,18,78
12803772,29,75
12818,12,256
12874212,6,221
1290661,35,2
12920142,36,41
12925,21,322
12952252,2,323
12964542,14,225
12966662,12,256
12967642,0,489
12973362,8,124
13008262,7,57
1304091,6,221
13043702,2,323
13051142,2,323
13116482,16,191
13118432,16,191
1315431,0,489
13159492,37,197
13170292,6,221
13211,29,75
13222222,16,191
13224342,3,86
13225072,15,118
13232092,2,323
13253832,2,323
13253992,0,489
13258742,38,2
13264762,4,99
13285072,0,489
13291122,6,221
13302,6,221
1330691,39,3
13308842,21,322
13330612,22,67
13354182,14,225
13406742,17,47
13454462,3,86
13466982,6,221
13467242,6,221
13473142,2,323
13473852,1,96
13501922,2,323
13541632,21,322
13648652,3,86
13651452,2,323
13654112,0,489
13722332,37,197
13746182,1,96
13755792,17,47
13763362,15,118
13767032,2,323
13768662,0,489
13772282,2,323
13789152,1,96
13797692,2,323
13894222,0,489
13897532,6,221
13923382,21,322
13936882,19,66
13942322,0,489
13960822,2,323
13979662,21,322
14025482,22,67
14027132,21,322
14038472,3,86
14050355,16,191
14051473,3,86
14052933,14,225
14053148,40,2
14055022,8,124
14061925,17,47
14062948,2,323
14063351,29,75
14065315,17,47
14066623,8,124
14069593,37,197
14070736,15,118
14070830,0,489
14073382,16,191
14078385,5,24
14086918,2,323
14087968,17,47
14092350,6,221
14092673,0,489
14095083,2,323
14097544,0,489
14098609,14,225
14099733,7,57
14100597,12,256
14102919,1,96
14103852,12,256
14108775,0,489
14109605,2,323
14110253,37,197
14110743,22,67
14111623,0,489
14115889,2,323
14116517,0,489
14120099,36,41
14125985,8,124
14126174,12,256
14126360,14,225
14129238,37,197
14133057,14,225
14133447,6,221
14133954,21,322
14135487,3,86
14138511,2,323
14139527,19,66
14139780,12,256
14140382,2,323
14142706,8,124
14146262,18,78
14152810,19,66
14155050,2,323
14155739,2,323
14160053,29,75
14160799,2,323
14160956,13,19
14161205,41,2
14161889,42,2
14163711,8,124
14164472,6,221
14167991,32,63
14169105,8,124
14170847,2,323
14171337,14,225
14172103,12,256
14172656,37,197
14177779,11,69
14180279,0,489
14180577,0,489
14181437,7,57
14181937,43,2
14186692,6,221
14188391,8,124
14190794,2,323
14193124,7,57
14195918,0,489
14198539,0,489
14200945,32,63
14202860,0,489
14203889,32,63
14204673,2,323
14204887,4,99
14206313,2,323
14206767,14,225
14207225,19,66
14207256,15,118
14209248,3,86
14212820,0,489
14213287,2,323
14213837,11,69
14215410,1,96
14218593,37,197
14219559,8,124
14219598,12,256
14220008,36,41
14220561,15,118
14237254,0,489
14237896,32,63
14238479,29,75
14239038,44,2
14242280,29,75
14245571,16,191
14249581,1,96
14251709,1,96
14253587,2,323
14254414,37,197
14255057,4,99
14255702,0,489
14258044,17,47
14259990,6,221
14261400,1,96
14262680,32,63
14262785,0,489
14265113,6,221
14268141,6,221
14268164,2,323
14268324,8,124
14269768,2,323
14270650,7,57
14277183,14,225
14278838,25,68
14279461,1,96
14282136,6,221
14291706,17,47
14294948,1,96
14299765,1,96
14300586,7,57
14301374,3,86
14301386,0,489
14301443,23,36
14301804,12,256
14302121,37,197
14305154,36,41
14306885,1,96
14307465,8,124
1431301,8,124
14315043,14,225
14315063,2,323
1431551,28,34
14316661,37,197
14319626,16,191
14326094,12,256
14326743,45,2
14328764,0,489
14333927,0,489
14334937,12,256
14334981,18,78
14338426,37,197
14340048,6,221
14342597,0,489
14344131,14,225
14344614,12,256
14347788,32,63
14349955,6,221
14350969,1,96
14353449,1,96
14354411,14,225
14356416,28,34
14361342,0,489
14361793,12,256
14365965,37,197
14366450,1,96
14366549,1,96
14368074,2,323
14372426,12,256
14372710,19,66
14373362,14,225
14376745,18,78
14380723,46,2
14385076,7,57
14387400,0,489
14389149,14,225
14390067,6,221
14400049,0,489
14402868,0,489
14405372,36,41
14405379,0,489
14410711,1,96
14418930,2,323
14420451,22,67
14420936,12,256
14421893,8,124
14426940,12,256
14426992,16,191
14430556,11,69
14431629,2,323
14434688,22,67
14437066,14,225
14437161,25,68
14439519,0,489
14441617,2,323
14442244,37,197
14442703,32,63
14444798,11,69
14444930,2,323
14447648,2,323
14450630,1,96
14451294,0,489
14451981,2,323
14454433,6,221
14455718,8,124
14456344,2,323
14456828,19,66
14457848,12,256
14459159,12,256
14459303,0,489
14460783,0,489
14461330,11,69
14461792,18,78
14462500,12,256
14463102,25,68
14463675,0,489
14464020,8,124
14465317,2,323
14467222,2,323
14475952,0,489
14476022,6,221
14479538,4,99
14479592,2,323
14483590,12,256
14484634,1,96
14499717,36,41
14501275,0,489
14505596,0,489
14506615,16,191
14508359,6,221
14512268,32,63
14513507,14,225
14514220,0,489
14514703,22,67
14516061,37,197
14519514,6,221
14519891,0,489
14521343,0,489
14521383,0,489
14521896,37,197
14527485,12,256
14537873,1,96
14549852,8,124
14551274,12,256
14552124,12,256
14553715,25,68
14554753,26,41
14555289,1,96
14558773,12,256
14560510,0,489
14564657,7,57
14574911,14,225
14578032,12,256
1458001,2,323
14581841,6,221
14590651,6,221
14599976,37,197
14605765,27,3
14625006,39,3
14642711,23,36
14647281,23,36
14662013,0,489
14680965,47,2
14682248,32,63
14685548,12,256
14687072,2,323
14690122,1,96
14690638,28,34
14694370,5,24
14694965,12,256
14695367,29,75
14696659,2,323
14696934,0,489
14700957,8,124
14702781,29,75
14707837,0,489
14710900,13,19
14711966,12,256
14715516,26,41
14716327,3,86
14719154,12,256
14719235,2,323
14720172,37,197
14720695,12,256
14721480,16,191
14721642,14,225
14726448,3,86
14727321,16,191
14727766,14,225
14728116,8,124
14730488,37,197
14731797,32,63
14731904,0,489
14735417,19,66
14737175,1,96
14737298,15,118
14739557,12,256
14742505,37,197
14745620,15,118
14746865,6,221
14747961,25,68
14749267,0,489
