node_id,protected_group,community_id,degree,normalized_degree,pagerank,clustering_coefficient,k_core_number,community_size,community_id_encoded,neighbor_degree_mean,neighbor_degree_max,ris_coverage_proxy
1,1,0,0.57894737,0.57894737,0.5830487,0.0,1.0,0.79844964,0.0,0.6753247,0.6315789,0.25
10,1,0,0.5263158,0.5263158,0.5017766,0.06666667,1.0,0.79844964,0.0,0.74285716,1.0,0.5
100,1,1,0.57894737,0.57894737,0.5635412,0.0,1.0,0.35658914,0.1,0.6753247,1.0,0.25
101,1,2,0.42105263,0.42105263,0.40434468,0.0,1.0,0.37209302,0.2,0.6339286,0.5263158,0.125
102,1,3,0.7894737,0.7894737,0.74230886,0.057142857,1.0,0.43410853,0.3,0.67142856,0.68421054,0.375
103,1,0,0.42105263,0.42105263,0.38760597,0.0,1.0,0.79844964,0.0,0.8125,1.0,0.0
104,1,3,0.47368422,0.47368422,0.4735357,0.083333336,1.0,0.43410853,0.3,0.6825397,0.7894737,0.0
105,1,0,0.84210527,0.84210527,0.78869396,0.175,1.0,0.79844964,0.0,0.70089287,0.7368421,0.0
106,1,3,0.36842105,0.36842105,0.36548612,0.0,0.8333333,0.43410853,0.3,0.622449,0.68421054,0.25
107,1,0,0.42105263,0.42105263,0.4229482,0.0,1.0,0.79844964,0.0,0.6875,0.7368421,0.0
108,1,0,0.57894737,0.57894737,0.56054527,0.10909091,1.0,0.79844964,0.0,0.66233766,0.7368421,0.5
109,1,0,0.42105263,0.42105263,0.39650142,0.21428572,1.0,0.79844964,0.0,0.70535713,0.6315789,0.5
11,1,0,0.36842105,0.36842105,0.38494805,0.0,1.0,0.79844964,0.0,0.59183675,0.57894737,0.25
110,1,0,0.6315789,0.6315789,0.5840803,0.045454547,1.0,0.79844964,0.0,0.75595236,1.0,0.25
111,1,2,0.31578946,0.31578946,0.31687382,0.0,0.8333333,0.37209302,0.2,0.63095236,0.84210527,0.0
112,1,2,0.10526316,0.10526316,0.13377433,0.0,0.33333334,0.37209302,0.2,0.8214286,0.84210527,0.375
113,1,2,0.47368422,0.47368422,0.4453578,0.16666667,1.0,0.37209302,0.2,0.8333333,0.84210527,0.0
114,1,0,0.6315789,0.6315789,0.60202485,0.0,1.0,0.79844964,0.0,0.7202381,0.7894737,0.5
115,1,0,0.68421054,0.68421054,0.6334656,0.115384616,1.0,0.79844964,0.0,0.74725276,0.7894737,0.5
116,1,4,0.2631579,0.2631579,0.2828754,0.0,0.6666667,0.27131784,0.4,0.71428573,1.0,0.25
117,1,5,0.21052632,0.21052632,0.24579641,0.0,0.5,0.41860464,0.5,0.64285713,0.68421054,0.5
118,1,0,0.42105263,0.42105263,0.40248471,0.0,1.0,0.79844964,0.0,0.70535713,0.7894737,0.375
119,1,0,0.42105263,0.42105263,0.39900824,0.10714286,1.0,0.79844964,0.0,0.78571427,0.7368421,0.375
12,1,5,0.31578946,0.31578946,0.29027894,0.4,1.0,0.41860464,0.5,0.6904762,0.57894737,0.25
120,1,1,0.36842105,0.36842105,0.36604017,0.0,1.0,0.35658914,0.1,0.8061224,1.0,0.5
121,1,3,0.36842105,0.36842105,0.34250712,0.2857143,1.0,0.43410853,0.3,0.78571427,0.84210527,0.25
122,1,1,0.2631579,0.2631579,0.25031132,0.0,0.8333333,0.35658914,0.1,0.6857143,0.84210527,0.625
123,1,0,0.5263158,0.5263158,0.47864598,0.0,1.0,0.79844964,0.0,0.8,0.7368421,0.375
124,1,5,0.6315789,0.6315789,0.5830376,0.13636364,1.0,0.41860464,0.5,0.82738096,1.0,0.25
125,1,1,0.5263158,0.5263158,0.48537603,0.13333334,1.0,0.35658914,0.1,0.78571427,0.84210527,0.125
126,1,5,0.36842105,0.36842105,0.38082108,0.2857143,0.8333333,0.41860464,0.5,0.70408165,0.7368421,0.125
127,1,2,0.57894737,0.57894737,0.5582106,0.0,1.0,0.37209302,0.2,0.74025977,0.84210527,0.625
128,1,2,0.5263158,0.5263158,0.5209945,0.06666667,1.0,0.37209302,0.2,0.57857144,0.57894737,0.125
129,1,0,0.5263158,0.5263158,0.5159149,0.0,1.0,0.79844964,0.0,0.6571429,0.7894737,0.5
13,1,4,0.31578946,0.31578946,0.3115457,0.0,0.8333333,0.27131784,0.4,0.5952381,0.6315789,0.375
130,1,1,0.42105263,0.42105263,0.3983008,0.21428572,1.0,0.35658914,0.1,0.73214287,0.7894737,0.375
131,1,3,0.57894737,0.57894737,0.55467325,0.054545455,1.0,0.43410853,0.3,0.6818182,0.84210527,0.5
132,1,4,0.5263158,0.5263158,0.52876157,0.2,1.0,0.27131784,0.4,0.6857143,0.6315789,0.125
133,1,1,0.31578946,0.31578946,0.30400518,0.0,0.8333333,0.35658914,0.1,0.7619048,0.7894737,0.375
134,1,0,0.6315789,0.6315789,0.6040593,0.045454547,1.0,0.79844964,0.0,0.66071427,0.7368421,0.125
135,1,0,0.5263158,0.5263158,0.48709732,0.2,1.0,0.79844964,0.0,0.80714285,1.0,0.125
136,1,3,0.36842105,0.36842105,0.34007174,0.0,1.0,0.43410853,0.3,0.8367347,0.84210527,0.0
137,1,0,0.5263158,0.5263158,0.48883078,0.06666667,1.0,0.79844964,0.0,0.71428573,0.7894737,0.625
138,1,0,0.7368421,0.7368421,0.7013001,0.06593407,1.0,0.79844964,0.0,0.7346939,0.84210527,0.625
139,1,2,0.84210527,0.84210527,0.79972607,0.0,1.0,0.37209302,0.2,0.63839287,0.84210527,0.25
14,1,1,0.47368422,0.47368422,0.44812238,0.0,1.0,0.35658914,0.1,0.67460316,0.6315789,0.5
140,1,1,0.31578946,0.31578946,0.30599383,0.0,0.8333333,0.35658914,0.1,0.60714287,0.57894737,0.125
141,1,3,0.84210527,0.84210527,0.804031,0.075,1.0,0.43410853,0.3,0.6160714,0.7368421,0.375
142,1,6,0.2631579,0.2631579,0.24912964,0.0,0.8333333,0.13953489,0.6,0.71428573,0.68421054,0.125
143,1,4,0.10526316,0.10526316,0.11440335,0.0,0.33333334,0.27131784,0.4,0.5714286,0.5263158,0.0
144,1,5,0.47368422,0.47368422,0.46400815,0.083333336,1.0,0.41860464,0.5,0.56349206,0.57894737,0.25
145,1,5,0.36842105,0.36842105,0.34672225,0.0,1.0,0.41860464,0.5,0.7244898,0.84210527,0.5
146,1,0,0.6315789,0.6315789,0.59041566,0.0,1.0,0.79844964,0.0,0.6845238,0.7368421,0.625
147,1,0,0.2631579,0.2631579,0.25479183,0.0,0.8333333,0.79844964,0.0,0.67142856,0.6315789,0.375
148,1,0,0.5263158,0.5263158,0.48288718,0.13333334,1.0,0.79844964,0.0,0.82857144,1.0,0.0
149,1,1,0.5263158,0.5263158,0.49175754,0.0,1.0,0.35658914,0.1,0.7214286,1.0,0.25
15,1,1,0.5263158,0.5263158,0.48994428,0.2,1.0,0.35658914,0.1,0.69285715,0.68421054,0.125
150,1,1,0.47368422,0.47368422,0.49955893,0.0,1.0,0.35658914,0.1,0.515873,0.5263158,0.75
151,1,4,0.42105263,0.42105263,0.38703087,0.10714286,1.0,0.27131784,0.4,0.8035714,1.0,0.25
152,1,0,0.36842105,0.36842105,0.34167805,0.2857143,1.0,0.79844964,0.0,0.7653061,0.84210527,0.125
153,1,5,0.47368422,0.47368422,0.47809178,0.0,1.0,0.41860464,0.5,0.5555556,0.68421054,0.25
154,1,4,0.31578946,0.31578946,0.30701128,0.0,0.8333333,0.27131784,0.4,0.7619048,1.0,0.75
155,1,1,0.5263158,0.5263158,0.51285297,0.0,1.0,0.35658914,0.1,0.6571429,0.68421054,0.25
156,1,1,0.31578946,0.31578946,0.30217728,0.0,1.0,0.35658914,0.1,0.6547619,0.57894737,0.75
157,1,4,0.2631579,0.2631579,0.26201144,0.0,0.6666667,0.27131784,0.4,0.6571429,0.6315789,0.625
158,1,1,0.47368422,0.47368422,0.5051256,0.0,0.8333333,0.35658914,0.1,0.54761904,0.84210527,0.125
159,1,3,0.47368422,0.47368422,0.46508107,0.16666667,1.0,0.43410853,0.3,0.67460316,0.68421054,0.375
16,1,1,0.21052632,0.21052632,0.22507085,0.0,0.5,0.35658914,0.1,0.60714287,0.57894737,0.375
160,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.125
161,1,0,0.42105263,0.42105263,0.38667905,0.10714286,1.0,0.79844964,0.0,0.7589286,0.7368421,0.125
162,1,1,0.5263158,0.5263158,0.5002092,0.06666667,1.0,0.35658914,0.1,0.6571429,0.7368421,0.25
163,1,1,0.6315789,0.6315789,0.6142307,0.09090909,1.0,0.35658914,0.1,0.70238096,0.7894737,0.25
164,1,5,0.2631579,0.2631579,0.24834122,0.0,0.8333333,0.41860464,0.5,0.7285714,0.84210527,0.25
165,1,0,0.31578946,0.31578946,0.2975664,0.2,0.8333333,0.79844964,0.0,0.6785714,0.57894737,0.375
166,1,5,0.31578946,0.31578946,0.29750332,0.2,0.8333333,0.41860464,0.5,0.79761904,0.7894737,0.125
167,1,0,0.57894737,0.57894737,0.54313624,0.10909091,1.0,0.79844964,0.0,0.66883117,0.7368421,0.625
168,1,1,0.42105263,0.42105263,0.45534232,0.10714286,0.8333333,0.35658914,0.1,0.5625,0.7368421,0.375
169,1,0,0.31578946,0.31578946,0.28777403,0.0,1.0,0.79844964,0.0,0.9166667,0.7894737,0.375
17,1,0,0.42105263,0.42105263,0.39780694,0.10714286,1.0,0.79844964,0.0,0.7410714,0.84210527,0.625
170,1,2,0.36842105,0.36842105,0.34415135,0.0,1.0,0.37209302,0.2,0.7346939,0.7368421,0.125
171,1,0,0.21052632,0.21052632,0.19739027,0.0,0.6666667,0.79844964,0.0,0.76785713,0.7368421,0.25
172,1,0,0.47368422,0.47368422,0.46366504,0.16666667,1.0,0.79844964,0.0,0.5952381,0.7894737,0.375
173,1,0,0.7894737,0.7894737,0.74525005,0.057142857,1.0,0.79844964,0.0,0.65238094,0.7368421,0.375
174,1,5,0.31578946,0.31578946,0.3093592,0.0,0.8333333,0.41860464,0.5,0.61904764,0.68421054,0.25
175,1,3,0.05263158,0.05263158,0.05203895,0.0,0.16666667,0.43410853,0.3,0.9285714,0.68421054,0.25
176,1,5,0.47368422,0.47368422,0.47395992,0.0,1.0,0.41860464,0.5,0.6507937,0.7368421,0.25
177,1,0,0.2631579,0.2631579,0.2413825,0.0,0.8333333,0.79844964,0.0,0.74285716,0.7368421,0.0
178,1,3,0.5263158,0.5263158,0.5113192,0.06666667,1.0,0.43410853,0.3,0.6857143,0.68421054,0.375
179,1,5,0.47368422,0.47368422,0.4615322,0.25,1.0,0.41860464,0.5,0.6507937,0.6315789,0.375
18,1,5,0.7894737,0.7894737,0.76483005,0.057142857,1.0,0.41860464,0.5,0.68095237,0.7368421,0.375
180,1,3,0.5263158,0.5263158,0.58073634,0.06666667,1.0,0.43410853,0.3,0.54285717,0.5263158,0.0
181,1,5,0.57894737,0.57894737,0.5372887,0.054545455,1.0,0.41860464,0.5,0.72727275,0.7368421,0.0
182,1,3,0.5263158,0.5263158,0.5334857,0.06666667,1.0,0.43410853,0.3,0.6857143,0.7368421,0.25
183,1,2,0.42105263,0.42105263,0.3971093,0.0,1.0,0.37209302,0.2,0.73214287,0.84210527,0.5
184,1,5,0.36842105,0.36842105,0.34161943,0.14285715,1.0,0.41860464,0.5,0.74489796,0.6315789,0.375
185,1,2,0.7368421,0.7368421,0.6880266,0.06593407,1.0,0.37209302,0.2,0.75,1.0,0.25
186,1,1,0.2631579,0.2631579,0.26335114,0.0,0.6666667,0.35658914,0.1,0.6571429,0.68421054,0.625
187,1,5,0.57894737,0.57894737,0.55363894,0.0,1.0,0.41860464,0.5,0.66883117,0.7894737,0.125
188,1,5,0.42105263,0.42105263,0.4006665,0.21428572,1.0,0.41860464,0.5,0.6785714,0.7894737,0.5
189,1,3,0.2631579,0.2631579,0.2509727,0.0,0.8333333,0.43410853,0.3,0.7285714,0.6315789,0.125
19,1,3,0.47368422,0.47368422,0.45274204,0.0,1.0,0.43410853,0.3,0.6666667,0.7894737,0.625
190,1,3,0.47368422,0.47368422,0.44555005,0.083333336,1.0,0.43410853,0.3,0.84126985,1.0,0.25
191,1,1,0.21052632,0.21052632,0.20514773,0.0,0.6666667,0.35658914,0.1,0.64285713,0.57894737,0.0
192,1,1,0.47368422,0.47368422,0.4536074,0.083333336,1.0,0.35658914,0.1,0.6031746,0.57894737,0.0
193,1,5,0.5263158,0.5263158,0.5002509,0.0,1.0,0.41860464,0.5,0.67142856,0.7894737,0.125
194,1,4,0.47368422,0.47368422,0.46561748,0.0,1.0,0.27131784,0.4,0.78571427,1.0,0.375
195,1,3,0.2631579,0.2631579,0.2547156,0.0,0.8333333,0.43410853,0.3,0.6,0.5263158,0.5
196,1,2,0.84210527,0.84210527,0.78356475,0.05,1.0,0.37209302,0.2,0.7589286,0.84210527,0.25
197,1,2,0.5263158,0.5263158,0.5223134,0.0,1.0,0.37209302,0.2,0.64285713,0.68421054,0.0
198,1,1,0.21052632,0.21052632,0.19500722,0.0,0.6666667,0.35658914,0.1,0.6785714,0.5263158,0.125
199,1,6,0.36842105,0.36842105,0.364385,0.14285715,1.0,0.13953489,0.6,0.6632653,0.68421054,0.25
2,1,2,0.6315789,0.6315789,0.6021648,0.045454547,1.0,0.37209302,0.2,0.72619045,0.7368421,0.25
20,1,0,0.36842105,0.36842105,0.3547815,0.14285715,0.8333333,0.79844964,0.0,0.64285713,0.68421054,0.75
200,1,4,0.47368422,0.47368422,0.46704626,0.0,1.0,0.27131784,0.4,0.6666667,1.0,0.25
201,1,1,0.21052632,0.21052632,0.21355455,0.0,0.6666667,0.35658914,0.1,0.60714287,0.6315789,0.5
202,1,0,0.21052632,0.21052632,0.20131874,0.0,0.6666667,0.79844964,0.0,0.71428573,0.7894737,0.125
203,1,3,0.57894737,0.57894737,0.53047067,0.054545455,1.0,0.43410853,0.3,0.8246753,0.84210527,0.375
204,1,0,0.57894737,0.57894737,0.54602844,0.054545455,1.0,0.79844964,0.0,0.6168831,0.5263158,0.125
205,1,0,0.31578946,0.31578946,0.30147138,0.0,0.8333333,0.79844964,0.0,0.77380955,0.7368421,0.5
206,1,2,0.84210527,0.84210527,0.83568954,0.075,1.0,0.37209302,0.2,0.64285713,0.7368421,0.5
207,1,3,0.42105263,0.42105263,0.3888823,0.10714286,1.0,0.43410853,0.3,0.76785713,0.84210527,0.0
208,1,3,0.31578946,0.31578946,0.3705316,0.2,0.8333333,0.43410853,0.3,0.54761904,0.5263158,0.5
209,1,3,0.36842105,0.36842105,0.35797065,0.0,1.0,0.43410853,0.3,0.622449,0.5263158,0.625
21,1,2,0.5263158,0.5263158,0.48989293,0.06666667,1.0,0.37209302,0.2,0.73571426,0.7894737,0.125
210,1,0,0.47368422,0.47368422,0.44660163,0.0,1.0,0.79844964,0.0,0.6269841,0.68421054,0.375
211,1,4,0.6315789,0.6315789,0.62004095,0.045454547,1.0,0.27131784,0.4,0.60714287,0.7368421,0.125
212,1,0,0.5263158,0.5263158,0.49718773,0.0,1.0,0.79844964,0.0,0.6642857,0.7894737,0.5
213,1,2,0.57894737,0.57894737,0.56697583,0.054545455,1.0,0.37209302,0.2,0.6818182,0.84210527,0.125
214,1,0,0.6315789,0.6315789,0.61844844,0.0,1.0,0.79844964,0.0,0.6904762,0.7368421,0.5
215,1,0,0.31578946,0.31578946,0.31138062,0.0,0.8333333,0.79844964,0.0,0.7619048,0.84210527,0.5
216,1,5,0.36842105,0.36842105,0.34687456,0.0,1.0,0.41860464,0.5,0.7346939,0.6315789,0.375
217,1,0,0.6315789,0.6315789,0.61295503,0.045454547,1.0,0.79844964,0.0,0.60119045,0.7368421,0.375
218,1,2,0.36842105,0.36842105,0.38092,0.14285715,0.8333333,0.37209302,0.2,0.56122446,0.68421054,0.375
