rank,node
1,11069572
2,11130772
3,11379982
4,12925
5,13159492
6,14061925
7,14099733
8,14102919
9,14109605
10,14110253
11,14161889
12,14170847
13,14200945
14,14253587
15,1431301
16,14426992
17,14605765
18,14625006
19,14783101
20,14818703
21,14986396
22,15098044
23,15220372
24,15328843
25,15400651
26,15495464
27,15751768
28,15830701
29,1584901
30,15865288
31,15878694
32,15916174
33,15949665
34,16016397
35,16152223
36,16531797
37,16652658
38,17240635
39,17326261
40,17398289
41,17416766
42,17673099
43,17831577
44,18116560
45,18128517
46,18141609
47,18162730
48,18242426
49,182563
50,18441690
51,18531868
52,18555730
53,18593382
54,18619137
55,18716273
56,18916680
57,18983688
58,19186482
59,19219542
60,19461979
61,19544422
62,19546355
63,19609221
64,19664443
65,19779249
66,20234402
67,20300556
68,20613460
69,20788139
70,20851551
71,20961576
72,2103501
73,21072539
74,21352055
75,21377185
76,21463619
77,22169218
78,22210679
79,23622398
80,23967016
81,25389502
82,25916660
83,25920592
84,25967442
85,25982406
86,26865845
87,27750803
88,27817171
89,29089902
90,29591647
91,29613217
92,30063657
93,30296618
94,30393446
95,30702406
96,31351910
97,31741815
98,32267384
99,32368103
100,33354383
101,34635715
102,34704651
103,36074855
104,36560198
105,36883116
106,38512364
107,38555777
108,39161886
109,40897994
110,41160904
111,41387852
112,43452681
113,651083
114,6963532
115,7105292
116,7519082
117,799192
118,804226
119,819191
120,9791392
