node_id,ris_score,fair_ris_score,shortfall_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
10007042,0.4,0.2222222222222222,0.0,0.9448920547442505,0.0924454855583831,0.3606352,0.2222222222222222,0.3606351912021637
10046442,0.2,0.1111111111111111,0.0,0.9448920547442505,0.08414375439655991,0.24671406,0.1111111111111111,0.2467140555381775
10074432,0.0,0.0,0.0,0.856517786987536,0.0070528136484292875,0.115405135,0.0,0.1154051348567009
10077242,0.0,0.0,0.0,1.0,0.01313883289177845,0.13513806,0.0,0.13513806462287903
10093672,0.0,0.0,0.0,0.6017693542801372,0.0005372337184621251,0.08071512,0.0,0.0807151198387146
10104672,0.0,0.0,0.0,0.7003856322516545,0.0037304179281113896,0.09419804,0.0,0.09419804066419601
10107362,0.0,0.0,0.0,0.352328180587476,0.0006424420844577726,0.04726965,0.0,0.04726964980363846
10125152,0.0,0.0,0.0,0.0,0.0010658268351590465,5.1045594e-05,0.0,5.1045593863818794e-05
10125822,0.8,0.4444444444444444,0.0,0.9310808545246358,0.23210098128768483,0.5965271,0.4444444444444444,0.596527099609375
10130032,0.2,0.1111111111111111,0.0,0.6088962449570705,0.04674829540553888,0.19864261,0.1111111111111111,0.19864261150360107
10138132,0.0,0.0,0.0,0.9448920547442505,0.1161755557344963,0.13603853,0.0,0.13603852689266205
10144442,0.4,0.2222222222222222,0.0,0.7759075321410518,0.08321091595530973,0.33722866,0.2222222222222222,0.3372286558151245
10166632,0.0,0.0,0.0,0.9522772104172389,0.00014000077388104867,0.12769169,0.0,0.12769168615341187
10214802,0.4,0.2222222222222222,0.0,0.0,0.08444162010639154,0.23326644,0.2222222222222222,0.2332664430141449
10241462,0.0,0.0,0.0,0.0,0.0029645917716545323,0.0002038379,0.0,0.00020383790251798928
10241802,0.0,0.0,0.0,1.0,0.0002676242218135059,0.13410233,0.0,0.13410232961177826
10263662,0.4,0.2222222222222222,0.0,0.5542567497672494,0.0925690777009467,0.30825487,0.2222222222222222,0.3082548677921295
10270072,0.0,0.0,0.0,0.6291053733149495,0.012053490483241495,0.08530801,0.0,0.0853080078959465
10270872,0.0,0.0,0.0,0.0,0.0011216951598975737,5.554128e-05,0.0,5.5541280744364485e-05
10284152,0.8,0.8888888888888888,0.0,0.856517786987536,0.16388403457597425,0.8194652,0.8888888888888888,0.8194652199745178
1032291,0.2,0.2222222222222222,0.0,0.856517786987536,0.04387802819906251,0.29122844,0.2222222222222222,0.29122844338417053
10326,0.2,0.1111111111111111,0.0,1.0,0.056247890704809025,0.2518601,0.1111111111111111,0.251860111951828
10332972,0.0,0.0,0.0,0.0,0.0017595850691503189,0.00010687184,0.0,0.00010687184112612158
10348132,0.0,0.0,0.0,0.6017693542801372,0.013746762737657754,0.08177808,0.0,0.08177807927131653
10367842,0.2,0.2222222222222222,0.0,0.856517786987536,0.04044488091796826,0.29095218,0.2222222222222222,0.2909521758556366
10507892,0.0,0.0,0.0,0.9503334397895329,0.0007303923175746073,0.12747851,0.0,0.12747851014137268
10523552,0.0,0.0,0.0,0.0,0.0042225830718914895,0.00030506757,0.0,0.00030506757320836186
10524,0.2,0.1111111111111111,0.0,1.0,0.05957829546383821,0.25212812,0.1111111111111111,0.25212812423706055
10545772,0.2,0.2222222222222222,0.0,0.6017693542801372,0.05717741073862789,0.2581329,0.2222222222222222,0.2581329047679901
1058591,0.0,0.0,0.0,0.9104700333251987,0.014132309505205578,0.12321065,0.0,0.12321065366268158
10599392,0.0,0.0,0.0,0.9310808545246358,0.0009297786297578428,0.124912485,0.0,0.12491248548030853
10609292,0.0,0.0,0.0,0.7003856322516545,0.0033093438318405888,0.09416416,0.0,0.0941641628742218
10618402,0.0,0.0,0.0,0.9448920547442505,0.003389415121069963,0.1269627,0.0,0.12696270644664764
10638782,0.2,0.1111111111111111,0.0,1.0,0.1499963890872209,0.259404,0.1111111111111111,0.2594040036201477
10645702,0.0,0.0,0.0,0.8064390352587311,0.004298731480956608,0.108467184,0.0,0.10846718400716782
10651272,0.0,0.0,0.0,0.6017693542801372,0.011188357238380953,0.081572205,0.0,0.08157220482826233
10659742,0.0,0.0,0.0,0.6017693542801372,0.03870698222620465,0.08378661,0.0,0.08378660678863525
10701982,0.2,0.1111111111111111,0.0,0.49674149167270093,0.044579340567074896,0.1834264,0.1111111111111111,0.1834263950586319
10717512,0.0,0.0,0.0,0.7138777469509963,0.00041060856122068806,0.0957404,0.0,0.09574040025472641
10722102,0.0,0.0,0.0,0.0,0.0010658268351590465,5.1045594e-05,0.0,5.1045593863818794e-05
10728992,0.0,0.0,0.0,0.9448920547442505,6.199109932152908e-05,0.12669495,0.0,0.1266949474811554
10732492,0.0,0.0,0.0,0.9104700333251987,0.01939781280875674,0.12363437,0.0,0.12363436818122864
10750192,0.2,0.1111111111111111,0.0,0.9310808545246358,0.050247344750662344,0.24213414,0.1111111111111111,0.24213413894176483
10768042,0.2,0.1111111111111111,0.0,0.9310808545246358,0.05183164168326376,0.24226162,0.1111111111111111,0.2422616183757782
10790832,0.2,0.1111111111111111,0.0,0.7759075321410518,0.07842230374116634,0.22359021,0.1111111111111111,0.2235902100801468
10804132,0.0,0.0,0.0,0.9448920547442505,0.0030775251262877435,0.12693761,0.0,0.1269376128911972
1081091,0.0,0.0,0.0,0.6291053733149495,0.0011119805669420285,0.08442755,0.0,0.08442755043506622
10821392,0.4,0.2222222222222222,0.0,0.6088962449570705,0.08524006802035591,0.3149931,0.2222222222222222,0.31499311327934265
10836002,0.0,0.0,0.0,0.7138777469509963,0.003520949934237345,0.09599069,0.0,0.09599068760871887
1086591,0.0,0.0,0.0,0.0,0.008350782255628877,0.0006372609,0.0,0.0006372609059326351
10936542,0.2,0.1111111111111111,0.0,0.49674149167270093,0.054360096026939815,0.18421344,0.1111111111111111,0.18421344459056854
10969982,0.0,0.0,0.0,0.8064390352587311,0.00384455748372477,0.10843063,0.0,0.10843063145875931
10996862,0.0,0.0,0.0,0.9991092769764118,0.0004912752679105998,0.13400087,0.0,0.13400086760520935
1100251,0.0,0.0,0.0,0.8064390352587311,0.018694997324237437,0.10962564,0.0,0.10962563753128052
11039482,0.2,0.1111111111111111,0.0,1.0,0.06612155051495724,0.25265464,0.1111111111111111,0.25265464186668396
1106311,0.0,0.0,0.0,0.856517786987536,0.0004448809179682532,0.1148734,0.0,0.11487340182065964
11069572,0.4,0.35606784024487137,0.0,0.9104700333251987,0.08693519923429864,0.42737836,0.35606784024487137,0.4273783564567566
11071232,0.2,0.2222222222222222,0.0,0.9448920547442505,0.058708520218054984,0.3042742,0.2222222222222222,0.30427420139312744
11120172,0.0,0.0,0.0,1.0,0.013130001660022917,0.13513735,0.0,0.13513734936714172
1112751,0.4,0.2222222222222222,0.0,0.0,0.08730006394759336,0.23349646,0.2222222222222222,0.23349645733833313
11130772,0.2,0.1111111111111111,0.0,1.0,0.04408819265331186,0.25088164,0.1111111111111111,0.2508816421031952
11138972,0.0,0.0,0.0,0.9522772104172389,0.004773396808075152,0.12806454,0.0,0.12806454300880432
11142222,0.0,0.0,0.0,0.0,0.002568657052176803,0.0001719773,0.0,0.00017197729903273284
11162812,0.0,0.0,0.0,0.6088962449570705,0.0013885477511542943,0.08173945,0.0,0.08173944801092148
11206912,0.4,0.2222222222222222,0.0,0.9503334397895329,0.12215364973672063,0.36375555,0.2222222222222222,0.36375555396080017
11221192,0.2,0.2222222222222222,0.0,0.9991092769764118,0.07010050005347113,0.31246227,0.2222222222222222,0.3124622702598572
11231562,0.2,0.1111111111111111,0.0,0.9448920547442505,0.09172304625757438,0.24732396,0.1111111111111111,0.24732396006584167
11264322,0.2,0.1111111111111111,0.0,0.9503334397895329,0.051442942376150456,0.24481241,0.1111111111111111,0.24481241405010223
11288162,0.2,0.1111111111111111,0.0,0.856517786987536,0.043331138031517,0.23157753,0.1111111111111111,0.231577530503273
11332342,0.0,0.0,0.0,0.9522772104172389,0.0010851923803033784,0.12776776,0.0,0.12776775658130646
11347052,0.2,0.2222222222222222,0.0,0.0,0.044441620106391536,0.17640147,0.2222222222222222,0.17640146613121033
11350892,0.6,0.6666666666666666,0.0,0.6017693542801372,0.2401515261721186,0.6185767,0.6666666666666666,0.61857670545578
11358372,0.0,0.0,0.0,0.9448920547442505,9.790889490335292e-05,0.12669784,0.0,0.126697838306427
11360912,0.0,0.0,0.0,0.856517786987536,0.0016163141889169123,0.11496767,0.0,0.11496766656637192
11364652,0.0,0.0,0.0,0.856517786987536,0.007165736803825914,0.115414225,0.0,0.11541422456502914
11376132,0.2,0.1111111111111111,0.0,0.9310808545246358,0.04421570381090442,0.24164878,0.1111111111111111,0.24164877831935883
11379982,0.0,0.0,0.0,0.856517786987536,0.0008457557548835402,0.11490566,0.0,0.11490566283464432
11395432,0.2,0.2222222222222222,0.0,0.7933045412227164,0.050370987504784775,0.28327304,0.2222222222222222,0.28327304124832153
11402482,0.2,0.1111111111111111,0.0,0.49674149167270093,0.04508514775826217,0.18346709,0.1111111111111111,0.1834670901298523
11425612,0.2,0.1111111111111111,0.0,0.352328180587476,0.07693316544516039,0.16666181,0.1111111111111111,0.1666618138551712
11442052,0.0,0.0,0.0,0.9991092769764118,0.0005103284285506751,0.1340024,0.0,0.13400240242481232
1147031,0.4,0.2222222222222222,0.0,0.9522772104172389,0.08796222465222976,0.36126488,0.2222222222222222,0.3612648844718933
11541862,0.2,0.1111111111111111,0.0,0.9310808545246358,0.05077106091567058,0.24217628,0.1111111111111111,0.24217627942562103
11550142,0.0,0.0,0.0,0.9503334397895329,0.004079372536483488,0.127748,0.0,0.12774799764156342
1160081,0.0,0.0,0.0,0.9310808545246358,0.020547748551582024,0.12649113,0.0,0.12649112939834595
11606702,0.0,0.0,0.0,0.7933045412227164,0.010006893786294786,0.10716497,0.0,0.10716497153043747
11620042,0.0,0.0,0.0,0.6088962449570705,0.009103710601025057,0.08236028,0.0,0.08236028254032135
11625152,0.2,0.1111111111111111,0.0,0.5542567497672494,0.041716588217272414,0.19090971,0.1111111111111111,0.1909097135066986
11626822,0.2,0.1111111111111111,0.0,0.0,0.04943187587088815,0.11719613,0.1111111111111111,0.11719612777233124
11650012,0.0,0.0,0.0,0.9448920547442505,0.021896403697504632,0.12845196,0.0,0.12845195829868317
11672342,0.2,0.1111111111111111,0.0,0.7003856322516545,0.06393189041355737,0.21229552,0.1111111111111111,0.2122955173254013
11702862,0.2,0.1111111111111111,0.0,1.0,0.04056385086426027,0.25059804,0.1111111111111111,0.2505980432033539
11724382,0.0,0.0,0.0,0.856517786987536,0.0004981621407197629,0.11487769,0.0,0.11487769335508347
11726732,0.0,0.0,0.0,0.9448920547442505,0.012532452985845656,0.12769844,0.0,0.12769843637943268
11763862,0.2,0.1111111111111111,0.0,0.7383055756698045,0.06581897876178898,0.21753302,0.1111111111111111,0.21753302216529846
11767072,0.2,0.1111111111111111,0.0,0.9104700333251987,0.04027803035078049,0.23856768,0.1111111111111111,0.23856768012046814
11769872,0.2,0.1111111111111111,0.0,0.6017693542801372,0.05111734741926248,0.19803837,0.1111111111111111,0.19803836941719055
11770552,0.0,0.0,0.0,0.9522772104172389,0.0003820965559150314,0.12771118,0.0,0.12771117687225342
11786302,0.0,0.0,0.0,0.9448920547442505,3.5131152702718864e-05,0.12669279,0.0,0.1266927868127823
11792612,0.0,0.0,0.0,0.7383055756698045,0.004378075096127662,0.09933581,0.0,0.09933581203222275
11819122,0.4,0.2222222222222222,0.0,0.9104700333251987,0.08059470852754425,0.35506505,0.2222222222222222,0.3550650477409363
11842342,0.0,0.0,0.0,0.5868773439104261,0.0037817113012129323,0.07897895,0.0,0.07897894829511642
11918842,0.0,0.0,0.0,0.856517786987536,0.0004448809179682532,0.1148734,0.0,0.11487340182065964
11920922,0.0,0.0,0.0,0.0,0.004441620106391529,0.00032269335,0.0,0.00032269334769807756
11926262,0.2,0.2222222222222222,0.0,0.7933045412227164,0.04049409746957062,0.28247824,0.2222222222222222,0.2824782431125641
11944562,0.4,0.2222222222222222,0.0,0.9448920547442505,0.0832781703076887,0.3598975,0.2222222222222222,0.3598974943161011
11963282,0.0,0.0,0.0,1.0,0.008052720117476212,0.13472879,0.0,0.1347287893295288
11981952,0.0,0.0,0.0,0.7383055756698045,0.001040461901651915,0.09906723,0.0,0.09906723350286484
12018412,0.2,0.1111111111111111,0.0,0.0,0.04141165267173977,0.11655075,0.1111111111111111,0.1165507510304451
12037502,0.6,0.3333333333333333,0.0,1.0,0.12042963064780764,0.483531,0.3333333333333333,0.48353099822998047
12062282,0.0,0.0,0.0,0.0,0.004441620106391529,0.00032269335,0.0,0.00032269334769807756
12080652,0.0,0.0,0.0,0.9522772104172389,0.019997574548468493,0.12928961,0.0,0.12928961217403412
12081592,0.0,0.0,0.0,0.0,0.005111230060105848,0.00037657638,0.0,0.00037657638313248754
12114432,0.0,0.0,0.0,0.8064390352587311,0.0009014293280337787,0.1081938,0.0,0.10819379985332489
12115732,0.2,0.1111111111111111,0.0,0.9503334397895329,0.045935786416916626,0.24436925,0.1111111111111111,0.2443692535161972
12118882,0.2,0.2222222222222222,0.0,0.9991092769764118,0.05040709671704381,0.31087756,0.2222222222222222,0.31087756156921387
12149902,0.2,0.1111111111111111,0.0,0.7138777469509963,0.04886463023185222,0.21289256,0.1111111111111111,0.2128925621509552
12163342,0.0,0.0,0.0,1.0,0.006894535592340304,0.1346356,0.0,0.13463559746742249
12168312,0.0,0.0,0.0,0.9503334397895329,0.014992747108547338,0.1286262,0.0,0.12862619757652283
12174212,0.0,0.0,0.0,0.9448920547442505,7.739586005736479e-05,0.12669618,0.0,0.12669618427753448
12217472,0.0,0.0,0.0,1.0,0.0004717669716199472,0.13411875,0.0,0.13411875069141388
