node_id,ris_score,fair_ris_score,shortfall_gain,mf_gain_score,weakest_group_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
10007042,0.25,0.14285714285714285,0.0,0.0,0.0,0.9448920547442505,0.062445485558383085,0.19639233,0.14285714285714285,0.19639232754707336
10046442,0.25,0.14285714285714285,0.0,0.0,0.0,0.9448920547442505,0.09414375439655992,0.19821124,0.14285714285714285,0.19821123778820038
10074432,0.0,0.0,0.0,0.0,0.0,0.856517786987536,0.0070528136484292875,0.08229431,0.0,0.08229430764913559
10077242,0.0,0.0,0.0,0.0,0.0,1.0,0.01313883289177845,0.096365675,0.0,0.09636567533016205
10093672,0.0,0.0,0.0,0.0,0.0,0.6017693542801372,0.0005372337184621251,0.057557184,0.0,0.057557184249162674
10104672,0.0,0.0,0.0,0.0,0.0,0.7003856322516545,0.0037304179281113896,0.06717173,0.0,0.06717173010110855
10107362,0.0,0.0,0.0,0.0,0.0,0.352328180587476,0.0006424420844577726,0.03370754,0.0,0.03370754048228264
10125152,0.0,0.0,0.0,0.0,0.0,0.0,0.0010658268351590465,3.6400128e-05,0.0,3.640012801042758e-05
10125822,0.5,0.2857142857142857,0.0,0.0,0.0,0.9310808545246358,0.1721009812876848,0.3038314,0.2857142857142857,0.30383139848709106
10130032,0.0,0.0,0.0,0.0,0.0,0.6088962449570705,0.006748295405538875,0.058595177,0.0,0.05859517678618431
10138132,0.0,0.0,0.0,0.0,0.0,0.9448920547442505,0.1161755557344963,0.09700778,0.0,0.09700778126716614
10144442,0.0,0.0,0.0,0.0,0.0,0.7759075321410518,0.0032109159553097193,0.07436457,0.0,0.074364572763443
10166632,0.0,0.0,0.0,0.0,0.0,0.9522772104172389,0.00014000077388104867,0.091055736,0.0,0.0910557359457016
10214802,0.0,0.0,0.0,0.0,0.0,0.0,0.004441620106391529,0.00023010955,0.0,0.00023010955192148685
10241462,0.0,0.0,0.0,0.0,0.0,0.0,0.0029645917716545323,0.00014535486,0.0,0.00014535486116074026
10241802,0.0,0.0,0.0,0.0,0.0,1.0,0.0002676242218135059,0.0956271,0.0,0.09562709927558899
10263662,0.5,0.2857142857142857,0.0,0.0,0.0,0.5542567497672494,0.1125690777009467,0.2643772,0.2857142857142857,0.2643772065639496
10270072,0.0,0.0,0.0,0.0,0.0,0.6291053733149495,0.012053490483241495,0.06083233,0.0,0.06083232909440994
10270872,0.0,0.0,0.0,0.0,0.0,0.0,0.0011216951598975737,3.960596e-05,0.0,3.960595859098248e-05
10284152,0.25,0.2857142857142857,0.0,0.3333333333333333,0.3333333333333333,0.856517786987536,0.053884034575974224,0.33773518,0.2857142857142857,0.3377351760864258
1032291,0.25,0.2857142857142857,0.0,0.3333333333333333,0.3333333333333333,0.856517786987536,0.053878028199062504,0.33773485,0.2857142857142857,0.3377348482608795
10326,0.0,0.0,0.0,0.0,0.0,1.0,0.016247890704809018,0.09654407,0.0,0.09654407203197479
10332972,0.0,0.0,0.0,0.0,0.0,0.0,0.0017595850691503189,7.62093e-05,0.0,7.620929682161659e-05
10348132,0.0,0.0,0.0,0.0,0.0,0.6017693542801372,0.013746762737657754,0.05831517,0.0,0.05831516906619072
10367842,0.0,0.0,0.0,0.0,0.0,0.856517786987536,0.0004448809179682532,0.08191513,0.0,0.08191513270139694
10507892,0.0,0.0,0.0,0.0,0.0,0.9503334397895329,0.0007303923175746073,0.090903714,0.0,0.09090371429920197
10523552,0.0,0.0,0.0,0.0,0.0,0.0,0.0042225830718914895,0.0002175408,0.0,0.0002175408008042723
10524,0.25,0.14285714285714285,0.0,0.0,0.0,1.0,0.0695782954638382,0.20207195,0.14285714285714285,0.20207194983959198
10545772,0.25,0.2857142857142857,0.0,0.3333333333333333,0.3333333333333333,0.6017693542801372,0.06717741073862789,0.31413472,0.2857142857142857,0.31413471698760986
1058591,0.0,0.0,0.0,0.0,0.0,0.9104700333251987,0.014132309505205578,0.087860346,0.0,0.0878603458404541
10599392,0.0,0.0,0.0,0.0,0.0,0.9310808545246358,0.0009297786297578428,0.089073904,0.0,0.08907390385866165
10609292,0.0,0.0,0.0,0.0,0.0,0.7003856322516545,0.0033093438318405888,0.06714757,0.0,0.06714756786823273
10618402,0.0,0.0,0.0,0.0,0.0,0.9448920547442505,0.003389415121069963,0.0905359,0.0,0.09053590148687363
10638782,0.0,0.0,0.0,0.0,0.0,1.0,0.1099963890872209,0.10192354,0.0,0.10192354023456573
10645702,0.0,0.0,0.0,0.0,0.0,0.8064390352587311,0.004298731480956608,0.07734691,0.0,0.07734691351652145
10651272,0.0,0.0,0.0,0.0,0.0,0.6017693542801372,0.011188357238380953,0.058168367,0.0,0.05816836655139923
10659742,0.0,0.0,0.0,0.0,0.0,0.6017693542801372,0.03870698222620465,0.059747435,0.0,0.05974743515253067
10701982,0.0,0.0,0.0,0.0,0.0,0.49674149167270093,0.004579340567074891,0.047744628,0.0,0.04774462804198265
10717512,0.0,0.0,0.0,0.0,0.0,0.7138777469509963,0.00041060856122068806,0.06827157,0.0,0.06827156990766525
10722102,0.0,0.0,0.0,0.0,0.0,0.0,0.0010658268351590465,3.6400128e-05,0.0,3.640012801042758e-05
10728992,0.0,0.0,0.0,0.0,0.0,0.9448920547442505,6.199109932152908e-05,0.090344965,0.0,0.09034496545791626
10732492,0.0,0.0,0.0,0.0,0.0,0.9104700333251987,0.01939781280875674,0.08816249,0.0,0.08816248923540115
10750192,0.0,0.0,0.0,0.0,0.0,0.9310808545246358,0.010247344750662336,0.089608565,0.0,0.0896085649728775
10768042,0.0,0.0,0.0,0.0,0.0,0.9310808545246358,0.011831641683263758,0.08969948,0.0,0.08969947695732117
10790832,0.0,0.0,0.0,0.0,0.0,0.7759075321410518,0.03842230374116633,0.076385066,0.0,0.07638506591320038
10804132,0.0,0.0,0.0,0.0,0.0,0.9448920547442505,0.0030775251262877435,0.090518005,0.0,0.09051800519227982
1081091,0.0,0.0,0.0,0.0,0.0,0.6291053733149495,0.0011119805669420285,0.060204484,0.0,0.060204483568668365
10821392,0.5,0.2857142857142857,0.0,0.0,0.0,0.6088962449570705,0.1052400680203559,0.26918218,0.2857142857142857,0.2691821753978729
10836002,0.0,0.0,0.0,0.0,0.0,0.7138777469509963,0.003520949934237345,0.06845005,0.0,0.06845004856586456
1086591,0.0,0.0,0.0,0.0,0.0,0.0,0.008350782255628877,0.0004544247,0.0,0.00045442470582202077
10936542,0.25,0.14285714285714285,0.0,0.0,0.0,0.49674149167270093,0.06436009602693982,0.15364264,0.14285714285714285,0.15364263951778412
10969982,0.0,0.0,0.0,0.0,0.0,0.8064390352587311,0.00384455748372477,0.07732086,0.0,0.07732085883617401
10996862,0.0,0.0,0.0,0.0,0.0,0.9991092769764118,0.0004912752679105998,0.09555475,0.0,0.09555474668741226
1100251,0.0,0.0,0.0,0.0,0.0,0.8064390352587311,0.018694997324237437,0.078173004,0.0,0.07817300409078598
11039482,0.0,0.0,0.0,0.0,0.0,1.0,0.02612155051495723,0.097110644,0.0,0.09711064398288727
1106311,0.0,0.0,0.0,0.0,0.0,0.856517786987536,0.0004448809179682532,0.08191513,0.0,0.08191513270139694
11069572,0.25,0.2289007544431316,0.0,0.0,0.0,0.9104700333251987,0.05693519923429863,0.22569978,0.2289007544431316,0.225699782371521
