node_id,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31
1,0.3582150340080261,0.1639290452003479,-0.1357925981283188,0.1971815526485443,-0.09883007407188416,0.17938101291656494,-0.16591838002204895,0.35599595308303833,0.1284533590078354,-0.11259165406227112,-0.11986981332302094,-0.12108923494815826,-0.10700829327106476,0.09375216066837311,-0.12034531682729721,0.048792868852615356,0.1302850842475891,-0.466680109500885,-0.058023128658533096,-0.219734787940979,-0.36092719435691833,0.2733558714389801,-0.02357523888349533,0.1094275414943695,0.2567434012889862,-0.2743302881717682,0.05969830974936485,-0.1549404263496399,-0.1968877762556076,0.09070160984992981,0.3627443015575409,-0.01718190312385559
10,0.25841033458709717,-0.09148375689983368,-0.12326821684837341,0.1065857857465744,0.002243123948574066,0.32775336503982544,-0.16403543949127197,0.18118694424629211,0.06626427173614502,-0.03906605392694473,-0.3829582631587982,-0.20942431688308716,0.07131252437829971,-0.007770612835884094,-0.16292276978492737,0.2968352437019348,-0.045813217759132385,-0.12881872057914734,-0.06401323527097702,-0.047018200159072876,-0.044002681970596313,0.10909316688776016,0.10447686910629272,0.3707997500896454,0.2906689941883087,-0.3349100351333618,0.09328050911426544,-0.33951225876808167,-0.05171060562133789,0.27655065059661865,0.028601232916116714,-0.04015132784843445
100,0.2506141662597656,0.14943578839302063,-0.1980370730161667,0.1809214949607849,-0.1513967216014862,0.10099804401397705,-0.15929076075553894,0.30509698390960693,0.14842820167541504,-0.07434123754501343,-0.24505069851875305,-0.14965829253196716,0.0038701388984918594,0.03980715572834015,-0.1680869460105896,0.2498740404844284,0.09246989339590073,-0.2734971046447754,-0.01653960533440113,-0.19700005650520325,-0.16274741291999817,0.22123827040195465,-0.06262144446372986,0.12133696675300598,0.34126269817352295,-0.33534637093544006,0.05748223513364792,-0.1827608197927475,-0.13885921239852905,0.2916233539581299,0.31573912501335144,-0.047735728323459625
101,0.24561437964439392,-0.037417881190776825,-0.22291338443756104,0.14425528049468994,-0.03750903159379959,-0.05966487526893616,-0.148048534989357,0.17777332663536072,0.09456727653741837,0.056960657238960266,-0.12676768004894257,-0.18683479726314545,0.08202226459980011,0.040567174553871155,-0.2036210596561432,0.18312548100948334,-0.08306179940700531,-0.14375309646129608,-0.06506910920143127,-0.1351347118616104,0.11831903457641602,-0.02390284836292267,-0.05846983194351196,0.16923180222511292,0.40735700726509094,-0.2695206105709076,0.08850682526826859,-0.18009141087532043,-0.1049700602889061,0.22857502102851868,-0.007755979895591736,0.07433435320854187
102,0.39542537927627563,0.08760541677474976,0.06357733905315399,0.1845959573984146,-0.05358097702264786,0.3531993627548218,-0.14792533218860626,0.25544121861457825,0.050507158041000366,-0.15743735432624817,-0.589404821395874,-0.2294958531856537,-0.11958291381597519,-0.07241295278072357,-0.04439787566661835,0.4207795560359955,0.12336444854736328,-0.4343140125274658,-0.12628939747810364,-0.05676162242889404,-0.09973759949207306,0.18561479449272156,0.25470712780952454,0.19381484389305115,0.35038062930107117,-0.43233203887939453,0.27381059527397156,-0.2780885696411133,-0.05232246220111847,0.431363046169281,0.04945114254951477,-0.007662825286388397
103,0.34264832735061646,-0.18642902374267578,-0.1706060916185379,0.26198989152908325,-0.08300703763961792,0.03396691381931305,-0.18693870306015015,0.15022516250610352,0.12845182418823242,0.07933004200458527,-0.20025642216205597,-0.11609824001789093,0.05504995584487915,0.10688285529613495,-0.17384850978851318,0.26436424255371094,-0.17620350420475006,-0.10887227952480316,-0.1071450337767601,-0.06209154427051544,0.09235042333602905,0.07492687553167343,0.04132521152496338,0.2060389220714569,0.35689035058021545,-0.28774985671043396,0.1786734163761139,-0.377616286277771,-0.04389317333698273,0.2994643449783325,0.02921118587255478,-0.027211397886276245
104,0.16268393397331238,-0.0415884405374527,-0.20678910613059998,-0.051871493458747864,0.013091810047626495,0.3780275583267212,-0.16020384430885315,0.23356053233146667,0.1133965328335762,-0.006616652011871338,-0.14650006592273712,-0.2225436568260193,-0.05877963453531265,-0.07741496711969376,-0.2286228984594345,0.03443238139152527,0.04503900185227394,-0.3203902542591095,0.00451265275478363,-0.12840178608894348,-0.23864591121673584,0.006378576159477234,0.028337650001049042,0.29248636960983276,0.26664745807647705,-0.26017335057258606,0.04566146060824394,-0.07977500557899475,-0.23992371559143066,0.13271428644657135,0.08561316132545471,-0.003972798585891724
105,0.4355790913105011,-0.12598249316215515,0.20086202025413513,0.13514530658721924,0.15391041338443756,0.6168299317359924,-0.14242243766784668,0.22340276837348938,0.03783702105283737,-0.1815105676651001,-0.7749032974243164,-0.2869512438774109,-0.3224344849586487,-0.1732947826385498,0.044560499489307404,0.3859601318836212,0.13468460738658905,-0.43512997031211853,-0.18894405663013458,0.09466966986656189,-0.15524591505527496,0.016329869627952576,0.5335783958435059,0.4025203585624695,0.299630343914032,-0.5889729261398315,0.4249362647533417,-0.32759368419647217,-0.10122847557067871,0.3710934519767761,-0.24750956892967224,-0.0033749639987945557
106,0.0709221214056015,0.012607574462890625,-0.1594325304031372,0.06965358555316925,-0.16172084212303162,-0.12547020614147186,0.06067418307065964,0.18335311114788055,0.16557782888412476,-0.0069863200187683105,-0.006707005202770233,-0.15285536646842957,0.041121505200862885,-0.11473070085048676,-0.10523249208927155,0.1451786756515503,-0.03892834484577179,-0.2171461433172226,0.027920229360461235,-0.15672847628593445,-0.02426622062921524,-0.014586865901947021,-0.1639690101146698,0.10351156443357468,0.3665403723716736,-0.14798815548419952,0.04048265516757965,0.023815196007490158,-0.10814834386110306,0.19627946615219116,0.07559704035520554,0.12710492312908173
107,0.21305419504642487,0.0569697767496109,-0.23202434182167053,0.1457291841506958,-0.07027074694633484,0.045361362397670746,-0.14453350007534027,0.21004492044448853,0.14106744527816772,0.06334999948740005,0.027174342423677444,-0.09504546225070953,-0.021659329533576965,0.004705101251602173,-0.2191651165485382,0.06957504153251648,0.05221716687083244,-0.21922537684440613,-0.05818302184343338,-0.18921798467636108,-0.20026136934757233,0.16110944747924805,-0.132062628865242,0.2160290777683258,0.2876444160938263,-0.21199454367160797,0.02388046868145466,-0.09628715366125107,-0.13143199682235718,0.18825435638427734,0.18260416388511658,-0.005979061126708984
108,0.18801531195640564,-0.11312613636255264,-0.06770484149456024,0.02491655945777893,0.053028304129838943,0.3770117163658142,-0.14406520128250122,0.20650185644626617,0.09265194088220596,-0.06939190626144409,-0.3936144709587097,-0.2890074849128723,-0.10309505462646484,-0.13631072640419006,-0.13584189116954803,0.22532585263252258,0.04370170459151268,-0.2694163918495178,-0.05276944488286972,0.004402443766593933,-0.08908770978450775,-0.03561185300350189,0.2075037956237793,0.3314096927642822,0.38219285011291504,-0.37492257356643677,0.1156981810927391,-0.22894814610481262,-0.16243548691272736,0.21630266308784485,-0.017636388540267944,0.016511455178260803
109,0.07807506620883942,-0.1517956554889679,-0.033420905470848083,-0.12585756182670593,0.2070956528186798,0.1784449815750122,-0.20987513661384583,0.004539676010608673,-0.014157801866531372,0.05860040336847305,-0.34920549392700195,-0.2081460952758789,0.00180734321475029,-0.09404201805591583,-0.2231581062078476,0.20575584471225739,-0.2564687132835388,0.03934841603040695,-0.21767915785312653,0.05197840929031372,0.23444819450378418,-0.22627951204776764,0.21902477741241455,0.39410579204559326,0.22922390699386597,-0.32316869497299194,0.15899871289730072,-0.1054566353559494,-0.004617154598236084,0.28744974732398987,-0.3874501883983612,0.09901249408721924
11,0.16632290184497833,0.2040051519870758,-0.27894002199172974,-0.05171583592891693,-0.01893017813563347,0.12167869508266449,-0.032003723084926605,0.3368912935256958,0.08358660340309143,0.15392331779003143,0.19157816469669342,-0.12082475423812866,-0.19329050183296204,-0.10599150508642197,-0.25701186060905457,-0.16191017627716064,0.08152412623167038,-0.4072783589363098,-0.059316493570804596,-0.24985763430595398,-0.35776597261428833,0.08512555807828903,-0.13804493844509125,0.18531404435634613,0.3146428167819977,-0.15636172890663147,-0.04122501611709595,0.12512719631195068,-0.1360500156879425,0.06497621536254883,0.18686527013778687,0.14310646057128906
110,0.36653828620910645,-0.037141621112823486,-0.039409250020980835,0.18480753898620605,-0.04321063682436943,0.3373207449913025,-0.1950617879629135,0.10682050883769989,0.045231983065605164,-0.017953768372535706,-0.4886077046394348,-0.2747337818145752,0.05055711790919304,0.002771914005279541,-0.27102023363113403,0.394368976354599,0.0587553009390831,-0.11645525693893433,-0.09982997179031372,-0.07947191596031189,-0.021083950996398926,0.17391140758991241,0.059247225522994995,0.38482096791267395,0.30512645840644836,-0.3458925783634186,0.15388044714927673,-0.3789706230163574,0.004420757293701172,0.3966757357120514,0.028826892375946045,-0.09137097001075745
111,-0.038478218019008636,0.02233695238828659,-0.15539461374282837,-0.03076346218585968,-0.16610248386859894,-0.08430024981498718,0.12284348905086517,0.24440956115722656,0.17287079989910126,-0.09305794537067413,0.012707602232694626,-0.1356925219297409,0.028835486620664597,-0.20825761556625366,-0.055416639894247055,0.18264156579971313,-0.052497655153274536,-0.2465396523475647,0.05297911912202835,-0.11575058102607727,-0.1042545884847641,-0.08312783390283585,-0.1563667505979538,0.156685933470726,0.3618083894252777,-0.1709037870168686,0.05340716987848282,0.09495215117931366,-0.12336673587560654,0.15721282362937927,0.048555344343185425,0.18358168005943298
112,-0.1371554285287857,-0.012669146060943604,-0.025064758956432343,-0.21877235174179077,-0.2572614252567291,0.005859106779098511,0.5067341923713684,0.0560876801609993,-0.07157766819000244,-0.06809312105178833,0.39566391706466675,0.3306017518043518,-0.0613396018743515,-0.09050372987985611,0.5948050618171692,-0.3771205246448517,0.18662551045417786,-0.5963003039360046,0.09978558123111725,-0.19058635830879211,-0.6799870729446411,0.21847409009933472,0.2629646062850952,0.11233287304639816,-0.581358015537262,0.29653090238571167,0.18023666739463806,0.5364730358123779,-0.32402539253234863,-0.04304946959018707,0.5881012678146362,-0.1632443368434906
113,0.298289954662323,-0.1157410740852356,-0.00818777084350586,0.029765605926513672,0.10448089241981506,0.47347429394721985,-0.12791001796722412,0.17956483364105225,0.006455212831497192,-0.0649716705083847,-0.4441366195678711,-0.144273579120636,0.007297556847333908,0.0517730712890625,-0.09377199411392212,0.03952592611312866,-0.12659130990505219,-0.2277580201625824,-0.05278906226158142,-0.038031309843063354,-0.10399995744228363,0.16360518336296082,0.3471120595932007,0.4110405445098877,0.09336124360561371,-0.3361082077026367,0.17719033360481262,-0.30958712100982666,-0.1114019900560379,0.10929509997367859,0.03836727514863014,-0.06325271725654602
