node_id,protected_group,community_id,degree,normalized_degree,pagerank,clustering_coefficient,k_core_number,community_size,community_id_encoded,neighbor_degree_mean,neighbor_degree_max,ris_coverage_proxy
10007042,1,0,0.018099548,0.018099548,0.012287684,0.0,0.4,1.0,0.0,0.105882354,0.29411766,0.33333334
10046442,1,0,0.06334842,0.06334842,0.04467705,0.0,1.0,1.0,0.0,0.11855204,0.5972851,0.0
10074432,0,1,0.009049774,0.009049774,0.0085154725,0.0,0.2,0.29700854,0.008695652,0.025641026,0.049773756,0.0
10077242,1,2,0.018099548,0.018099548,0.014268676,0.0,0.4,0.75641024,0.017391304,0.22714932,0.8733032,0.0
10093672,1,3,0.0,0.0,0.0015349535,0.0,0.0,0.13461539,0.026086956,0.018099548,0.018099548,0.0
10104672,1,4,0.004524887,0.004524887,0.0048406255,0.0,0.2,0.22222222,0.034782607,0.020361992,0.03167421,0.0
10107362,1,5,0.0,0.0,0.0018355488,0.0,0.0,0.18803419,0.04347826,0.009049774,0.009049774,0.33333334
10125152,0,6,0.0,0.0,0.0030452195,0.0,0.0,0.047008548,0.052173913,0.03167421,0.03167421,0.0
10125822,1,7,0.09049774,0.09049774,0.08964857,0.0,0.4,0.44658118,0.060869563,0.023701789,0.16289593,0.0
10130032,1,8,0.009049774,0.009049774,0.0076454207,0.0,0.4,0.113247864,0.069565214,0.06636501,0.14932127,0.0
10138132,2,0,0.16742082,0.16742082,0.116674826,0.0,1.0,1.0,0.0,0.07859014,0.5972851,0.0
10144442,1,9,0.004524887,0.004524887,0.0033563338,0.0,0.2,0.33119658,0.07826087,0.09954751,0.1402715,0.0
10166632,1,0,0.0,0.0,0.0004000022,0.0,0.0,1.0,0.0,0.18099548,0.18099548,0.33333334
10214802,1,10,0.0,0.0,0.012690343,0.0,0.0,0.0,0.08695652,0.0,0.0,0.0
10241462,1,11,0.0,0.0,0.008470262,0.0,0.0,0.0021367522,0.09565217,0.004524887,0.004524887,0.0
