rank,node
1,10130032
2,11920922
3,11963282
4,12369282
5,12740012
6,13159492
7,13923382
8,14102919
9,14110253
10,14110743
11,14161889
12,14475952
13,14516061
14,14832751
15,14930659
16,14959367
17,15011971
18,15073198
19,15212777
20,15225972
21,15258293
22,15400651
23,15480002
24,15557309
25,15585410
26,15621083
27,15830701
28,15844409
29,1584901
30,15949665
31,16499557
32,16543625
33,16573966
34,16586626
35,16743661
36,16782107
37,16855827
38,16933135
39,16971414
40,17006804
41,17239946
42,17316916
43,17326261
44,17335211
45,17416766
46,1756621
47,17864134
48,17877831
49,18132782
50,18242426
51,18280014
52,18725918
53,18826341
54,18916680
55,18943482
56,19024376
57,19202272
58,19215129
59,19237148
60,19401409
61,19461979
62,19543485
63,19546355
64,19765005
65,20088940
66,20285007
67,20352155
68,20567161
69,20576509
70,20650869
71,20725832
72,20788139
73,21463619
74,21526244
75,21588987
76,22052371
77,22210679
78,22443806
79,22604125
80,22629977
81,22816200
82,23569466
83,23678749
84,23840343
85,24119191
86,24202933
87,24369882
88,24535621
89,25850372
90,25982406
91,26344853
92,26951888
93,27817171
94,28432226
95,28644355
96,30412906
97,30426836
98,31100873
99,31205118
100,34133492
101,34879749
102,35478531
103,35676636
104,36515633
105,37305693
106,38148115
107,38189795
108,39161886
109,39179439
110,39859453
111,40049363
112,40897994
113,6523992
114,7382262
115,7396282
116,7725712
117,7913222
118,8026012
119,8266702
120,9791392
