node_id,protected_group,community_id,degree,normalized_degree,pagerank,clustering_coefficient,k_core_number,community_size,community_id_encoded,neighbor_degree_mean,neighbor_degree_max,ris_coverage_proxy
0,other,0,0.04,0.04,0.107894145,0.0,0.33333334,0.4047619,0.0,0.09677419,0.041666668,0.2857143
1,black,0,0.08,0.08,0.18907091,0.0,0.33333334,0.4047619,0.0,0.09677419,0.16666667,0.2857143
10,white,0,0.04,0.04,0.07317685,0.0,0.33333334,0.4047619,0.0,0.22580644,0.16666667,0.85714287
100,latino,1,0.12,0.12,0.17315702,0.33333334,0.6666667,0.78571427,0.055555556,0.30645162,0.375,0.14285715
101,white,2,0.2,0.2,0.21902904,0.4,0.6666667,0.8095238,0.11111111,0.22580644,0.20833333,0.14285715
102,other,3,0.2,0.2,0.25743905,0.13333334,0.6666667,0.64285713,0.16666667,0.34408602,0.625,0.14285715
103,white,4,0.04,0.04,0.05565195,1.0,0.33333334,0.52380955,0.22222222,0.32258064,0.375,0.2857143
104,white,5,0.32,0.32,0.3373187,0.2777778,1.0,0.3809524,0.2777778,0.31182796,0.625,0.0
105,other,3,0.04,0.04,0.04803283,0.0,0.33333334,0.64285713,0.16666667,0.32258064,0.20833333,0.2857143
106,latino,2,0.04,0.04,0.06750323,1.0,0.33333334,0.8095238,0.11111111,0.16129032,0.125,0.14285715
107,black,4,0.12,0.12,0.13447908,0.6666667,0.6666667,0.52380955,0.22222222,0.22580644,0.25,0.42857143
108,white,1,0.08,0.08,0.1341857,0.6666667,0.33333334,0.78571427,0.055555556,0.16129032,0.25,0.42857143
109,white,1,0.04,0.04,0.06398991,1.0,0.33333334,0.78571427,0.055555556,0.2580645,0.25,0.0
11,latino,0,0.04,0.04,0.057366718,1.0,0.33333334,0.4047619,0.0,0.58064514,0.5833333,0.14285715
110,white,5,0.16,0.16,0.1710577,0.6,1.0,0.3809524,0.2777778,0.32903227,0.29166666,0.0
111,white,2,0.16,0.16,0.17757843,0.7,0.6666667,0.8095238,0.11111111,0.2516129,0.20833333,0.2857143
112,black,4,0.2,0.2,0.23992957,0.2,0.6666667,0.52380955,0.22222222,0.34408602,0.375,0.42857143
113,latino,3,0.04,0.04,0.07277501,0.0,0.33333334,0.64285713,0.16666667,0.09677419,0.083333336,0.14285715
114,black,0,0.04,0.04,0.05875927,0.0,0.33333334,0.4047619,0.0,0.516129,0.5833333,0.5714286
115,white,6,0.08,0.08,0.10852969,1.0,0.6666667,0.16666667,0.33333334,0.22580644,0.29166666,0.0
116,latino,3,0.12,0.12,0.13903724,0.33333334,0.6666667,0.64285713,0.16666667,0.33870968,0.33333334,0.2857143
117,other,1,0.12,0.12,0.15340295,0.5,0.6666667,0.78571427,0.055555556,0.4032258,0.45833334,0.42857143
118,white,6,0.08,0.08,0.124061145,0.6666667,0.33333334,0.16666667,0.33333334,0.11827957,0.16666667,0.14285715
119,white,5,0.16,0.16,0.16025336,0.9,1.0,0.3809524,0.2777778,0.26451612,0.29166666,0.2857143
12,black,0,0.6,0.6,0.78818077,0.06666667,0.6666667,0.4047619,0.0,0.25403225,0.625,0.85714287
120,latino,3,0.04,0.04,0.057727404,1.0,0.33333334,0.64285713,0.16666667,0.2580645,0.25,0.42857143
121,latino,3,0.04,0.04,0.070085146,0.0,0.33333334,0.64285713,0.16666667,0.22580644,0.25,0.0
122,white,1,0.2,0.2,0.2930402,0.06666667,0.6666667,0.78571427,0.055555556,0.31182796,0.45833334,0.42857143
123,white,2,0.08,0.08,0.086072266,1.0,0.6666667,0.8095238,0.11111111,0.31182796,0.33333334,0.5714286
124,white,5,0.0,0.0,0.00065251015,0.0,0.0,0.3809524,0.2777778,1.0,0.625,0.14285715
125,white,7,0.12,0.12,0.13793999,0.5,0.6666667,0.5952381,0.3888889,0.3548387,0.625,0.14285715
126,white,7,0.12,0.12,0.16593315,0.33333334,0.33333334,0.5952381,0.3888889,0.20967741,0.20833333,0.42857143
127,black,1,0.2,0.2,0.25665888,0.06666667,0.6666667,0.78571427,0.055555556,0.31182796,0.45833334,0.14285715
128,latino,1,0.04,0.04,0.083080396,1.0,0.33333334,0.78571427,0.055555556,0.12903225,0.125,0.5714286
129,latino,3,0.12,0.12,0.13486612,0.33333334,0.6666667,0.64285713,0.16666667,0.32258064,0.33333334,0.2857143
13,white,5,0.64,0.64,0.757486,0.0882353,0.6666667,0.3809524,0.2777778,0.40796965,0.625,0.5714286
130,white,7,0.0,0.0,0.0137123475,0.0,0.0,0.5952381,0.3888889,0.22580644,0.125,0.0
131,black,0,0.04,0.04,0.04941352,0.0,0.33333334,0.4047619,0.0,0.3548387,0.25,0.14285715
132,black,4,0.08,0.08,0.088969864,1.0,0.6666667,0.52380955,0.22222222,0.24731183,0.25,0.0
133,white,4,0.0,0.0,0.011747032,0.0,0.0,0.52380955,0.22222222,0.16129032,0.083333336,0.0
134,white,7,0.12,0.12,0.13793999,0.5,0.6666667,0.5952381,0.3888889,0.3548387,0.625,0.2857143
135,white,1,0.08,0.08,0.12007628,0.6666667,0.33333334,0.78571427,0.055555556,0.26881722,0.45833334,0.14285715
136,white,4,0.04,0.04,0.05565195,1.0,0.33333334,0.52380955,0.22222222,0.32258064,0.375,0.14285715
137,latino,3,0.04,0.04,0.07757638,0.0,0.33333334,0.64285713,0.16666667,0.12903225,0.125,0.2857143
138,white,5,0.12,0.12,0.105718255,1.0,1.0,0.3809524,0.2777778,0.43548387,0.375,0.71428573
139,black,4,0.16,0.16,0.18192662,0.1,0.6666667,0.52380955,0.22222222,0.31612903,0.25,0.2857143
14,white,2,0.48,0.48,0.5518704,0.14102565,0.6666667,0.8095238,0.11111111,0.32506204,0.5833333,0.14285715
140,white,5,0.16,0.16,0.16025336,0.9,1.0,0.3809524,0.2777778,0.26451612,0.29166666,0.71428573
141,white,7,0.08,0.08,0.091427,0.33333334,0.6666667,0.5952381,0.3888889,0.5483871,0.625,0.0
142,black,4,0.12,0.12,0.13460007,0.5,0.6666667,0.52380955,0.22222222,0.29032257,0.29166666,0.14285715
143,white,2,0.12,0.12,0.12617841,0.16666667,0.6666667,0.8095238,0.11111111,0.4032258,0.375,0.0
144,latino,1,0.04,0.04,0.083080396,1.0,0.33333334,0.78571427,0.055555556,0.12903225,0.125,0.42857143
145,black,4,0.0,0.0,0.0035771958,0.0,0.0,0.52380955,0.22222222,0.29032257,0.16666667,0.2857143
146,latino,3,0.04,0.04,0.06402748,1.0,0.33333334,0.64285713,0.16666667,0.19354838,0.20833333,0.0
