node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,community_diversity_bonus,combined_score
0,0.08212235849937068,0.0,0.0,0.0,0.0,0.08212235849937068
1,0.09407261428264029,0.0,0.0,0.0,0.0,0.09407261428264029
10,0.06905196254027472,0.0,0.0,0.0,0.0,0.06905196254027472
100,0.1750375498704657,0.0,0.0,0.0,0.16666666666666666,0.208370883203799
101,0.014738022011346328,0.0,0.0,0.0,0.0,0.014738022011346328
102,0.02934132689707096,0.0,0.0,0.0,0.3333333333333333,0.09600799356373763
103,0.0149740219284042,0.0,0.0,0.0,0.0,0.0149740219284042
104,0.012897908125978129,0.0,0.0,0.1111111111111111,0.16666666666666666,0.06845346368153368
105,0.013362544162195672,0.0,0.0,0.0,0.0,0.013362544162195672
106,0.017812859459564543,0.0,0.0,0.0,0.0,0.017812859459564543
107,0.015970440301695053,0.0,0.0,0.0,0.0,0.015970440301695053
108,0.023814624688431943,0.0,0.0,0.0,0.0,0.023814624688431943
109,0.021399467403069222,0.0,0.0,0.0,0.0,0.021399467403069222
11,0.06732418098851528,0.0,0.0,0.0,0.0,0.06732418098851528
110,0.023151959015034328,0.0,0.0,0.2,0.16666666666666666,0.09648529234836767
111,0.176023897336866,0.0,0.0,0.0,0.0,0.176023897336866
112,0.014457889680660333,0.0,0.0,0.0,0.0,0.014457889680660333
113,0.020836938614176365,0.0,0.0,0.0,0.16666666666666666,0.0541702719475097
114,0.026947511936039614,0.0,0.0,0.0,0.16666666666666666,0.06028084526937295
115,0.015909944875431833,0.0,0.0,0.0,0.0,0.015909944875431833
116,0.007520244956940886,0.0,0.0,0.0,0.0,0.007520244956940886
117,0.01934860469811475,0.0,0.0,0.0,0.0,0.01934860469811475
118,0.02214706169951604,0.0,0.0,0.0,0.0,0.02214706169951604
119,0.1714187973148721,0.0,0.0,0.0,0.0,0.1714187973148721
12,0.02873041238026528,0.0,0.0,0.0625,0.6666666666666666,0.17456374571359862
120,0.012428359013792134,0.0,0.0,0.0,0.0,0.012428359013792134
121,0.023119136087567247,0.0,0.0,0.0,0.0,0.023119136087567247
122,0.047871535631678404,0.0,0.0,0.16666666666666666,0.3333333333333333,0.1478715356316784
123,0.01683459909674632,0.0,0.0,0.0,0.0,0.01683459909674632
124,0.007027390385738406,0.0,0.0,0.0,0.0,0.007027390385738406
125,0.026116481771814647,0.0,0.0,0.0,0.0,0.026116481771814647
126,0.016445401805336227,0.0,0.0,0.0,0.0,0.016445401805336227
127,0.25878998943518416,0.0,0.0,0.16666666666666666,0.5,0.39212332276851747
128,0.01904858472964823,0.0,0.0,0.0,0.0,0.01904858472964823
129,0.02013834375955597,0.0,0.0,0.0,0.0,0.02013834375955597
13,0.011180615924598795,0.0,0.0,0.058823529411764705,1.0,0.22294532180695176
130,0.028875651853964592,0.0,0.0,0.0,0.0,0.028875651853964592
131,0.029948606812428398,0.0,0.0,0.0,0.16666666666666666,0.06328194014576173
132,0.00771895598575937,0.0,0.0,0.0,0.0,0.00771895598575937
133,0.015935841987549333,0.0,0.0,0.0,0.0,0.015935841987549333
134,0.022151356158781166,0.0,0.0,0.0,0.0,0.022151356158781166
135,0.016896796079442937,0.0,0.0,0.0,0.0,0.016896796079442937
136,0.016604802073886666,0.0,0.0,0.0,0.0,0.016604802073886666
137,0.04052543853477578,0.0,0.0,0.0,0.16666666666666666,0.07385877186810912
138,0.009096227679149978,1.0,0.6715760421233944,0.0,0.0,1.3448842487408472
139,0.019050039800731614,0.0,0.0,0.2,0.3333333333333333,0.1257167064673983
14,0.02002841898410078,0.0,0.0,0.0,0.3333333333333333,0.08669508565076744
140,0.06681136225755933,0.0,0.0,0.0,0.0,0.06681136225755933
141,0.008488171777152406,0.0,0.0,0.3333333333333333,0.16666666666666666,0.10848817177715239
142,0.01129705105204108,0.0,0.0,0.25,0.16666666666666666,0.09463038438537441
143,0.013693404408418403,0.0,0.0,0.0,0.16666666666666666,0.047026737741751735
144,0.024927054987085483,0.0,0.0,0.0,0.0,0.024927054987085483
145,0.027357828138382716,0.0,0.0,0.0,0.0,0.027357828138382716
146,0.011461195202247951,0.0,0.0,0.0,0.0,0.011461195202247951
147,0.00748885402860555,0.0,0.0,0.0,0.0,0.00748885402860555
148,0.010947377383686181,0.0,0.0,0.0,0.0,0.010947377383686181
149,0.17658469957471118,0.0,0.0,0.0,0.0,0.17658469957471118
15,0.024909495693757888,0.0,0.0,0.0,0.16666666666666666,0.05824282902709122
150,0.023693335438664302,0.0,0.0,0.0,0.0,0.023693335438664302
151,0.01803925683035015,0.0,0.0,0.0,0.0,0.01803925683035015
152,0.009377046592663505,0.0,0.0,0.0,0.0,0.009377046592663505
153,0.013619342866857556,0.0,0.0,0.0,0.0,0.013619342866857556
154,0.02110932222990431,0.0,0.0,0.0,0.0,0.02110932222990431
155,0.0174836865420717,0.0,0.0,0.0,0.0,0.0174836865420717
156,0.015312021405529173,0.0,0.0,0.0,0.0,0.015312021405529173
157,0.24639133180993544,0.0,0.0,0.0,0.0,0.24639133180993544
158,0.007434863354574495,0.0,0.0,0.0,0.0,0.007434863354574495
159,0.01918173834601384,0.0,0.0,0.0,0.0,0.01918173834601384
16,0.017692093558566584,0.0,0.0,0.0,0.0,0.017692093558566584
160,0.01892680481637573,0.0,0.0,0.0,0.0,0.01892680481637573
161,0.038127284508706144,0.0,0.0,0.0,0.0,0.038127284508706144
162,0.028662693125943807,0.0,0.0,0.0,0.0,0.028662693125943807
163,0.03240863981279456,0.0,0.0,0.0,0.0,0.03240863981279456
164,0.008641546420999725,0.0,0.0,0.0,0.0,0.008641546420999725
165,0.023689437816967373,0.0,0.0,0.0,0.0,0.023689437816967373
166,0.022856568818196758,0.0,0.0,0.0,0.0,0.022856568818196758
167,0.023119080714883312,0.0,0.0,0.0,0.0,0.023119080714883312
168,0.019715459496089903,0.0,0.0,0.0,0.0,0.019715459496089903
169,0.013251643827718667,0.0,0.0,0.0,0.0,0.013251643827718667
17,0.011813880841789507,0.0,0.0,0.0,0.6666666666666666,0.14514721417512283
170,0.004742781124336164,0.0,0.0,0.0,0.0,0.004742781124336164
171,0.025856979226686908,0.0,0.0,0.0,0.0,0.025856979226686908
172,0.015492654022108181,0.0,0.0,0.0,0.0,0.015492654022108181
173,0.01782184137033771,0.0,0.0,0.0,0.0,0.01782184137033771
174,0.027259266299109866,0.0,0.0,0.0,0.0,0.027259266299109866
175,0.018748192533695265,0.0,0.0,0.3333333333333333,0.16666666666666666,0.11874819253369526
176,0.011942544079567323,0.0,0.0,0.0,0.0,0.011942544079567323
177,0.01889595838609908,0.0,0.0,0.0,0.0,0.01889595838609908
178,0.014236841349596026,0.0,0.0,0.0,0.0,0.014236841349596026
179,0.00627351090513252,0.0,0.0,0.0,0.16666666666666666,0.03960684423846585
18,0.23961671772635687,0.0,0.0,0.0,0.3333333333333333,0.30628338439302355
180,0.019234256260465255,0.0,0.0,0.0,0.0,0.019234256260465255
181,0.016747106410804936,0.0,0.0,0.0,0.0,0.016747106410804936
182,0.027259266299109866,0.0,0.0,0.0,0.0,0.027259266299109866
183,0.025891294909425048,0.0,0.0,0.0,0.0,0.025891294909425048
184,0.0,0.0,0.0,0.0,0.0,0.0
185,0.006626615588995724,0.0,0.0,0.0,0.0,0.006626615588995724
186,0.018066873187397303,0.0,0.0,0.0,0.0,0.018066873187397303
187,0.023346628606990667,0.0,0.0,0.25,0.16666666666666666,0.106679961940324
188,0.02574937625863168,0.0,0.0,0.0,0.0,0.02574937625863168
189,0.02503226923908099,0.0,0.0,0.16666666666666666,0.16666666666666666,0.09169893590574765
19,0.03258562475381939,0.0,0.0,0.0,0.16666666666666666,0.06591895808715273
190,0.022175027212098002,0.0,0.0,0.0,0.0,0.022175027212098002
191,0.0291164615038742,0.0,0.0,0.0,0.0,0.0291164615038742
192,0.02190557527235835,0.0,0.0,0.3333333333333333,0.16666666666666666,0.12190557527235835
193,0.032691908006240854,0.0,0.0,0.0,0.0,0.032691908006240854
194,0.026259864722472055,0.0,0.0,0.0,0.0,0.026259864722472055
195,0.027091740858257128,0.0,0.0,0.0,0.0,0.027091740858257128
196,0.02533047882840888,0.0,0.0,0.5,0.16666666666666666,0.15866381216174222
197,0.19708038172125616,0.0,0.0,0.0,0.0,0.19708038172125616
