rank,node
1,10214802
2,11288162
3,12081592
4,12286822
5,12740012
6,13923382
7,14108775
8,14110253
9,14268324
10,14465317
11,14499717
12,14552124
13,14578032
14,14625006
15,14680965
16,147563
17,14879825
18,14930659
19,14980117
20,14986396
21,15112648
22,15140286
23,15157283
24,15202082
25,15225972
26,15400651
27,15802312
28,15830701
29,1584901
30,15888299
31,15900173
32,15911231
33,15915972
34,16022080
35,16092470
36,16340098
37,16499533
38,16510377
39,16547885
40,16855827
41,16933135
42,17291344
43,17404895
44,17416766
45,17515749
46,17528783
47,17864134
48,18132782
49,18201948
50,18532459
51,19033871
52,19176674
53,19198433
54,19461979
55,19484754
56,19543485
57,19546355
58,19661200
59,20195474
60,20274736
61,20352155
62,20788139
63,21177451
64,21463619
65,21818817
66,21870772
67,22210679
68,22229716
69,22570815
70,22629977
71,23236261
72,23456569
73,23664562
74,23679184
75,23877922
76,24381592
77,25377274
78,25477060
79,25752192
80,25920592
81,25929128
82,25982406
83,26384168
84,26962282
85,27109599
86,27671298
87,27817171
88,27906730
89,30412906
90,30919969
91,31245293
92,34133492
93,34235402
94,34339684
95,34691316
96,34879749
97,35502816
98,35931640
99,36560198
100,37529061
101,37976910
102,38420334
103,38512364
104,40897994
105,41688436
106,42312515
107,43452681
108,5676272
109,5807732
110,6080842
111,637073
112,638663
113,651083
114,7400342
115,754799
116,8026012
117,8755252
118,901731
119,9131212
120,9791392
