node_id,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15
1007,-0.09680157154798508,-0.4374968409538269,-0.41661006212234497,0.3133244514465332,-0.019243666902184486,0.037605784833431244,-0.42620527744293213,-0.43540483713150024,0.4911753833293915,-0.16028955578804016,-0.005492359399795532,0.31503036618232727,0.552514910697937,0.46368730068206787,-0.13385123014450073,-0.25379788875579834
1009,-0.06042296439409256,-0.3393127918243408,-0.3359336256980896,0.23675300180912018,0.0038703028112649918,0.049923546612262726,-0.31542083621025085,-0.30246829986572266,0.3839840590953827,-0.13134028017520905,-0.020572856068611145,0.22577756643295288,0.42675912380218506,0.34716856479644775,-0.1100921779870987,-0.22054068744182587
1025,-0.021092578768730164,-0.18779359757900238,-0.15818962454795837,0.11674576997756958,-0.027531307190656662,0.03009945899248123,-0.19032958149909973,-0.19250433146953583,0.21282848715782166,-0.04285550117492676,-0.03290041908621788,0.11815664172172546,0.24468737840652466,0.1987675279378891,-0.07835543155670166,-0.10879600048065186
1048,-0.003844812512397766,-0.2536131739616394,-0.1794210821390152,0.10196956992149353,-0.029241083189845085,0.021722573786973953,-0.22604817152023315,-0.1293388158082962,0.24871733784675598,-0.04078153520822525,-0.07772886753082275,0.12483872473239899,0.20214858651161194,0.2222876101732254,-0.07690490037202835,-0.1269455999135971
1049,-0.026149898767471313,-0.19570569694042206,-0.1964712291955948,0.10681743919849396,0.00197632797062397,0.02749447524547577,-0.16643935441970825,-0.13538166880607605,0.2193090319633484,-0.07016158103942871,-0.05365731939673424,0.12116023898124695,0.21686431765556335,0.19131015241146088,-0.08840875327587128,-0.09782595932483673
1074,0.03200582414865494,-0.08555229008197784,-0.05236545205116272,-0.023652851581573486,-0.032642267644405365,0.013208823278546333,-0.053676582872867584,0.01526235044002533,0.06171640008687973,0.01272328570485115,-0.07346655428409576,0.01551886647939682,0.02970828115940094,0.06470796465873718,-0.06139248609542847,-0.023617487400770187
1092,-0.010753326117992401,-0.21190090477466583,-0.13727796077728271,0.07390235364437103,-0.026285316795110703,0.011452263221144676,-0.20226818323135376,-0.10828089714050293,0.21728143095970154,-0.024076230823993683,-0.08972395956516266,0.09937983751296997,0.15245018899440765,0.18233992159366608,-0.06847673654556274,-0.07792395353317261
1097,-0.049528948962688446,-0.23832710087299347,-0.28011441230773926,0.1744414120912552,0.02121630124747753,0.051414068788290024,-0.2024441659450531,-0.21079464256763458,0.27773383259773254,-0.11740720272064209,-0.016096848994493484,0.16823503375053406,0.3313739001750946,0.2538036108016968,-0.10852861404418945,-0.15330420434474945
11,-0.05201498419046402,-0.20934583246707916,-0.24042834341526031,0.15887533128261566,-0.03475687652826309,0.021989941596984863,-0.1865350604057312,-0.2596482038497925,0.24508395791053772,-0.08991138637065887,0.03858248516917229,0.18523338437080383,0.3276897072792053,0.279535174369812,-0.11817987263202667,-0.1287505328655243
1119,-0.038200654089450836,-0.16377191245555878,-0.1379532814025879,0.1069217324256897,-0.017295878380537033,0.005813956260681152,-0.15807101130485535,-0.15018123388290405,0.19896650314331055,-0.053846150636672974,-0.010758355259895325,0.11701513826847076,0.1808229386806488,0.17858220636844635,-0.06267435103654861,-0.07804074883460999
1131,-0.06678566336631775,-0.2932605743408203,-0.29362213611602783,0.21975047886371613,-0.013365046121180058,0.036687590181827545,-0.2866308391094208,-0.3189525604248047,0.3407107889652252,-0.11291414499282837,-0.003263629972934723,0.21712520718574524,0.40652334690093994,0.32493650913238525,-0.10886850953102112,-0.17417015135288239
1137,-0.08682381361722946,-0.2955663800239563,-0.34202325344085693,0.2500194311141968,-0.0089919064193964,0.027423379942774773,-0.27138781547546387,-0.3464776277542114,0.36233943700790405,-0.14941704273223877,0.04312519356608391,0.2599845826625824,0.4457545280456543,0.3680523633956909,-0.129631906747818,-0.1792580932378769
1138,-0.08906426280736923,-0.4035615921020508,-0.3861019015312195,0.2978895306587219,-0.017450977116823196,0.04005645215511322,-0.3979009687900543,-0.4147220849990845,0.46143415570259094,-0.15196189284324646,-0.0026656165719032288,0.29099389910697937,0.5255151391029358,0.4303181767463684,-0.12452127039432526,-0.24252839386463165
1155,0.04056970030069351,-0.009483933448791504,0.006843134760856628,-0.0867987871170044,-0.012579990550875664,0.008186761289834976,0.02687818557024002,0.1197434514760971,-0.021331213414669037,0.034591227769851685,-0.09399846196174622,-0.04374883696436882,-0.08360375463962555,-0.02680070698261261,-0.04762866348028183,0.04495522752404213
