rank,node
1,10074432
2,11702862
3,12080652
4,12081592
5,12174212
6,12740012
7,13651452
8,13923382
9,14109605
10,14110253
11,14115889
12,14135487
13,14334981
14,14342597
15,14420451
16,14465317
17,14625006
18,14680965
19,14754547
20,147563
21,14778534
22,14866770
23,14879825
24,14949111
25,14986396
26,15038481
27,15063431
28,15225972
29,15286893
30,15322509
31,15338937
32,15808140
33,1584901
34,16010382
35,16365445
36,16428853
37,16510377
38,16547885
39,16933135
40,16945142
41,16988986
42,17291344
43,17316916
44,17416766
45,17553103
46,17560937
47,17624589
48,17644635
49,17746464
50,17864134
51,18201948
52,1833431
53,18405034
54,18593382
55,19033871
56,19041498
57,19461979
58,19543485
59,19904805
60,20150376
61,20199133
62,20311466
63,20352155
64,20650869
65,20725832
66,20788139
67,20961576
68,21165967
69,21463619
70,21501777
71,21588987
72,21818817
73,2207861
74,22168649
75,22271534
76,22284693
77,22629977
78,22918836
79,23236261
80,23240683
81,23456569
82,23516386
83,23679184
84,23845287
85,25477060
86,26960967
87,27109599
88,27603170
89,27671298
90,27817171
91,27930985
92,28552463
93,30393446
94,30412906
95,34172957
96,34339684
97,345863
98,34655157
99,34879749
100,35676636
101,36150796
102,37458941
103,37531004
104,37977353
105,38420334
106,38512364
107,38559254
108,38813185
109,40897994
110,41688436
111,43452681
112,43535614
113,5807732
114,638663
115,7067852
116,7400342
117,754799
118,8026012
119,901731
120,9791392
