node_id,community_id,community_size
1,0,104
10,0,104
100,1,47
101,2,49
102,3,57
103,0,104
104,3,57
105,0,104
106,3,57
107,0,104
108,0,104
109,0,104
11,0,104
110,0,104
111,2,49
112,2,49
113,2,49
114,0,104
115,0,104
116,4,36
117,5,55
118,0,104
119,0,104
12,5,55
120,1,47
121,3,57
122,1,47
123,0,104
124,5,55
125,1,47
126,5,55
127,2,49
128,2,49
129,0,104
13,4,36
130,1,47
131,3,57
132,4,36
133,1,47
134,0,104
135,0,104
136,3,57
137,0,104
138,0,104
139,2,49
14,1,47
140,1,47
141,3,57
142,6,19
143,4,36
144,5,55
145,5,55
146,0,104
147,0,104
148,0,104
149,1,47
15,1,47
150,1,47
151,4,36
152,0,104
153,5,55
154,4,36
155,1,47
156,1,47
157,4,36
158,1,47
159,3,57
16,1,47
160,7,1
161,0,104
162,1,47
163,1,47
164,5,55
165,0,104
166,5,55
167,0,104
168,1,47
169,0,104
17,0,104
170,2,49
171,0,104
172,0,104
173,0,104
174,5,55
175,3,57
176,5,55
177,0,104
178,3,57
179,5,55
18,5,55
180,3,57
181,5,55
182,3,57
183,2,49
184,5,55
185,2,49
186,1,47
187,5,55
188,5,55
189,3,57
19,3,57
190,3,57
191,1,47
192,1,47
193,5,55
194,4,36
195,3,57
196,2,49
197,2,49
198,1,47
199,6,19
2,2,49
20,0,104
200,4,36
201,1,47
202,0,104
203,3,57
204,0,104
205,0,104
206,2,49
207,3,57
208,3,57
209,3,57
21,2,49
210,0,104
211,4,36
212,0,104
213,2,49
214,0,104
215,0,104
216,5,55
217,0,104
218,2,49
219,0,104
22,4,36
220,2,49
221,0,104
222,0,104
223,0,104
224,3,57
225,0,104
226,0,104
227,0,104
228,3,57
229,0,104
23,2,49
230,0,104
231,0,104
232,4,36
233,4,36
234,5,55
235,0,104
236,5,55
237,6,19
238,1,47
239,2,49
24,0,104
240,5,55
241,3,57
242,1,47
243,5,55
244,5,55
245,5,55
246,2,49
247,3,57
248,2,49
249,5,55
25,3,57
250,0,104
251,0,104
252,5,55
253,4,36
254,6,19
255,4,36
256,3,57
257,5,55
258,0,104
259,0,104
26,1,47
260,2,49
261,0,104
262,0,104
263,5,55
264,0,104
265,1,47
266,0,104
267,5,55
268,5,55
269,1,47
27,0,104
270,2,49
271,4,36
272,5,55
273,3,57
274,3,57
275,3,57
276,0,104
277,3,57
278,1,47
279,4,36
28,1,47
280,0,104
281,2,49
282,6,19
283,4,36
284,5,55
285,2,49
286,0,104
287,5,55
288,1,47
289,0,104
29,6,19
290,0,104
291,3,57
292,1,47
293,5,55
294,1,47
295,4,36
296,0,104
297,1,47
298,1,47
299,0,104
3,1,47
30,0,104
300,4,36
301,4,36
302,0,104
303,5,55
304,3,57
305,3,57
306,5,55
307,0,104
308,5,55
309,1,47
31,0,104
310,0,104
311,4,36
312,6,19
313,2,49
314,2,49
315,5,55
316,3,57
317,4,36
318,5,55
319,2,49
32,4,36
320,2,49
321,3,57
322,2,49
323,2,49
324,5,55
325,3,57
326,6,19
327,0,104
328,0,104
329,0,104
33,0,104
330,3,57
331,4,36
332,4,36
333,4,36
334,3,57
335,1,47
336,3,57
337,5,55
338,4,36
339,5,55
34,5,55
340,3,57
341,5,55
342,1,47
343,3,57
344,5,55
345,0,104
346,3,57
347,0,104
348,1,47
349,3,57
35,2,49
350,3,57
351,8,130
352,2,49
353,8,130
354,2,49
355,8,130
356,2,49
357,8,130
358,8,130
359,8,130
36,2,49
360,8,130
361,8,130
362,3,57
363,8,130
364,8,130
365,8,130
366,8,130
367,6,19
368,8,130
369,4,36
37,0,104
370,8,130
371,8,130
372,8,130
373,8,130
374,8,130
375,8,130
376,8,130
377,8,130
378,8,130
379,1,47
38,0,104
380,8,130
381,2,49
382,8,130
383,8,130
384,8,130
385,8,130
386,8,130
387,8,130
388,4,36
389,8,130
39,3,57
390,8,130
391,8,130
392,8,130
393,8,130
394,8,130
395,8,130
396,8,130
397,8,130
398,8,130
399,8,130
4,0,104
40,6,19
400,8,130
401,8,130
402,8,130
403,8,130
404,4,36
405,2,49
406,8,130
407,8,130
408,8,130
409,8,130
41,2,49
410,8,130
411,8,130
412,8,130
413,8,130
414,8,130
415,8,130
416,8,130
417,8,130
418,8,130
419,8,130
42,3,57
420,8,130
421,8,130
422,8,130
423,8,130
424,5,55
425,8,130
426,8,130
427,8,130
428,8,130
429,8,130
43,6,19
430,8,130
431,8,130
432,8,130
433,8,130
434,3,57
435,8,130
436,8,130
437,8,130
438,8,130
439,8,130
44,0,104
440,8,130
441,8,130
442,8,130
443,8,130
444,8,130
445,8,130
446,8,130
447,8,130
448,8,130
449,8,130
45,0,104
450,8,130
451,8,130
452,8,130
453,8,130
454,8,130
455,8,130
456,8,130
457,8,130
458,8,130
459,8,130
46,1,47
460,8,130
461,8,130
462,8,130
463,4,36
464,9,1
465,8,130
466,8,130
467,8,130
468,8,130
469,6,19
47,0,104
470,8,130
471,8,130
472,8,130
473,8,130
474,8,130
475,8,130
476,8,130
477,4,36
478,8,130
479,8,130
48,0,104
480,8,130
481,8,130
482,0,104
483,8,130
484,8,130
485,8,130
486,8,130
487,10,1
488,8,130
489,8,130
49,4,36
490,8,130
491,8,130
492,6,19
493,8,130
494,8,130
495,8,130
496,8,130
497,8,130
498,8,130
499,8,130
5,0,104
50,4,36
500,8,130
51,2,49
52,5,55
53,6,19
54,3,57
55,5,55
56,2,49
57,3,57
58,0,104
59,3,57
6,0,104
60,2,49
61,5,55
62,5,55
63,6,19
64,0,104
65,2,49
66,4,36
67,3,57
68,6,19
69,1,47
7,3,57
70,2,49
71,6,19
72,3,57
73,2,49
74,5,55
75,1,47
76,6,19
77,1,47
78,1,47
79,0,104
8,1,47
80,2,49
81,6,19
82,0,104
83,0,104
84,0,104
85,3,57
86,2,49
87,3,57
88,0,104
89,0,104
9,0,104
90,2,49
91,5,55
92,5,55
93,0,104
94,5,55
95,3,57
96,0,104
97,0,104
98,0,104
99,0,104
