node_id,ris_score,fair_ris_score,shortfall_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
0,0.2,0.25,0.25,0.0,0.11970368748466735,0.23598233,0.25,0.23598232865333557
1,0.0,0.0,0.0,0.0,0.12771852070370857,0.006071766,0.0,0.006071765907108784
10,0.8,0.5376009268878291,0.0,0.0,0.2545148733525333,0.3099372,0.5376009268878291,0.3099372088909149
100,0.2,0.125,0.030316704955694128,0.08026755852842817,0.19325619758700371,0.101483546,0.125,0.1014835461974144
101,0.0,0.0,0.0,0.7826086956521741,0.20832520582123654,0.072060294,0.0,0.07206029444932938
102,0.2,0.25,0.25,0.5059288537549408,0.2751295872244833,0.28356427,0.25,0.2835642695426941
103,0.0,0.0,0.0,0.2236024844720499,0.04684772949742049,0.019975077,0.0,0.019975077360868454
104,0.0,0.0,0.0,0.0,0.32757692566705116,0.015594362,0.0,0.015594362281262875
105,0.2,0.25,0.25,0.5059288537549408,0.09351436408135928,0.2749109,0.25,0.27491089701652527
106,0.2,0.125,0.030316704955694128,0.7826086956521741,0.10203266123567069,0.15291078,0.125,0.15291078388690948
107,0.2,0.22760378700647935,0.0,0.2236024844720499,0.176334592532474,0.13020633,0.22760378700647935,0.13020633161067963
108,0.6,0.40320069516587187,0.0,0.08026755852842817,0.25370624721230733,0.24181682,0.40320069516587187,0.24181681871414185
109,0.0,0.0,0.0,0.08026755852842817,0.0504955831797662,0.008766489,0.0,0.00876648910343647
11,0.2,0.125,0.030316704955694128,0.0,0.0975979395998719,0.0905516,0.125,0.09055159986019135
110,0.0,0.0,0.0,0.0,0.16483774558835332,0.0078403745,0.0,0.007840374484658241
111,0.0,0.0,0.0,0.7826086956521741,0.1676905625989174,0.07012419,0.0,0.07012418657541275
112,0.2,0.22760378700647935,0.0,0.2236024844720499,0.2674691858199179,0.13454859,0.22760378700647935,0.1345485895872116
113,0.2,0.125,0.030316704955694128,0.5059288537549408,0.10433906411406758,0.1310492,0.125,0.13104920089244843
114,0.6,0.6828113610194381,0.0,0.0,0.19820718007416036,0.3216152,0.6828113610194381,0.32161518931388855
115,0.0,0.0,0.0,0.0,0.09248173650465215,0.004392849,0.0,0.004392848815768957
116,0.4,0.25,0.060633409911388256,0.5059288537549408,0.22832879097471337,0.2228719,0.25,0.22287189960479736
117,0.6,0.75,0.75,0.08026755852842817,0.284613792129579,0.7107988,0.75,0.7107987999916077
118,0.0,0.0,0.0,0.0,0.09927675117700113,0.004716609,0.0,0.004716609138995409
119,0.2,0.13440023172195728,0.0,0.0,0.21011084367069308,0.08445349,0.13440023172195728,0.08445349335670471
12,0.4,0.4552075740129587,0.0,0.0,0.782329074657749,0.24538505,0.4552075740129587,0.2453850507736206
120,0.6,0.375,0.09095011486708238,0.5059288537549408,0.1977557399484688,0.30733016,0.375,0.3073301613330841
121,0.0,0.0,0.0,0.5059288537549408,0.05316225023059067,0.042695817,0.0,0.04269581660628319
122,0.6,0.40320069516587187,0.0,0.08026755852842817,0.390705078447231,0.24834436,0.40320069516587187,0.24834436178207397
123,0.4,0.26880046344391456,0.0,0.7826086956521741,0.18265661782918102,0.21974929,0.26880046344391456,0.21974928677082062
124,0.0,0.0,0.0,0.0,0.0002854731919178281,0.0,0.0,0.0
125,0.2,0.13440023172195728,0.0,0.4039270687237027,0.17784874660908687,0.11499264,0.13440023172195728,0.1149926409125328
126,0.2,0.13440023172195728,0.0,0.4039270687237027,0.19009575195852021,0.11557617,0.13440023172195728,0.11557617038488388
127,0.0,0.0,0.0,0.08026755852842817,0.22478825435515887,0.017070962,0.0,0.017070962116122246
128,0.4,0.25,0.060633409911388256,0.08026755852842817,0.15884767265124208,0.18575908,0.25,0.18575908243656158
129,0.0,0.0,0.0,0.5059288537549408,0.12650392570590396,0.046190307,0.0,0.046190306544303894
13,0.6,0.40320069516587187,0.0,0.0,0.8414001086134828,0.26344436,0.40320069516587187,0.26344436407089233
130,0.0,0.0,0.0,0.4039270687237027,0.005999152043682464,0.032348566,0.0,0.03234856575727463
131,0.0,0.0,0.0,0.0,0.044118414558783556,0.0020884955,0.0,0.0020884955301880836
132,0.0,0.0,0.0,0.2236024844720499,0.08392431674783904,0.021741655,0.0,0.021741654723882675
133,0.0,0.0,0.0,0.2236024844720499,0.005139326653856468,0.01798781,0.0,0.01798781007528305
134,0.4,0.26880046344391456,0.0,0.4039270687237027,0.22784874660908686,0.19183098,0.26880046344391456,0.19183097779750824
135,0.0,0.0,0.0,0.08026755852842817,0.09753336969427165,0.011007685,0.0,0.011007685214281082
136,0.2,0.13440023172195728,0.0,0.2236024844720499,0.0968477294974205,0.09681342,0.13440023172195728,0.09681341797113419
137,0.4,0.25,0.060633409911388256,0.5059288537549408,0.15643966328063005,0.21944661,0.25,0.21944661438465118
138,0.4,0.26880046344391456,0.0,0.0,0.21375173759323038,0.15908298,0.26880046344391456,0.15908297896385193
139,0.2,0.22760378700647935,0.0,0.2236024844720499,0.21959290058921285,0.13226745,0.22760378700647935,0.13226744532585144
14,0.0,0.0,0.0,0.7826086956521741,0.5114432905425395,0.08650288,0.0,0.08650287985801697
140,1.0,0.6720011586097863,0.0,0.0,0.41011084367069306,0.39180684,0.6720011586097863,0.39180684089660645
141,0.0,0.0,0.0,0.4039270687237027,0.08499931046621212,0.036112666,0.0,0.03611266613006592
142,0.0,0.0,0.0,0.2236024844720499,0.126387529962595,0.023764888,0.0,0.02376488782465458
143,0.0,0.0,0.0,0.7826086956521741,0.12270305393598059,0.067980684,0.0,0.06798068434000015
144,0.6,0.375,0.09095011486708238,0.08026755852842817,0.20884767265124204,0.2740564,0.375,0.27405640482902527
145,0.2,0.22760378700647935,0.0,0.2236024844720499,0.05156502315839002,0.12426147,0.22760378700647935,0.12426146864891052
146,0.0,0.0,0.0,0.5059288537549408,0.05051202162392342,0.04256954,0.0,0.042569540441036224
147,0.2,0.13440023172195728,0.0,0.7826086956521741,0.13296013458914047,0.1429254,0.13440023172195728,0.14292539656162262
148,0.0,0.0,0.0,0.7826086956521741,0.09761265981340857,0.06678521,0.0,0.06678520888090134
149,0.6,0.375,0.09095011486708238,0.08026755852842817,0.15288171556436037,0.2713898,0.375,0.27138981223106384
15,0.2,0.13440023172195728,0.0,0.7826086956521741,0.4749189486309402,0.15921861,0.13440023172195728,0.15921860933303833
150,0.2,0.13440023172195728,0.0,0.0,0.10016870979794111,0.07921511,0.13440023172195728,0.07921510934829712
151,0.4,0.26880046344391456,0.0,0.7826086956521741,0.18871242702326751,0.22003782,0.26880046344391456,0.2200378179550171
