node_id,ris_score,fair_ris_score,shortfall_gain,mf_gain_score,weakest_group_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
0,0.2857142857142857,0.25164902786983967,0.0,0.0,0.0,0.0,0.13101748495349075,0.111817755,0.25164902786983967,0.11181775480508804
1,0.2857142857142857,0.25825463304220103,0.0,0.0,0.0,0.0,0.1852086872644806,0.11580346,0.25825463304220103,0.11580345779657364
10,0.8571428571428571,0.754947083609519,0.0,0.0,0.0,0.0,0.25027147305893555,0.3300888,0.754947083609519,0.3300887942314148
100,0.14285714285714285,0.16666666666666669,0.0,0.0,0.0,0.08026755852842817,0.16636187464016974,0.07637006,0.16666666666666669,0.07637006044387817
101,0.14285714285714285,0.09368005865124772,0.1307832422586521,0.0,0.0,0.7826086956521741,0.22714232670289222,0.15965618,0.09368005865124772,0.15965618193149567
102,0.14285714285714285,0.12582451393491983,0.0,0.0,0.0,0.5059288537549408,0.24283916804166028,0.0972111,0.12582451393491983,0.09721110016107559
103,0.2857142857142857,0.25825463304220103,0.0,0.0,0.0,0.2236024844720499,0.10966791322203473,0.12785976,0.25825463304220103,0.12785975635051727
104,0.0,0.0,0.0,0.0,0.0,0.0,0.3051739910613938,0.012168193,0.0,0.012168193235993385
105,0.2857142857142857,0.25825463304220103,0.0,0.0,0.0,0.5059288537549408,0.10655424263788933,0.14682613,0.25825463304220103,0.1468261331319809
106,0.14285714285714285,0.09368005865124772,0.1307832422586521,0.0,0.0,0.7826086956521741,0.08115068226675967,0.15373245,0.09368005865124772,0.15373244881629944
107,0.42857142857142855,0.38738194956330146,0.0,0.0,0.0,0.2236024844720499,0.21727640594601066,0.18647754,0.38738194956330146,0.18647754192352295
108,0.42857142857142855,0.5,0.0,0.0,0.0,0.08026755852842817,0.19613944542803027,0.20639047,0.5,0.20639047026634216
109,0.0,0.0,0.0,0.0,0.0,0.08026755852842817,0.04635447449677695,0.007094581,0.0,0.0070945811457931995
11,0.14285714285714285,0.12582451393491983,0.0,0.0,0.0,0.0,0.07700824344510294,0.05626823,0.12582451393491983,0.05626823008060455
110,0.0,0.0,0.0,0.0,0.0,0.0,0.153160594793027,0.0060001235,0.0,0.006000123452395201
111,0.2857142857142857,0.18736011730249544,0.2615664845173042,0.0,0.0,0.7826086956521741,0.22254625920833424,0.25719887,0.18736011730249544,0.25719887018203735
112,0.42857142857142855,0.5463658560915973,0.0,0.0,0.0,0.2236024844720499,0.30240451729855194,0.23293771,0.5463658560915973,0.23293770849704742
113,0.14285714285714285,0.18736011730249544,0.19999999999999998,0.2,0.2,0.5059288537549408,0.08330507517041509,0.22911109,0.18736011730249544,0.22911109030246735
114,0.5714285714285714,0.5132064634982213,0.0,0.0,0.0,0.0,0.1776586357225,0.22310664,0.5132064634982213,0.22310663759708405
115,0.0,0.0,0.0,0.0,0.0,0.0,0.08557341218636004,0.0032577175,0.0,0.0032577174715697765
