dataset,community_method,diffusion_model,method,variant_type,seed_set,total_spread,mf,dcv,f_score,runtime_seconds,candidate_pool_size,optimization_mode,swarm_guidance,crossover,local_search,community_aware_mutation,node2vec_enabled,node2vec_mode,note,ml_guidance_mode,ml_validation_spearman,ml_validation_precision_at_budget,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note,community_modularity,num_communities,largest_community_size,smallest_community_size,average_community_size,community_size_std,comparison_baseline_method,delta_f_score
graph_spa_500_0,leiden,ic,degree,baseline,"[12, 13, 17, 18, 21, 238, 263, 264, 265, 266, 271, 278, 281, 287, 297, 298, 303, 33, 39, 44]",21.65,0.04,0.0381062355658198,0.000946882217090099,0.004574799997499213,500,full,False,False,False,False,False,off,,off,,,0,10.825,1.0,"female,male",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,-0.020989810827474663
graph_spa_500_0,leiden,ic,pagerank,baseline,"[12, 13, 14, 15, 17, 18, 21, 24, 264, 265, 267, 271, 278, 287, 303, 33, 35, 38, 44, 53]",21.9,0.03901960784313725,0.054570686722177436,-0.007775539439520092,0.007393299998511793,500,full,False,False,False,False,False,off,,off,,,0,10.95,1.0,"male,female",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,-0.029712232484084854
graph_spa_500_0,leiden,ic,community_round_robin,baseline,"[12, 13, 14, 17, 18, 21, 223, 238, 264, 265, 269, 271, 278, 303, 312, 38, 40, 465, 481, 6]",21.6,0.03843137254901961,0.055192447349310135,-0.008380537400145261,0.006672000003163703,500,full,False,False,False,True,False,off,,off,,,0,10.8,1.0,"male,female",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,-0.030317230444710023
graph_spa_500_0,leiden,ic,random,baseline,"[135, 136, 14, 155, 187, 288, 29, 300, 328, 330, 383, 404, 418, 424, 434, 437, 449, 474, 476, 81]",20.4,0.03734693877551021,0.0423169267707082,-0.0024849939975989978,0.001874199999292614,500,full,False,False,False,False,False,off,,off,,,0,10.2,1.0,"female,male",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,-0.02442168704216376
graph_spa_500_0,leiden,ic,cea_fim,comparator,"[12, 13, 14, 17, 21, 223, 238, 267, 271, 287, 312, 317, 40, 411, 44, 465, 483, 492, 77, 85]",21.55,0.04306122448979592,0.0004498319049197015,0.02130569629243811,1.408088999996835,500,full,False,True,False,True,False,off,CEA-style baseline: community EA without swarm guidance or local search.; history=graph_spa_500_0_budget20_leiden_cea_fim_history.csv,off,,,0,10.775,1.0,"female,male",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,-0.0006309967521266509
graph_spa_500_0,leiden,ic,hybrid_siea,proposed,"[12, 13, 15, 17, 18, 21, 238, 263, 264, 265, 269, 271, 287, 303, 312, 33, 36, 40, 464, 481]",22.55,0.045098039215686274,2.173818529631803e-05,0.022538150515194977,34.152543199998036,500,full,True,True,True,True,False,off,history=graph_spa_500_0_budget20_leiden_hybrid_siea_history.csv,off,,,0,11.275,1.0,"male,female",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,0.000601457470630215
graph_spa_500_0,leiden,ic,hybrid_no_swarm,ablation,"[12, 13, 14, 17, 18, 22, 223, 238, 264, 271, 285, 287, 303, 312, 33, 380, 464, 481, 52, 85]",22.35,0.0446938775510204,6.848376934674853e-05,0.022312696890836828,36.32390170000144,500,full,False,True,True,True,False,off,Ablation: swarm guidance disabled.; history=graph_spa_500_0_budget20_leiden_hybrid_no_swarm_history.csv,off,,,0,11.175,1.0,"female,male",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,0.00037600384627206607
graph_spa_500_0,leiden,ic,hybrid_no_crossover,ablation,"[12, 13, 14, 17, 21, 225, 238, 263, 264, 265, 271, 274, 287, 298, 303, 33, 40, 45, 468, 481]",22.55,0.045098039215686274,2.173818529631803e-05,0.022538150515194977,34.11712340000304,500,full,True,False,True,True,False,off,Ablation: crossover disabled.; history=graph_spa_500_0_budget20_leiden_hybrid_no_crossover_history.csv,off,,,0,11.275,1.0,"male,female",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,0.000601457470630215
graph_spa_500_0,leiden,ic,hybrid_no_local_search,ablation,"[12, 13, 14, 17, 223, 238, 24, 264, 265, 267, 271, 287, 312, 33, 40, 44, 465, 483, 52, 6]",22.1,0.04411764705882353,0.0009315943571999288,0.0215930263508118,1.917473899997276,500,full,True,True,False,True,False,off,Ablation: local search disabled.; history=graph_spa_500_0_budget20_leiden_hybrid_no_local_search_history.csv,off,,,0,11.05,1.0,"male,female",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,-0.00034366669375296074
graph_spa_500_0,leiden,ic,hybrid_no_community_mutation,ablation,"[12, 13, 17, 21, 223, 238, 263, 264, 265, 266, 271, 287, 298, 327, 33, 37, 38, 44, 464, 53]",22.35,0.0446938775510204,6.848376934674853e-05,0.022312696890836828,45.16621419999865,500,full,True,True,True,False,False,off,Ablation: community-aware mutation bonus disabled.; history=graph_spa_500_0_budget20_leiden_hybrid_no_community_mutation_history.csv,off,,,0,11.175,1.0,"female,male",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,0.00037600384627206607
graph_spa_500_0,leiden,ic,ml_topk,ml_baseline,"[1, 113, 116, 117, 13, 22, 261, 263, 264, 271, 272, 278, 313, 332, 37, 371, 38, 411, 57, 61]",21.5,0.03918367346938775,0.04437588989084008,-0.002596108210726162,1.542393900002935,500,full,False,False,False,False,False,off,ML ranking baseline; spearman=0.195726; precision_at_budget=0.200000; label_variance=0.026988,off,0.19572625462951554,0.2,0,10.75,1.0,"female,male",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,-0.024532801255290924
graph_spa_500_0,leiden,ic,hybrid_siea_ml_hard_filter,ml_guided,"[104, 117, 13, 20, 22, 239, 261, 263, 264, 271, 272, 278, 313, 332, 38, 452, 465, 483, 6, 61]",21.95,0.04387755102040816,0.0002556831388591705,0.021810933940774494,32.67737610000404,125,full,True,True,True,True,False,off,ML guidance mode=hard_filter; candidate_pool=125; spearman=0.195726; precision_at_budget=0.200000; label_variance=0.026988; history=graph_spa_500_0_budget20_leiden_hybrid_siea_ml_hard_filter_history.csv,hard_filter,0.19572625462951554,0.2,0,10.975,1.0,"female,male",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,-0.00012575910379026764
graph_spa_500_0,leiden,ic,hybrid_siea_ml_soft_bias,ml_guided,"[12, 13, 14, 17, 21, 223, 238, 263, 264, 265, 269, 271, 287, 298, 303, 312, 38, 40, 464, 481]",22.55,0.045098039215686274,2.173818529631803e-05,0.022538150515194977,44.467741600004956,500,full,True,True,True,True,False,off,ML guidance mode=soft_bias; full_pool=500; spearman=0.195726; precision_at_budget=0.200000; label_variance=0.026988; history=graph_spa_500_0_budget20_leiden_hybrid_siea_ml_soft_bias_history.csv,soft_bias,0.19572625462951554,0.2,0,11.275,1.0,"male,female",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,0.000601457470630215
graph_spa_500_0,leiden,ic,hybrid_siea_ml_two_tier,ml_guided,"[12, 13, 21, 22, 239, 261, 263, 264, 269, 271, 272, 278, 282, 298, 313, 37, 38, 43, 44, 464]",22.55,0.045098039215686274,2.173818529631803e-05,0.022538150515194977,42.11753440000393,500,full,True,True,True,True,False,off,ML guidance mode=two_tier; full_pool=500; tier_policy=legacy; spearman=0.195726; precision_at_budget=0.200000; label_variance=0.026988; history=graph_spa_500_0_budget20_leiden_hybrid_siea_ml_two_tier_history.csv,two_tier,0.19572625462951554,0.2,0,11.275,1.0,"male,female",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,0.000601457470630215
graph_spa_500_0,leiden,ic,hybrid_siea_ml_two_tier_tuned,ml_guided,"[12, 13, 17, 18, 21, 226, 238, 263, 264, 269, 271, 278, 287, 30, 313, 33, 35, 36, 464, 481]",22.9,0.04568627450980392,0.0012415446527956123,0.022222364928504153,44.64025180000317,500,full,True,True,True,True,False,off,ML guidance mode=two_tier; full_pool=500; tier_policy=tuned; spearman=0.195726; precision_at_budget=0.200000; label_variance=0.026988; history=graph_spa_500_0_budget20_leiden_hybrid_siea_ml_two_tier_tuned_history.csv,two_tier,0.19572625462951554,0.2,0,11.45,1.0,"male,female",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,0.00028567188393939166
graph_spa_500_0,leiden,ic,hybrid_siea_ml_two_tier_tuned_fairness_full,refinement_baseline,"[12, 127, 13, 14, 17, 21, 235, 238, 263, 269, 271, 275, 28, 284, 298, 33, 464, 489, 55, 6]",22.05,0.044081632653061226,0.000208246563931703,0.021936693044564762,11.614385200002289,500,full,True,True,True,True,False,off,Current best fairness-focused method before the new refinement study.; ML guidance mode=two_tier; full_pool=500; spearman=0.195726; precision_at_budget=0.200000; label_variance=0.026988; history=graph_spa_500_0_budget20_leiden_hybrid_siea_ml_two_tier_tuned_fairness_full_history.csv,two_tier,0.19572625462951554,0.2,0,11.025,1.0,"female,male",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,0.0
graph_spa_500_0,leiden,ic,hybrid_siea_ml_two_tier_tuned_marginal_gain,refinement_variant,"[127, 13, 14, 17, 238, 26, 271, 285, 287, 312, 327, 331, 38, 40, 428, 476, 489, 55, 6, 85]",21.75,0.04346938775510204,0.00035186488388460165,0.02155876143560872,28.41240970000581,500,full,True,True,True,True,False,off,Current best method plus marginal fairness-gain candidate scoring.; ML guidance mode=two_tier; full_pool=500; spearman=0.195726; precision_at_budget=0.200000; label_variance=0.026988; history=graph_spa_500_0_budget20_leiden_hybrid_siea_ml_two_tier_tuned_marginal_gain_history.csv,two_tier,0.19572625462951554,0.2,0,10.875,1.0,"female,male",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,-0.00037793160895604333
graph_spa_500_0,leiden,ic,hybrid_siea_ml_two_tier_tuned_swap_local_search,refinement_variant,"[1, 127, 13, 17, 196, 238, 264, 267, 269, 271, 281, 285, 287, 298, 33, 40, 428, 464, 469, 61]",22.15,0.04428571428571428,0.00016123831022246045,0.02206223798774591,15.017802500005928,500,full,True,True,True,True,False,off,Current best method plus swap-focused local search refinement.; ML guidance mode=two_tier; full_pool=500; spearman=0.195726; precision_at_budget=0.200000; label_variance=0.026988; history=graph_spa_500_0_budget20_leiden_hybrid_siea_ml_two_tier_tuned_swap_local_search_history.csv,two_tier,0.19572625462951554,0.2,0,11.075,1.0,"female,male",0.8021797497446647,19,48,6,26.31578947368421,11.995844155719524,hybrid_siea_ml_two_tier_tuned_fairness_full,0.0001255449431811495
