node_id,ris_global_score,fair_ris_score
1007,0.6,0.5483870967741935
1009,0.48,0.45161290322580644
1025,0.24,0.22580645161290322
1048,0.44,0.3548387096774193
1049,0.32,0.48387096774193544
1074,0.16,0.25806451612903225
1092,0.52,0.45161290322580644
1097,0.48,0.4193548387096774
11,0.24,0.1935483870967742
1119,0.4,0.3225806451612903
1131,0.44,0.3548387096774193
1137,0.6,0.5483870967741935
1138,0.44,0.3870967741935484
1155,0.28,0.3548387096774193
1159,0.84,0.7741935483870968
1175,0.32,0.25806451612903225
1190,0.36,0.29032258064516125
1197,0.4,0.3548387096774193
1198,0.28,0.3548387096774193
12,0.52,0.45161290322580644
1209,0.2,0.3225806451612903
1215,0.2,0.3225806451612903
1216,0.36,0.3225806451612903
1228,0.4,0.5161290322580645
1234,0.56,0.48387096774193544
1235,0.36,0.3548387096774193
1237,0.64,0.5161290322580645
1240,0.2,0.16129032258064516
1245,0.4,0.3225806451612903
1261,0.04,0.03225806451612903
1264,0.28,0.25806451612903225
1267,0.28,0.22580645161290322
1291,0.4,0.3548387096774193
13,0.32,0.3225806451612903
1315,0.56,0.5806451612903225
1318,0.52,0.5161290322580645
1324,0.76,0.6451612903225806
1326,0.36,0.48387096774193544
1335,0.68,0.6129032258064516
1336,0.36,0.3548387096774193
134,0.32,0.29032258064516125
1348,0.24,0.1935483870967742
135,0.16,0.12903225806451613
1424,0.4,0.3548387096774193
1448,0.52,0.4193548387096774
1477,0.28,0.3548387096774193
1494,0.32,0.3548387096774193
1499,0.52,0.45161290322580644
1506,0.32,0.48387096774193544
1512,0.24,0.1935483870967742
1520,0.28,0.22580645161290322
1528,0.24,0.1935483870967742
1540,0.2,0.16129032258064516
1550,0.28,0.3870967741935484
1561,0.2,0.16129032258064516
1587,0.4,0.3548387096774193
1593,0.36,0.3548387096774193
1595,0.24,0.29032258064516125
16,0.16,0.22580645161290322
1616,0.6,0.5161290322580645
1625,0.6,0.5483870967741935
1628,0.52,0.5161290322580645
1650,0.12,0.1935483870967742
1674,0.16,0.22580645161290322
1682,0.28,0.22580645161290322
1691,0.56,0.45161290322580644
1714,0.2,0.16129032258064516
1718,0.2,0.1935483870967742
1729,0.36,0.29032258064516125
1771,0.24,0.22580645161290322
1792,0.68,0.5806451612903225
1795,0.24,0.22580645161290322
180,0.4,0.3225806451612903
1809,0.56,0.45161290322580644
1822,0.4,0.6129032258064516
1847,0.52,0.48387096774193544
1849,0.68,0.6129032258064516
1875,0.24,0.1935483870967742
1897,0.52,0.45161290322580644
1901,0.24,0.1935483870967742
1931,0.44,0.3870967741935484
1938,0.2,0.16129032258064516
1942,0.28,0.25806451612903225
1967,0.12,0.0967741935483871
1971,0.16,0.12903225806451613
1973,0.28,0.25806451612903225
1978,0.12,0.16129032258064516
1984,0.16,0.12903225806451613
1985,0.2,0.3225806451612903
1999,0.16,0.12903225806451613
20,0.48,0.3870967741935484
2014,0.24,0.3870967741935484
2016,0.32,0.3548387096774193
205,0.32,0.25806451612903225
2053,0.24,0.3548387096774193
2055,0.16,0.22580645161290322
2073,0.4,0.3225806451612903
2089,0.44,0.3548387096774193
2113,0.68,0.6774193548387097
2121,0.4,0.6129032258064516
2164,0.24,0.22580645161290322
2170,0.36,0.29032258064516125
2196,0.24,0.1935483870967742
220,0.04,0.06451612903225806
2216,0.56,0.45161290322580644
2234,0.56,0.45161290322580644
2284,0.16,0.12903225806451613
2289,0.32,0.48387096774193544
231,0.64,0.5161290322580645
2317,0.44,0.3870967741935484
2333,0.56,0.5483870967741935
2343,0.32,0.25806451612903225
2347,0.6,0.5161290322580645
2375,0.12,0.0967741935483871
2382,0.48,0.45161290322580644
2411,0.72,0.6451612903225806
2429,0.4,0.3225806451612903
2435,0.6,0.48387096774193544
2436,0.24,0.1935483870967742
2495,0.72,0.6129032258064516
2531,0.28,0.22580645161290322
2587,0.36,0.3225806451612903
2596,0.28,0.22580645161290322
2628,0.64,0.5806451612903225
2652,0.24,0.1935483870967742
2659,0.88,0.8064516129032259
2684,0.48,0.6451612903225806
2692,0.12,0.0967741935483871
2727,0.12,0.16129032258064516
2730,0.64,0.5806451612903225
2744,0.44,0.6129032258064516
2787,0.52,0.45161290322580644
2806,0.56,0.48387096774193544
2848,0.52,0.4193548387096774
2855,0.44,0.4193548387096774
2866,0.32,0.25806451612903225
2868,0.72,0.6451612903225806
2889,0.36,0.5483870967741935
2908,0.56,0.48387096774193544
291,0.36,0.29032258064516125
2930,0.56,0.48387096774193544
2946,0.12,0.16129032258064516
2980,0.16,0.12903225806451613
2990,0.2,0.25806451612903225
2993,0.08,0.06451612903225806
3005,0.24,0.1935483870967742
3007,0.2,0.16129032258064516
3010,0.52,0.45161290322580644
3030,0.4,0.3548387096774193
3034,0.6,0.5161290322580645
3051,0.36,0.3225806451612903
3059,0.48,0.45161290322580644
3061,0.24,0.1935483870967742
3067,0.16,0.25806451612903225
3073,0.28,0.45161290322580644
3078,0.48,0.48387096774193544
3087,0.28,0.3870967741935484
3088,0.32,0.25806451612903225
3090,0.52,0.45161290322580644
3099,0.48,0.4193548387096774
3116,0.28,0.22580645161290322
3123,0.28,0.3870967741935484
3145,0.56,0.6129032258064516
3161,0.64,0.6129032258064516
3168,0.24,0.3870967741935484
319,0.32,0.25806451612903225
3197,0.16,0.12903225806451613
3232,0.44,0.4193548387096774
325,0.44,0.3548387096774193
3255,0.2,0.16129032258064516
3259,0.56,0.5806451612903225
326,0.4,0.3225806451612903
3265,0.36,0.3225806451612903
3282,0.2,0.1935483870967742
3286,0.12,0.0967741935483871
3292,0.6,0.48387096774193544
3295,0.6,0.5161290322580645
3300,0.28,0.3870967741935484
3307,0.36,0.48387096774193544
3314,0.48,0.3870967741935484
3326,0.24,0.1935483870967742
333,0.6,0.48387096774193544
3337,0.28,0.4193548387096774
3341,0.52,0.48387096774193544
3348,0.56,0.5483870967741935
335,0.36,0.5483870967741935
3364,0.68,0.5806451612903225
3374,0.52,0.45161290322580644
3382,0.04,0.06451612903225806
3386,0.32,0.29032258064516125
339,0.4,0.5161290322580645
3413,0.64,0.5483870967741935
3423,0.56,0.48387096774193544
3446,0.32,0.29032258064516125
3449,0.56,0.48387096774193544
3463,0.12,0.0967741935483871
349,0.44,0.3548387096774193
350,0.36,0.48387096774193544
3550,0.28,0.4193548387096774
3552,0.44,0.3548387096774193
3577,0.2,0.22580645161290322
3585,0.2,0.16129032258064516
3605,0.12,0.12903225806451613
3609,0.44,0.3548387096774193
3612,0.36,0.29032258064516125
3623,0.36,0.45161290322580644
3634,0.52,0.45161290322580644
3635,0.32,0.25806451612903225
3644,0.4,0.3548387096774193
3654,0.44,0.3548387096774193
3668,0.28,0.22580645161290322
3683,0.28,0.25806451612903225
3710,0.16,0.12903225806451613
3721,0.48,0.4193548387096774
3737,0.24,0.3548387096774193
3761,0.44,0.3548387096774193
3782,0.68,0.6129032258064516
3787,0.32,0.25806451612903225
3818,0.24,0.29032258064516125
3820,0.2,0.16129032258064516
3825,0.52,0.45161290322580644
3830,0.4,0.4193548387096774
3838,0.76,1.0
3854,0.68,0.5806451612903225
3872,0.44,0.6129032258064516
3880,0.24,0.22580645161290322
3881,0.16,0.12903225806451613
3886,0.2,0.25806451612903225
3897,0.24,0.22580645161290322
3924,0.52,0.4193548387096774
3939,0.2,0.1935483870967742
3949,0.16,0.12903225806451613
3979,0.28,0.22580645161290322
3994,0.28,0.3548387096774193
4001,0.12,0.1935483870967742
4012,0.28,0.29032258064516125
4018,0.44,0.3548387096774193
4035,0.48,0.4193548387096774
4036,0.52,0.5161290322580645
4047,0.52,0.45161290322580644
4050,0.52,0.45161290322580644
4053,0.2,0.16129032258064516
4058,0.44,0.6774193548387097
4081,0.44,0.3870967741935484
4099,0.52,0.45161290322580644
4171,0.4,0.5483870967741935
4202,0.12,0.0967741935483871
4209,0.64,0.5806451612903225
4225,0.32,0.25806451612903225
4241,0.24,0.3870967741935484
4249,0.36,0.3548387096774193
4257,0.44,0.6129032258064516
4267,0.08,0.0967741935483871
4279,0.52,0.45161290322580644
4321,0.36,0.5483870967741935
4322,0.12,0.0967741935483871
434,0.48,0.45161290322580644
4342,0.52,0.4193548387096774
4352,0.2,0.16129032258064516
4359,0.4,0.3225806451612903
4363,0.36,0.29032258064516125
4366,0.12,0.1935483870967742
4391,0.16,0.25806451612903225
4398,0.24,0.3225806451612903
4409,0.24,0.3225806451612903
4421,0.12,0.0967741935483871
4436,1.0,0.9032258064516129
4440,0.28,0.22580645161290322
4441,0.2,0.16129032258064516
4446,0.72,0.6451612903225806
4448,0.24,0.1935483870967742
4449,0.24,0.25806451612903225
4462,0.32,0.3225806451612903
4472,0.36,0.29032258064516125
4473,0.24,0.1935483870967742
4480,0.52,0.4193548387096774
4493,0.48,0.4193548387096774
450,0.36,0.29032258064516125
4519,0.4,0.3870967741935484
4530,0.56,0.48387096774193544
4535,0.32,0.25806451612903225
4566,0.44,0.3870967741935484
4572,0.4,0.5806451612903225
4595,0.24,0.22580645161290322
4604,0.4,0.3548387096774193
4621,0.52,0.48387096774193544
4629,0.36,0.3548387096774193
4633,0.88,0.8064516129032259
4637,0.48,0.4193548387096774
4671,0.84,0.7096774193548386
4676,0.4,0.3548387096774193
4689,0.36,0.3225806451612903
4708,0.44,0.3548387096774193
4713,0.32,0.48387096774193544
4717,0.32,0.29032258064516125
4727,0.56,0.48387096774193544
4739,0.32,0.25806451612903225
4762,0.32,0.45161290322580644
4775,0.28,0.22580645161290322
4780,0.2,0.1935483870967742
4801,0.4,0.3548387096774193
4812,0.44,0.3870967741935484
4823,0.44,0.3548387096774193
4849,0.28,0.25806451612903225
4854,0.56,0.6451612903225806
4883,0.32,0.29032258064516125
4914,0.6,0.5161290322580645
4945,0.52,0.45161290322580644
496,0.28,0.45161290322580644
4960,0.28,0.22580645161290322
4980,0.6,0.5806451612903225
4985,0.6,0.5161290322580645
4992,0.16,0.12903225806451613
4996,0.4,0.3225806451612903
5,0.32,0.48387096774193544
5000,0.36,0.3225806451612903
5017,0.24,0.1935483870967742
5020,0.24,0.22580645161290322
5035,0.16,0.12903225806451613
5037,0.32,0.25806451612903225
505,0.28,0.25806451612903225
5053,0.2,0.16129032258064516
507,0.44,0.45161290322580644
5078,0.44,0.3870967741935484
5082,0.44,0.4193548387096774
5107,0.72,0.6451612903225806
5119,0.4,0.6129032258064516
5135,0.36,0.5161290322580645
5140,0.12,0.16129032258064516
5165,0.28,0.22580645161290322
5168,0.12,0.0967741935483871
5234,0.64,0.5806451612903225
5293,0.4,0.3225806451612903
5297,0.52,0.45161290322580644
5306,0.48,0.3870967741935484
5308,0.16,0.12903225806451613
5317,0.28,0.22580645161290322
5338,0.44,0.4193548387096774
5345,0.28,0.3870967741935484
5351,0.72,0.5806451612903225
5370,0.44,0.3548387096774193
5377,0.28,0.25806451612903225
5389,0.28,0.22580645161290322
5390,0.44,0.5483870967741935
54,0.28,0.22580645161290322
5414,0.4,0.3548387096774193
5463,0.32,0.4193548387096774
5473,0.56,0.45161290322580644
5474,0.2,0.29032258064516125
5482,0.32,0.3225806451612903
5513,0.72,0.6129032258064516
5519,0.28,0.45161290322580644
5528,0.44,0.4193548387096774
5558,0.28,0.4193548387096774
5585,0.4,0.3225806451612903
56,0.32,0.3870967741935484
5614,0.28,0.3548387096774193
5615,0.84,0.7419354838709677
5625,0.36,0.48387096774193544
5635,0.32,0.3225806451612903
5679,0.52,0.48387096774193544
5686,0.36,0.29032258064516125
569,0.32,0.29032258064516125
5698,0.2,0.3225806451612903
57,0.24,0.3870967741935484
5703,0.24,0.3225806451612903
5716,0.32,0.48387096774193544
5721,0.4,0.4193548387096774
573,0.36,0.29032258064516125
5730,0.68,0.5806451612903225
575,0.2,0.16129032258064516
5757,0.32,0.29032258064516125
578,0.44,0.3870967741935484
5785,0.6,0.48387096774193544
5789,0.28,0.3870967741935484
5808,0.4,0.3225806451612903
5820,0.4,0.3548387096774193
5828,0.36,0.3225806451612903
