node_id,ris_score,fair_ris_score,shortfall_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
0,0.3333333333333333,0.5492000007734562,0.6,0.0,0.14427680196527237,0.55952126,0.5492000007734562,0.5595212578773499
1,0.2222222222222222,0.3333333333333333,0.0,0.0,0.17294607443497895,0.16053051,0.3333333333333333,0.16053050756454468
10,0.8888888888888888,0.7873344785669506,0.0,0.0,0.26156306201838736,0.43423182,0.7873344785669506,0.43423181772232056
100,0.1111111111111111,0.0915333334622427,0.002355220816368912,0.08026755852842817,0.16134061939051253,0.06634959,0.0915333334622427,0.0663495883345604
101,0.1111111111111111,0.09841680982086883,0.0,0.7826086956521741,0.2230358175232992,0.13068405,0.09841680982086883,0.1306840479373932
102,0.2222222222222222,0.3661333338489708,0.4,0.5059288537549408,0.265306404066736,0.42483386,0.3661333338489708,0.42483386397361755
103,0.2222222222222222,0.19683361964173765,0.0,0.2236024844720499,0.0962684114119506,0.12904507,0.19683361964173765,0.12904506921768188
104,0.1111111111111111,0.09841680982086883,0.0,0.0,0.3361043686387355,0.06959667,0.09841680982086883,0.06959667056798935
105,0.2222222222222222,0.3661333338489708,0.4,0.5059288537549408,0.09310788007186048,0.41600373,0.3661333338489708,0.4160037338733673
106,0.1111111111111111,0.0915333334622427,0.002355220816368912,0.7826086956521741,0.07484699819823447,0.12193965,0.0915333334622427,0.12193965166807175
107,0.3333333333333333,0.5,0.0,0.2236024844720499,0.197971410230799,0.2568925,0.5,0.25689250230789185
108,0.4444444444444444,0.3936672392834753,0.0,0.08026755852842817,0.2028538460380284,0.22753416,0.3936672392834753,0.22753416001796722
109,0.1111111111111111,0.09841680982086883,0.0,0.08026755852842817,0.07338961721490644,0.06298501,0.09841680982086883,0.06298501044511795
11,0.1111111111111111,0.0915333334622427,0.002355220816368912,0.0,0.07064221565414737,0.05483864,0.0915333334622427,0.0548386387526989
110,0.0,0.0,0.0,0.0,0.15546566241626605,0.00769694,0.0,0.0076969400979578495
111,0.4444444444444444,0.3936672392834753,0.0,0.7826086956521741,0.263520592347692,0.29067042,0.3936672392834753,0.2906704246997833
112,0.3333333333333333,0.5,0.0,0.2236024844720499,0.28438070003247984,0.26132345,0.5,0.2613234519958496
113,0.2222222222222222,0.1830666669244854,0.004710441632737824,0.5059288537549408,0.10337132239822704,0.15124734,0.1830666669244854,0.15124733746051788
114,0.4444444444444444,0.6666666666666666,0.0,0.0,0.15023239019921902,0.311303,0.6666666666666666,0.3113029897212982
115,0.3333333333333333,0.29525042946260655,0.0,0.0,0.16587381543607185,0.16614103,0.29525042946260655,0.16614103317260742
116,0.5555555555555556,0.45766666731121347,0.01177610408184456,0.5059288537549408,0.25253722538209167,0.31337044,0.45766666731121347,0.3133704364299774
