node_id,candidate_group,node,protected_group,ml_score,graphsage_pred_score,graphsage_embedding_norm,ris_score,fair_ris_score,shortfall_gain,group_quota,current_group_seed_count,group_shortfall_ratio,dynamic_shortfall_gain,candidate_group_shortfall_ratio,dynamic_shortfall_bonus,shortfall_weighted_fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,community_diversity_score,cluster_diversity_bonus,cluster_coverage_bonus,ingroup_ris_score,protected_group_coverage_bonus,spread_proxy_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,target_deficit_adjusted_score,combined_score,score_normalization,community_id
0,other,0,other,0.604065072335923,0.604065072335923,0.5642685179558695,0.6,0.6000000000000001,0.6,2,0,1.0,0.08055555555555556,1.0,0.08055555555555556,0.6483333333333334,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.7859030837004406,0.4267280419272295,0.0,0.0,9.475716138582001,9.354882805248668,9.475716138582001,9.475716138582001,per_group,0
1,black,1,black,0.4395774535808536,0.4395774535808536,0.3721643984938637,0.3333333333333333,0.3333333333333333,0.0,6,0,1.0,0.24205555555555555,1.0,0.24205555555555555,0.41401851851851845,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.18139414356050793,0.21223312368401195,0.0,0.0,5.170658474211917,4.807575140878584,5.170658474211917,5.170658474211917,per_group,0
10,white,10,white,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,0.0,20,0,1.0,0.8137222222222222,1.0,0.8137222222222222,1.6121975308641974,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33154634378140707,0.0,0.0,8.786713903134423,7.566130569801089,8.786713903134423,8.786713903134423,per_group,0
100,latino,100,latino,0.27952763126570956,0.27952763126570956,0.2039664631053112,0.14285714285714285,0.14285714285714285,0.025267306488589793,13,0,1.0,0.5302222222222223,1.0,0.5302222222222223,0.21860317460317458,0.5,0.5,0.09502262443438922,0.09502262443438922,0.0,0.0,0.0,0.04146151852811609,0.1602383513023987,0.0,0.0,3.7847576781034773,2.989424344770144,3.7847576781034773,3.7847576781034773,per_group,1
101,white,101,white,0.2643558986704102,0.2643558986704102,0.29362959908881586,0.1111111111111111,0.1111111111111111,0.0,20,0,1.0,0.8137222222222222,1.0,0.8137222222222222,0.20152469135802467,0.16666666666666666,0.16666666666666666,0.7826086956521741,0.7826086956521741,0.0,0.0,0.0,0.0,0.2824777368038238,0.0,0.0,2.9081157211368955,1.6875323878035624,2.9081157211368955,2.9081157211368955,per_group,2
102,other,102,other,0.2104828909330311,0.2104828909330311,0.14979285454185823,0.39999999999999997,0.4,0.4,2,0,1.0,0.08055555555555556,1.0,0.08055555555555556,0.43222222222222223,0.3333333333333333,0.3333333333333333,0.5059288537549408,0.5059288537549408,0.0,0.0,0.0,0.7859030837004406,0.8710131698204188,0.0,0.0,7.68043369203845,7.559600358705117,7.68043369203845,7.68043369203845,per_group,3
103,white,103,white,0.17576046200944187,0.17576046200944187,0.2936983761712572,0.2222222222222222,0.2222222222222222,0.0,20,0,1.0,0.8137222222222222,1.0,0.8137222222222222,0.40304938271604934,0.0,0.0,0.2236024844720499,0.2236024844720499,0.0,0.0,0.0,0.0,0.12102575367955754,0.0,0.0,2.1759673379474456,0.9553840046141123,2.1759673379474456,2.1759673379474456,per_group,4
104,white,104,white,0.09332178423828752,0.09332178423828752,0.0853888387660775,0.1111111111111111,0.1111111111111111,0.0,20,0,1.0,0.8137222222222222,1.0,0.8137222222222222,0.20152469135802467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4264827485537676,0.0,0.0,1.756518918623427,0.5359355852900936,1.756518918623427,1.756518918623427,per_group,5
105,other,105,other,0.3833519676968277,0.3833519676968277,0.24325111663018373,0.39999999999999997,0.4,0.4,2,0,1.0,0.08055555555555556,1.0,0.08055555555555556,0.43222222222222223,0.0,0.0,0.5059288537549408,0.5059288537549408,0.0,0.0,0.0,0.7859030837004406,0.2388930774818147,0.0,0.0,6.295759592414574,6.17492625908124,6.295759592414574,6.295759592414574,per_group,3
106,latino,106,latino,0.2511104793904559,0.2511104793904559,0.23681255837348203,0.14285714285714285,0.14285714285714285,0.025267306488589793,13,0,1.0,0.5302222222222223,1.0,0.5302222222222223,0.21860317460317458,1.0,1.0,0.9264705882352943,0.9264705882352943,0.0,0.0,0.0,0.04146151852811609,0.07363104968077114,0.0,0.0,6.1517657480172385,5.356432414683905,6.1517657480172385,6.1517657480172385,per_group,2
107,black,107,black,0.4360998420413701,0.4360998420413701,0.3376259983753716,0.5,0.5,0.0,6,0,1.0,0.24205555555555555,1.0,0.24205555555555555,0.6210277777777777,0.0,0.0,0.2647058823529414,0.2647058823529414,0.0,0.0,0.0,0.18139414356050793,0.24346569661892714,0.0,0.0,3.1429324313706104,2.779849098037277,3.1429324313706104,3.1429324313706104,per_group,4
108,white,108,white,0.4043515744113094,0.4043515744113094,0.29768816997080266,0.4444444444444444,0.4444444444444444,0.0,20,0,1.0,0.8137222222222222,1.0,0.8137222222222222,0.8060987654320987,0.0,0.0,0.08026755852842817,0.08026755852842817,0.0,0.0,0.0,0.0,0.256773816375001,0.0,0.0,2.9945638503724283,1.773980517039095,2.9945638503724283,2.9945638503724283,per_group,1
109,white,109,white,0.11080540574907025,0.11080540574907025,0.05784386578575252,0.1111111111111111,0.1111111111111111,0.0,20,0,1.0,0.8137222222222222,1.0,0.8137222222222222,0.20152469135802467,0.0,0.0,0.08026755852842817,0.08026755852842817,0.0,0.0,0.0,0.0,0.09188713825849111,0.0,0.0,1.7102609120076844,0.4896775786743509,1.7102609120076844,1.7102609120076844,per_group,1
