node_id,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7
0,-0.05774502456188202,-0.4352770745754242,-0.05327165126800537,0.07425132393836975,0.39307233691215515,0.8716835975646973,-0.3044273257255554,-0.3054881989955902
1,-0.11378315091133118,-0.5814605355262756,0.058215171098709106,0.1906905472278595,0.9571712017059326,0.21543383598327637,-1.0158709287643433,-0.021357432007789612
10,-0.04240775108337402,-0.5362358093261719,0.16828341782093048,0.08202584087848663,0.7564897537231445,0.7744551301002502,-0.33971986174583435,0.43616098165512085
100,-0.034217312932014465,0.4353105425834656,0.3452535569667816,-0.13347689807415009,-0.1068408191204071,0.3116106688976288,-0.5867059230804443,-0.719546914100647
101,0.6654497385025024,0.044093698263168335,0.8710017800331116,-0.2901650667190552,0.28578558564186096,0.8163917660713196,0.9933377504348755,-0.16734763979911804
102,0.10002150386571884,-0.71711266040802,-0.3531439006328583,0.6911731958389282,0.4349735975265503,0.9426910877227783,-0.08361560106277466,-0.34012117981910706
103,-0.07920895516872406,-0.36674898862838745,-0.23544640839099884,0.3077470660209656,0.6133415699005127,0.07651914656162262,-0.3688153624534607,-0.12143609672784805
104,0.7272217869758606,-0.3922722637653351,-0.2086646556854248,-0.18751245737075806,0.4581225514411926,0.5460478067398071,0.8062806129455566,-0.5173960328102112
105,0.025469094514846802,-0.4901554584503174,-0.31263214349746704,0.7014460563659668,0.4686601161956787,0.8544775247573853,-0.37522146105766296,-0.1877388060092926
106,0.28654319047927856,0.5416210889816284,0.5347703695297241,-0.302279531955719,-0.34037283062934875,-0.22971756756305695,0.1345708817243576,0.16875359416007996
107,-0.2215392291545868,-0.72178053855896,-0.28698742389678955,0.5186537504196167,0.7501649856567383,0.3325512707233429,-0.41944992542266846,-0.08183257281780243
108,0.206467866897583,0.7030028104782104,0.650693416595459,-0.22359782457351685,-0.17564991116523743,0.45210614800453186,-0.557980477809906,-0.8033655881881714
109,-0.07297651469707489,0.9149692058563232,0.5595952868461609,-0.3415088355541229,-0.3996202051639557,-0.000911906361579895,-0.8690175414085388,-0.5360301733016968
11,-0.40775761008262634,-1.26665198802948,-0.1376410722732544,0.3425050675868988,0.922478437423706,0.46279874444007874,-0.2669583857059479,-0.07214640080928802
110,0.7328553795814514,-0.0376819372177124,0.031152620911598206,-0.3967994749546051,0.4435642957687378,0.5909284353256226,0.9727517366409302,-0.46044960618019104
111,0.6483817100524902,0.5051945447921753,1.0432645082473755,-0.44279026985168457,0.19207443296909332,0.6855249404907227,1.2290644645690918,0.07857672870159149
112,0.28581252694129944,-0.6928661465644836,-0.26515933871269226,0.776597261428833,0.5497540831565857,0.7864633798599243,-0.11145466566085815,-0.21562600135803223
113,0.08926106989383698,0.5677558183670044,0.3159825801849365,-0.050548940896987915,-0.3264344334602356,-0.08406201750040054,-0.7057137489318848,-0.3365527093410492
114,0.09178100526332855,-0.988593578338623,-0.06187093257904053,0.6296753883361816,0.2806324362754822,0.40950992703437805,-0.14464786648750305,-0.31987425684928894
115,0.18917101621627808,-0.39011716842651367,0.11416152119636536,-0.4206850528717041,1.1468440294265747,0.42398399114608765,0.08771570026874542,-0.14195969700813293
116,-0.08549654483795166,-0.8103387951850891,-0.5155563950538635,0.03508073836565018,0.9868825674057007,0.2974952161312103,-0.2577502727508545,-0.0744367241859436
