node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,protected_group_coverage_bonus,spread_proxy_score,combined_score,score_normalization
10007042,0.7687576963998518,0.0,0.0,0.2,0.2,0.0,0.0,0.010595006024882885,1.1096220797649172,per_group
10046442,0.6671615298295231,0.0,0.0,0.06666666666666667,0.06666666666666667,0.2631578947368421,0.0,0.09529920508694183,0.7631174354053379,per_group
10074432,0.8072515730907956,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.005524713387630528,2.990672238580511,per_group
10077242,0.8151886660992341,0.0,0.0,0.2,0.2,0.10526315789473684,0.0,0.03447565304773629,1.2171811233650305,per_group
10093672,0.9415397292227078,0.0,0.0,0.0,0.0,0.0,0.0,0.0021794367691866405,0.3770517790429205,per_group
10104672,0.878403248024794,0.0,0.0,1.0,1.0,0.05263157894736842,0.0,0.01606137203872984,4.396678836775559,per_group
10107362,0.9670207513450629,0.0,0.0,0.0,0.0,0.0,0.0,0.00323505469070381,0.3874553114761659,per_group
10125152,0.9890449551273035,0.0,0.0,0.0,0.0,0.0,0.0,0.005440776085270809,0.3967061372679756,per_group
10125822,0.690230391494781,0.0,0.0,0.047619047619047616,0.047619047619047616,0.05263157894736842,0.0,0.07575430020195388,0.5238244702723884,per_group
10130032,0.9445769249715261,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.007437184718727594,1.7126515402656892,per_group
10138132,0.4007665496276043,0.0,0.0,0.0,0.0,0.25,0.0,0.2385340643224981,0.40801343271554136,per_group
10144442,0.9285072933730706,0.0,0.0,1.0,1.0,0.0,0.0,0.0036884024378233643,4.372140597836793,per_group
10166632,0.8938123316387301,0.0,0.0,1.0,1.0,0.0,0.0,0.00042028283661521353,4.357608989222816,per_group
10214802,0.9986025944484648,0.0,0.0,0.0,0.0,0.0,0.0,0.06942799385392612,0.41332663655017116,per_group
10241462,0.9979804625966568,0.0,0.0,0.0,0.0,0.0,0.0,0.04619146214519652,0.40843047746770206,per_group
10241802,0.8536793257468442,0.0,0.0,0.0,0.0,0.0,0.0,0.0003817341448238127,0.34154807712770247,per_group
10263662,0.9429182608212618,0.0,0.0,0.0,0.0,0.0,0.0,0.013288239527023103,0.3798249522339094,per_group
10270072,0.8973888256815555,0.0,0.0,0.25,0.25,0.05263157894736842,0.0,0.023950205375673977,1.4058508345056515,per_group
10270872,0.9773103809180583,0.0,0.0,0.0,0.0,0.0,0.0,0.026870879432617824,0.3962983282537469,per_group
10284152,0.844228033835345,0.0,0.0,0.5,0.5,0.045454545454545456,0.0,0.013248086641412339,2.3767044672260567,per_group
1032291,0.83227965991458,0.0,0.0,0.5,0.5,0.0,0.0,0.0031389521409855266,2.333539654394029,per_group
10326,0.8014226086423234,0.0,0.0,0.3333333333333333,0.3333333333333333,0.15789473684210525,0.0,0.04863588108302119,1.789945342480551,per_group
10332972,0.9897335542173283,0.0,0.0,0.0,0.0,0.0,0.0,0.007361163445384222,0.39736565437600824,per_group
10348132,0.8800989164264507,0.0,0.0,0.6,0.6,0.10526315789473684,0.0,0.03664753202492747,2.843579599291355,per_group
10367842,0.8630184236221814,0.0,0.0,0.0,0.0,0.0,0.0,0.0005024573158693331,0.34530786091204646,per_group
10507892,0.8815483204302325,0.0,0.0,0.0,0.0,0.0,0.0,0.00108056467413694,0.3528354411069204,per_group
10523552,0.9243150384807423,0.0,0.0,0.5,0.5,0.045454545454545456,0.0,0.017912345904757827,2.4096721209368845,per_group
10524,0.7560476454298526,0.0,0.0,0.2857142857142857,0.2857142857142857,0.10526315789473684,0.0,0.04272929234485919,1.5380325858138453,per_group
10545772,0.9227642405067054,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.02461285700949514,0.41039190396821756,per_group
