node_id,ris_score,fair_ris_score,shortfall_gain,mf_gain_score,weakest_group_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
1,0.14285714285714285,0.08416460257107267,0.0,0.14285714285714285,0.14285714285714285,0.46841776110068795,0.25728007497532857,0.1905918,0.08416460257107267,0.19059179723262787
10,0.42857142857142855,0.252493807713218,0.0,0.42857142857142855,0.42857142857142855,0.8251434720229556,0.3171292643358785,0.4746494,0.252493807713218,0.4746493995189667
100,0.2857142857142857,0.16832920514214533,0.0,0.2857142857142857,0.2857142857142857,0.6652319464371114,0.5756864736059127,0.35443178,0.16832920514214533,0.35443177819252014
101,0.2857142857142857,0.16832920514214533,0.0,0.2857142857142857,0.2857142857142857,0.46841776110068795,0.45788426429677037,0.3239714,0.16832920514214533,0.32397139072418213
102,0.0,0.0,0.0,0.0,0.0,0.8251434720229556,0.3377918094326612,0.117040254,0.0,0.117040254175663
103,0.42857142857142855,0.252493807713218,0.0,0.42857142857142855,0.42857142857142855,0.0,0.3776848963094865,0.38482562,0.252493807713218,0.38482561707496643
104,0.14285714285714285,0.08416460257107267,0.0,0.14285714285714285,0.14285714285714285,0.39871273712737126,0.5902066590641514,0.20540102,0.08416460257107267,0.20540101826190948
105,0.14285714285714285,0.08416460257107267,0.0,0.14285714285714285,0.14285714285714285,0.48932926829268303,0.3098038585442198,0.19656165,0.08416460257107267,0.19656164944171906
106,0.2857142857142857,0.16832920514214533,0.0,0.2857142857142857,0.2857142857142857,0.39871273712737126,0.4684302636790854,0.31675446,0.16832920514214533,0.31675446033477783
107,0.14285714285714285,0.08416460257107267,0.0,0.14285714285714285,0.14285714285714285,0.39871273712737126,0.31588829336680896,0.18665862,0.08416460257107267,0.18665862083435059
108,0.2857142857142857,0.16832920514214533,0.0,0.2857142857142857,0.2857142857142857,0.3728222996515679,0.5908299772352243,0.322169,0.16832920514214533,0.3221690058708191
109,0.0,0.0,0.0,0.0,0.0,0.8251434720229556,0.5200800831469091,0.12949483,0.0,0.1294948309659958
11,0.14285714285714285,0.08416460257107267,0.0,0.14285714285714285,0.14285714285714285,0.48932926829268303,0.7121467873860502,0.22405112,0.08416460257107267,0.2240511178970337
110,0.0,0.0,0.0,0.0,0.0,0.21747967479674793,0.3907474117552539,0.05146218,0.0,0.05146218091249466
