rank,node
1,1086591
2,11379982
3,12429382
4,12740012
5,12787922
6,1290661
7,13258742
8,14125985
9,14181937
10,14193124
11,14239038
12,14253587
13,14326743
14,14334981
15,14421893
16,14625006
17,14715516
18,14866770
19,14879825
20,14916450
21,14959367
22,14982693
23,15011971
24,15070780
25,15197493
26,15225972
27,15466457
28,15858413
29,15878694
30,15880652
31,16153327
32,16286974
33,16338900
34,16460745
35,16505673
36,16521778
37,16636919
38,16784574
39,17022135
40,17248244
41,17275103
42,17297261
43,17416766
44,17877831
45,18132782
46,18156806
47,18201948
48,18446235
49,18448748
50,18532459
51,18943482
52,18983688
53,19461979
54,19543485
55,19546355
56,19739122
57,19765005
58,20088940
59,20274736
60,20311466
61,20771592
62,20788139
63,21463619
64,21543550
65,21661811
66,21712968
67,21842565
68,22210647
69,22604125
70,22668964
71,22675994
72,23236261
73,23428392
74,23569466
75,24119191
76,24155868
77,24661292
78,25172126
79,25543989
80,25552427
81,25920592
82,26061739
83,26434364
84,27109599
85,27568464
86,27684535
87,28777454
88,29075225
89,29103015
90,29468405
91,29650713
92,29692115
93,29893170
94,3000661
95,30336759
96,30412906
97,30556522
98,31205118
99,3317821
100,35026068
101,35497674
102,36874153
103,37609530
104,38189795
105,38512364
106,39132413
107,39161886
108,39859453
109,41387852
110,41688436
111,41947542
112,42140578
113,42408628
114,5807732
115,5988422
116,6601682
117,6686172
118,6963532
119,774791
120,7909882
