node_id,protected_group,community_id,degree,normalized_degree,pagerank,clustering_coefficient,k_core_number,community_size,community_id_encoded,neighbor_degree_mean,neighbor_degree_max,ris_coverage_proxy
1,1,0,0.57894737,0.57894737,0.5830487,0.0,1.0,0.29007635,0.0,0.6753247,0.6315789,0.44444445
10,1,1,0.5263158,0.5263158,0.5017766,0.06666667,1.0,0.22900763,0.083333336,0.74285716,1.0,0.11111111
100,1,2,0.57894737,0.57894737,0.5635412,0.0,1.0,0.41221374,0.16666667,0.6753247,1.0,0.22222222
101,1,3,0.42105263,0.42105263,0.40434468,0.0,1.0,0.26717559,0.25,0.6339286,0.5263158,0.11111111
102,1,2,0.7894737,0.7894737,0.74230886,0.057142857,1.0,0.41221374,0.16666667,0.67142856,0.68421054,0.44444445
103,1,0,0.42105263,0.42105263,0.38760597,0.0,1.0,0.29007635,0.0,0.8125,1.0,0.11111111
104,1,4,0.47368422,0.47368422,0.4735357,0.083333336,1.0,0.54198474,0.33333334,0.6825397,0.7894737,0.5555556
105,1,1,0.84210527,0.84210527,0.78869396,0.175,1.0,0.22900763,0.083333336,0.70089287,0.7368421,0.22222222
106,1,5,0.36842105,0.36842105,0.36548612,0.0,0.8333333,0.29007635,0.41666666,0.622449,0.68421054,0.44444445
107,1,4,0.42105263,0.42105263,0.4229482,0.0,1.0,0.54198474,0.33333334,0.6875,0.7368421,0.11111111
108,1,2,0.57894737,0.57894737,0.56054527,0.10909091,1.0,0.41221374,0.16666667,0.66233766,0.7368421,0.44444445
109,1,4,0.42105263,0.42105263,0.39650142,0.21428572,1.0,0.54198474,0.33333334,0.70535713,0.6315789,0.22222222
11,1,0,0.36842105,0.36842105,0.38494805,0.0,1.0,0.29007635,0.0,0.59183675,0.57894737,0.11111111
110,1,4,0.6315789,0.6315789,0.5840803,0.045454547,1.0,0.54198474,0.33333334,0.75595236,1.0,0.44444445
111,1,4,0.31578946,0.31578946,0.31687382,0.0,0.8333333,0.54198474,0.33333334,0.63095236,0.84210527,0.11111111
112,1,6,0.10526316,0.10526316,0.13377433,0.0,0.33333334,0.27480915,0.5,0.8214286,0.84210527,0.11111111
113,1,6,0.47368422,0.47368422,0.4453578,0.16666667,1.0,0.27480915,0.5,0.8333333,0.84210527,0.33333334
114,1,5,0.6315789,0.6315789,0.60202485,0.0,1.0,0.29007635,0.41666666,0.7202381,0.7894737,0.5555556
115,1,7,0.68421054,0.68421054,0.6334656,0.115384616,1.0,0.26717559,0.5833333,0.74725276,0.7894737,0.33333334
116,1,0,0.2631579,0.2631579,0.2828754,0.0,0.6666667,0.29007635,0.0,0.71428573,1.0,0.22222222
117,1,0,0.21052632,0.21052632,0.24579641,0.0,0.5,0.29007635,0.0,0.64285713,0.68421054,0.33333334
