node_id,ris_score,fair_ris_score,shortfall_gain,mf_gain_score,weakest_group_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
1,0.4444444444444444,0.2857142857142857,0.0,0.0,0.0,0.0,0.5726675420514974,0.14699279,0.2857142857142857,0.1469927877187729
10,0.1111111111111111,0.07142857142857142,0.0,0.0,0.0,0.0,0.4390219022080799,0.044996034,0.07142857142857142,0.04499603435397148
100,0.2222222222222222,0.14285714285714285,0.0,0.0,0.0,0.1269841269841271,0.5149864321865403,0.088268384,0.14285714285714285,0.08826838433742523
101,0.1111111111111111,0.07142857142857142,0.0,0.0,0.0,0.0,0.347368607724123,0.041499145,0.07142857142857142,0.041499145328998566
102,0.4444444444444444,0.2857142857142857,0.0,0.0,0.0,0.1269841269841271,0.7419551653926472,0.1615265,0.2857142857142857,0.16152650117874146
103,0.1111111111111111,0.07142857142857142,0.0,0.0,0.0,0.0,0.3407777378970732,0.041247677,0.07142857142857142,0.04124767705798149
104,0.5555555555555556,0.35714285714285715,0.0,0.0,0.0,0.4268077601410934,0.5012573099230239,0.2037078,0.35714285714285715,0.20370779931545258
105,0.2222222222222222,0.14285714285714285,0.0,0.0,0.0,0.0,0.7368640343912728,0.08865898,0.14285714285714285,0.08865898102521896
106,0.4444444444444444,0.2857142857142857,0.0,0.0,0.0,0.0,0.3804233189722751,0.139658,0.2857142857142857,0.13965800404548645
107,0.1111111111111111,0.07142857142857142,0.0,0.0,0.0,0.4268077601410934,0.3546937487341228,0.06891895,0.07142857142857142,0.06891895085573196
108,0.4444444444444444,0.2857142857142857,0.0,0.0,0.0,0.1269841269841271,0.5638067973859485,0.15472952,0.2857142857142857,0.15472951531410217
109,0.2222222222222222,0.14285714285714285,0.0,0.0,0.0,0.4268077601410934,0.3692803269958623,0.101774715,0.14285714285714285,0.10177471488714218
11,0.1111111111111111,0.07142857142857142,0.0,0.0,0.0,0.0,0.31308645026174203,0.04019116,0.07142857142857142,0.0401911586523056
110,0.4444444444444444,0.2857142857142857,0.0,0.0,0.0,0.4268077601410934,0.5997184626545791,0.17516519,0.2857142857142857,0.17516519129276276
111,0.1111111111111111,0.07142857142857142,0.0,0.0,0.0,0.4268077601410934,0.25963749033818523,0.065292224,0.07142857142857142,0.06529222428798676
112,0.1111111111111111,0.07142857142857142,0.0,0.0,0.0,0.0,0.08096311378067211,0.03133485,0.07142857142857142,0.03133485093712807
113,0.3333333333333333,0.2142857142857143,0.0,0.0,0.0,0.0,0.4401622649169931,0.10963801,0.2142857142857143,0.10963801294565201
