node_id,candidate_group,ml_score,ris_score,fair_ris_score,candidate_group_shortfall_ratio,dynamic_shortfall_bonus,shortfall_weighted_fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,cluster_diversity_bonus,cluster_coverage_bonus,protected_group_coverage_bonus,spread_proxy_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,target_deficit_adjusted_score,combined_score,score_normalization
0,other,0.3378456070942898,0.25,0.25,0.0,0.0,0.25,0.5,0.5,0.0,0.0,0.0,0.7859030837004406,0.3378456070942898,0.0,0.0,2.1534722051192983,2.1534722051192983,2.1534722051192983,2.1534722051192983,per_group
1,black,0.21429393975099773,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.18139414356050793,0.21429393975099773,0.0,0.0,1.0242529315107074,1.0242529315107074,1.0242529315107074,1.0242529315107074,per_group
10,white,0.07801345889195449,0.8,0.8000000000000002,0.0,0.0,0.8000000000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.07801345889195449,0.0,0.0,3.4556026917783913,3.4556026917783913,3.4556026917783913,3.4556026917783913,per_group
100,latino,0.12442168355053684,0.2,0.2,0.0,0.0,0.2,0.5,0.5,0.16666666666666666,0.0,0.0,0.04146151852811609,0.12442168355053684,0.0,0.0,1.2930125219048905,1.2930125219048905,1.2930125219048905,1.2930125219048905,per_group
101,white,0.14686333107417737,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.14686333107417737,0.0,0.0,0.22937266621483546,0.22937266621483546,0.22937266621483546,0.22937266621483546,per_group
102,other,0.6920597671894325,0.25,0.25,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.7859030837004406,0.6920597671894325,0.0,0.0,2.424315037138327,2.424315037138327,2.424315037138327,2.424315037138327,per_group
103,white,0.04539724958702774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04539724958702774,0.0,0.0,0.009079449917405549,0.009079449917405549,0.009079449917405549,0.009079449917405549,per_group
104,white,0.3106924487803334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3106924487803334,0.0,0.0,0.12880515642273335,0.12880515642273335,0.12880515642273335,0.12880515642273335,per_group
105,other,0.06605355461268958,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.7859030837004406,0.06605355461268958,0.0,0.0,1.4991137946229784,1.4991137946229784,1.4991137946229784,1.4991137946229784,per_group
106,latino,0.02917612995298501,0.2,0.2,0.0,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.04146151852811609,0.02917612995298501,0.0,0.0,1.8072967445187131,1.8072967445187131,1.8072967445187131,1.8072967445187131,per_group
