node_id,ml_score,ris_score,fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,protected_group_coverage_bonus,spread_proxy_score,combined_score,score_normalization
10007042,0.8724264905211939,0.0,0.0,0.2,0.2,0.0,0.0,0.010595006024882885,0.8383322464655736,per_group
10046442,0.5072257463009979,0.5,0.5,0.06666666666666667,0.06666666666666667,0.2631578947368421,0.0,0.09529920508694183,1.9165323632906943,per_group
10074432,0.52704368701326,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.005524713387630528,1.5979601195174893,per_group
10077242,0.23541290180839827,0.0,0.0,0.2,0.2,0.10526315789473684,0.0,0.03447565304773629,0.608812107829536,per_group
10093672,0.24669021855859002,0.0,0.0,0.0,0.0,0.0,0.0,0.0021794367691866405,0.12378099663313234,per_group
10104672,0.5290683275134398,0.0,0.0,1.0,1.0,0.05263157894736842,0.0,0.01606137203872984,2.3098517013223607,per_group
10107362,0.3117295730710658,0.0,0.0,0.0,0.0,0.0,0.0,0.00323505469070381,0.15651179747367366,per_group
10125152,0.3715689701534268,0.0,0.0,0.0,0.0,0.0,0.0,0.005440776085270809,0.18687264029376757,per_group
10125822,0.5096659092588374,0.0,0.0,0.047619047619047616,0.047619047619047616,0.05263157894736842,0.0,0.07575430020195388,0.40732717306579946,per_group
10130032,0.3362706194569064,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.007437184718727594,0.8362894133388653,per_group
10138132,0.39425747970307934,0.0,0.0,0.0,0.0,0.25,0.0,0.2385340643224981,0.4448355527160393,per_group
10144442,0.14958993140176716,0.0,0.0,1.0,1.0,0.0,0.0,0.0036884024378233643,2.075532646188448,per_group
10166632,0.4334794187474789,0.0,0.0,1.0,1.0,0.0,0.0,0.00042028283661521353,2.2168237659410623,per_group
10214802,0.4366683745942743,0.0,0.0,0.0,0.0,0.0,0.0,0.06942799385392612,0.23221978606792237,per_group
10241462,0.421585499201304,0.0,0.0,0.0,0.0,0.0,0.0,0.04619146214519652,0.22003104202969131,per_group
10241802,0.2896361891362342,0.0,0.0,0.0,0.0,0.0,0.0,0.0003817341448238127,0.14489444139708185,per_group
10263662,0.38046587035982693,0.0,0.0,0.0,0.0,0.0,0.0,0.013288239527023103,0.1928905830853181,per_group
10270072,0.4424983584101222,0.0,0.0,0.25,0.25,0.05263157894736842,0.0,0.023950205375673977,0.7681444834380906,per_group
10270872,0.4090780657897341,0.0,0.0,0.0,0.0,0.0,0.0,0.026870879432617824,0.2099132087813906,per_group
10284152,0.3096556853661065,0.5,0.5,0.5,0.5,0.045454545454545456,0.0,0.013248086641412339,2.4938410963749718,per_group
1032291,0.41393740472044516,0.0,0.0,0.5,0.5,0.0,0.0,0.0031389521409855266,1.2075964927884197,per_group
10326,0.361276019706701,0.0,0.0,0.3333333333333333,0.3333333333333333,0.15789473684210525,0.0,0.04863588108302119,0.9833476422103056,per_group
10332972,0.3796992197418762,0.0,0.0,0.0,0.0,0.0,0.0,0.007361163445384222,0.19132184256001494,per_group
10348132,0.5569804575502254,0.0,0.0,0.6,0.6,0.10526315789473684,0.0,0.03664753202492747,1.5700302614958876,per_group
10367842,0.0008385551839210432,0.0,0.0,0.0,0.0,0.0,0.0,0.0005024573158693331,0.0005197690551343882,per_group
10507892,0.6123412243574194,0.0,0.0,0.0,0.0,0.0,0.0,0.00108056467413694,0.3063867251135371,per_group
10523552,0.39860922460630466,0.0,0.0,0.5,0.5,0.045454545454545456,0.0,0.017912345904757827,1.2392507178477403,per_group
10524,0.6475879816564856,0.0,0.0,0.2857142857142857,0.2857142857142857,0.10526315789473684,0.0,0.04272929234485919,0.9879789470415755,per_group
10545772,0.43566887020202355,0.5,0.5,0.0,0.0,0.045454545454545456,0.0,0.02461285700949514,1.5591206428665472,per_group
1058591,0.2909221695125316,0.0,0.0,0.0,0.0,0.0,0.0,0.01795427873245785,0.14905194050275736,per_group
10599392,0.5242159095477523,0.0,0.0,0.0,0.0,0.0,0.0,0.0013735771552401512,0.2623826702049242,per_group
10609292,0.5674351198560392,0.0,0.0,0.5,0.5,0.05263157894736842,0.0,0.015595671497892212,1.3289419573854928,per_group
10618402,0.7954339889078808,0.0,0.0,0.0,0.0,0.0,0.0,0.0029562629804976105,0.3983082470500399,per_group
10638782,0.39080705672801047,0.0,0.0,0.14705882352941177,0.14705882352941177,0.3157894736842105,0.0,0.17554159454697718,0.7772610732795927,per_group
10645702,0.44548414023167043,0.0,0.0,0.5,0.5,0.0,0.0,0.004776542289654961,1.2236973785737661,per_group
