node_id,ris_score,fair_ris_score,shortfall_gain,mf_gain_score,weakest_group_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
10007042,0.3333333333333333,0.25,0.29708700291882817,0.0,0.0,0.9448920547442505,0.08476302024112473,0.30377606,0.25,0.3037760555744171
10046442,0.3333333333333333,0.25,0.29708700291882817,0.0,0.0,0.9448920547442505,0.11872545113917134,0.30516878,0.25,0.3051687777042389
10074432,0.0,0.0,0.0,0.0,0.0,0.856517786987536,0.007556586051888522,0.058830727,0.0,0.05883072689175606
10077242,0.0,0.0,0.0,0.0,0.0,1.0,0.01407732095547691,0.0689046,0.0,0.06890460103750229
10093672,0.0,0.0,0.0,0.0,0.0,0.6017693542801372,0.0005756075554951341,0.041133344,0.0,0.041133344173431396
10104672,0.0,0.0,0.0,0.0,0.0,0.7003856322516545,0.003996876351547917,0.0480137,0.0,0.04801369830965996
10107362,0.0,0.0,0.0,0.0,0.0,0.352328180587476,0.000688330804776185,0.02408959,0.0,0.024089589715003967
10125152,0.0,0.0,0.0,0.0,0.0,0.0,0.0011419573233846926,2.7871307e-05,0.0,2.7871306883753277e-05
10125822,0.0,0.0,0.0,0.0,0.0,0.9310808545246358,0.07725105137966229,0.06678485,0.0,0.06678485125303268
10130032,0.0,0.0,0.0,0.0,0.0,0.6088962449570705,0.007230316505934508,0.041893333,0.0,0.041893333196640015
10138132,0.0,0.0,0.0,0.0,0.0,0.9448920547442505,0.12447380971553175,0.06966529,0.0,0.06966529041528702
10144442,0.0,0.0,0.0,0.0,0.0,0.7759075321410518,0.003440267094974699,0.053152513,0.0,0.05315251275897026
10166632,0.0,0.0,0.0,0.0,0.0,0.9522772104172389,0.00015000082915826642,0.0650718,0.0,0.06507179886102676
10214802,0.0,0.0,0.0,0.0,0.0,0.0,0.004758878685419495,0.00017619318,0.0,0.0001761931780492887
10241462,0.0,0.0,0.0,0.0,0.0,0.0,0.0031763483267727133,0.000111297144,0.0,0.00011129714403068647
10241802,0.0,0.0,0.0,0.0,0.0,1.0,0.0002867402376573277,0.06833908,0.0,0.06833907961845398
10263662,0.0,0.0,0.0,0.0,0.0,0.5542567497672494,0.013466868965300026,0.038414676,0.0,0.03841467574238777
10270072,0.0,0.0,0.0,0.0,0.0,0.6291053733149495,0.012914454089187316,0.043507647,0.0,0.0435076467692852
10270872,0.0,0.0,0.0,0.0,0.0,0.0,0.0012018162427474004,3.0325988e-05,0.0,3.0325987609103322e-05
10284152,0.3333333333333333,0.5,0.40582599416234366,0.5,0.5,0.856517786987536,0.07559003704568666,0.51281697,0.5,0.5128169655799866
1032291,0.3333333333333333,0.5,0.40582599416234366,0.5,0.5,0.856517786987536,0.07558360164185268,0.5128167,0.5,0.5128167271614075
10326,0.0,0.0,0.0,0.0,0.0,1.0,0.01740845432658109,0.06904121,0.0,0.06904120743274689
10332972,0.0,0.0,0.0,0.0,0.0,0.0,0.0018852697169467701,5.835289e-05,0.0,5.835288902744651e-05
10348132,0.0,0.0,0.0,0.0,0.0,0.6017693542801372,0.014728674361776163,0.04171373,0.0,0.04171372950077057
10367842,0.0,0.0,0.0,0.0,0.0,0.856517786987536,0.000476658126394557,0.058540393,0.0,0.05854039266705513
10507892,0.0,0.0,0.0,0.0,0.0,0.9503334397895329,0.0007825631974013649,0.06496489,0.0,0.0649648904800415
10523552,0.0,0.0,0.0,0.0,0.0,0.0,0.004524196148455167,0.00016656937,0.0,0.00016656937077641487
10524,0.0,0.0,0.0,0.0,0.0,1.0,0.02097674513982664,0.06918753,0.0,0.06918752938508987
10545772,0.3333333333333333,0.5,0.40582599416234366,0.5,0.5,0.6017693542801372,0.0898329400771013,0.49598995,0.5,0.49598994851112366
1058591,0.0,0.0,0.0,0.0,0.0,0.9104700333251987,0.015141760184148834,0.06282921,0.0,0.06282921135425568
10599392,0.0,0.0,0.0,0.0,0.0,0.9310808545246358,0.0009961913890262602,0.063657805,0.0,0.06365780532360077
10609292,0.0,0.0,0.0,0.0,0.0,0.7003856322516545,0.0035457255341149164,0.0479952,0.0,0.047995198518037796
10618402,0.0,0.0,0.0,0.0,0.0,0.9448920547442505,0.0036315162011463886,0.06470982,0.0,0.06470981985330582
10638782,0.0,0.0,0.0,0.0,0.0,1.0,0.11785327402202239,0.07316022,0.0,0.07316022366285324
10645702,0.0,0.0,0.0,0.0,0.0,0.8064390352587311,0.0046057837295963655,0.055287022,0.0,0.05528702214360237
10651272,0.0,0.0,0.0,0.0,0.0,0.6017693542801372,0.011987525612551021,0.04160132,0.0,0.04160131886601448
10659742,0.0,0.0,0.0,0.0,0.0,0.6017693542801372,0.04147176667093356,0.042810403,0.0,0.04281040281057358
10701982,0.0,0.0,0.0,0.0,0.0,0.49674149167270093,0.004906436321865954,0.034132678,0.0,0.03413267806172371
10717512,0.0,0.0,0.0,0.0,0.0,0.7138777469509963,0.0004399377441650229,0.04878997,0.0,0.04878997057676315
10722102,0.0,0.0,0.0,0.0,0.0,0.0,0.0011419573233846926,2.7871307e-05,0.0,2.7871306883753277e-05
10728992,0.0,0.0,0.0,0.0,0.0,0.9448920547442505,6.641903498735259e-05,0.064563625,0.0,0.06456362456083298
10732492,0.0,0.0,0.0,0.0,0.0,0.9104700333251987,0.020783370866525076,0.06306056,0.0,0.06306055933237076
10750192,0.0,0.0,0.0,0.0,0.0,0.9310808545246358,0.010979297947138218,0.06406719,0.0,0.06406719237565994
10768042,0.0,0.0,0.0,0.0,0.0,0.9310808545246358,0.012676758946354026,0.0641368,0.0,0.064136803150177
10790832,0.0,0.0,0.0,0.0,0.0,0.7759075321410518,0.041166754008392495,0.054699592,0.0,0.05469959229230881
10804132,0.0,0.0,0.0,0.0,0.0,0.9448920547442505,0.0032973483495940107,0.06469612,0.0,0.06469611823558807
1081091,0.0,0.0,0.0,0.0,0.0,0.6291053733149495,0.0011914077502950305,0.04302691,0.0,0.04302690923213959
10821392,0.0,0.0,0.0,0.0,0.0,0.6088962449570705,0.005614358593238455,0.041827068,0.0,0.041827067732810974
10836002,0.0,0.0,0.0,0.0,0.0,0.7138777469509963,0.0037724463581114407,0.04892663,0.0,0.04892662912607193
1086591,0.0,0.0,0.0,0.0,0.0,0.0,0.008947266702459511,0.00034794962,0.0,0.0003479496226646006
10936542,0.0,0.0,0.0,0.0,0.0,0.49674149167270093,0.015385817171721222,0.034562413,0.0,0.03456241264939308
10969982,0.0,0.0,0.0,0.0,0.0,0.8064390352587311,0.004119168732562253,0.05526707,0.0,0.05526706948876381
10996862,0.0,0.0,0.0,0.0,0.0,0.9991092769764118,0.0005263663584756427,0.06828803,0.0,0.06828802824020386
1100251,0.0,0.0,0.0,0.0,0.0,0.8064390352587311,0.020030354275968682,0.05591955,0.0,0.055919550359249115
11039482,0.0,0.0,0.0,0.0,0.0,1.0,0.027987375551739888,0.069475025,0.0,0.06947502493858337
1106311,0.0,0.0,0.0,0.0,0.0,0.856517786987536,0.000476658126394557,0.058540393,0.0,0.05854039266705513
