rank,node
1,10241462
2,10284152
3,10523552
4,11770552
5,12080652
6,12740012
7,13118432
8,13467242
9,14087968
10,14102919
11,14126174
12,14152810
13,14155739
14,14326743
15,14350969
16,14464020
17,14516061
18,14625006
19,14763573
20,14849301
21,14986396
22,15220372
23,15469032
24,15480002
25,15557309
26,15791939
27,15793783
28,1584901
29,15861560
30,15865288
31,16452950
32,16505673
33,16510377
34,16784574
35,16855827
36,16880649
37,16971414
38,17107079
39,17326261
40,17393514
41,17416766
42,17431643
43,17624589
44,17827249
45,17831577
46,17864134
47,182563
48,18279690
49,18280014
50,18362842
51,18581294
52,18608117
53,18623167
54,19041498
55,19045839
56,19396079
57,19451823
58,19461979
59,19543485
60,19552939
61,19564125
62,19792412
63,19849576
64,20199133
65,20253599
66,20788139
67,20873
68,21425652
69,21463619
70,21475280
71,21625645
72,22028219
73,22284693
74,22604125
75,2264811
76,22675994
77,22698646
78,23713679
79,23967016
80,24910814
81,25500750
82,25543989
83,25840488
84,25850372
85,25982406
86,26338809
87,27109599
88,27684535
89,28953592
90,29075225
91,29089902
92,29613217
93,30556522
94,30624436
95,31536024
96,31741815
97,32522601
98,32556315
99,32909193
100,34133492
101,34635715
102,35478531
103,36963624
104,38609291
105,39161886
106,39495217
107,41905556
108,42390043
109,42518276
110,43378656
111,5522622
112,5988422
113,6898072
114,7105292
115,740673
116,8828892
117,890641
118,901731
119,9517462
120,9791392
