rank,node
1,10241462
2,1112751
3,11625152
4,11963282
5,12740012
6,13467242
7,13960822
8,14061925
9,14125985
10,14126174
11,14152810
12,14350969
13,14405372
14,14499717
15,14516061
16,14552124
17,14625006
18,14690638
19,14694370
20,14763573
21,14799737
22,14849301
23,14982693
24,14986396
25,15197493
26,15220372
27,15294868
28,15357283
29,15466457
30,15480002
31,15481749
32,15769442
33,15791939
34,1584901
35,15865288
36,16152223
37,16170886
38,16261754
39,16308740
40,16399227
41,16743661
42,16784574
43,16852922
44,16880649
45,16971414
46,17107079
47,17282551
48,17326261
49,17335211
50,17416766
51,17431643
52,17528783
53,18031789
54,18190568
55,18220568
56,18280014
57,1833431
58,18608117
59,18826341
60,19041498
61,19461979
62,19552939
63,20199133
64,20234402
65,20253599
66,20725832
67,20788139
68,20790544
69,21463619
70,21475280
71,21499200
72,21588987
73,21818817
74,21908551
75,22028219
76,22174265
77,22284693
78,2289831
79,24173927
80,24879395
81,24910814
82,25500750
83,25840488
84,25850372
85,25982406
86,26082001
87,26951888
88,27109599
89,29089902
90,29613217
91,30736020
92,31100873
93,3160851
94,31741815
95,32215972
96,32556315
97,33361493
98,34133492
99,38058345
100,38609291
101,39856692
102,40049363
103,41905556
104,42390043
105,42518276
106,43378656
107,5522622
108,5771302
109,5988422
110,6675742
111,6898072
112,6979102
113,740673
114,780159
115,7909882
116,7978482
117,8828892
118,9146202
119,9517462
120,9791392
