node_id,ris_score,fair_ris_score,shortfall_gain,mf_gain_score,weakest_group_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
0,0.3333333333333333,0.3899010007591543,0.75,0.0,0.0,0.0,0.14427680196527237,0.5429396,0.3899010007591543,0.5429396033287048
1,0.2222222222222222,0.2599340005061029,0.5,0.0,0.0,0.0,0.17294607443497895,0.36554635,0.2599340005061029,0.3655463457107544
10,0.8888888888888888,1.0,0.12834224598930516,0.0,0.0,0.0,0.26156306201838736,0.5343232,1.0,0.5343232154846191
100,0.1111111111111111,0.08223571224688127,0.0,0.0,0.0,0.39560439560439553,0.16134061939051253,0.0829488,0.08223571224688127,0.08294879645109177
101,0.1111111111111111,0.08223571224688127,0.0,0.0,0.0,0.42857142857142855,0.2230358175232992,0.08852872,0.08223571224688127,0.08852872252464294
102,0.2222222222222222,0.16447142449376254,0.0,0.0,0.0,0.15584415584415576,0.265306404066736,0.112751104,0.16447142449376254,0.11275110393762589
103,0.2222222222222222,0.16447142449376254,0.0,0.0,0.0,0.0,0.0962684114119506,0.09223887,0.16447142449376254,0.09223887324333191
104,0.1111111111111111,0.08223571224688127,0.0,0.0,0.0,0.0,0.3361043686387355,0.05976723,0.08223571224688127,0.0597672313451767
105,0.2222222222222222,0.16447142449376254,0.0,0.0,0.0,0.15584415584415576,0.09310788007186048,0.10451334,0.16447142449376254,0.10451333969831467
106,0.1111111111111111,0.08223571224688127,0.0,0.0,0.0,0.42857142857142855,0.07484699819823447,0.081439555,0.08223571224688127,0.0814395546913147
107,0.3333333333333333,0.24670713674064376,0.0,0.0,0.0,0.0,0.197971410230799,0.14104933,0.24670713674064376,0.141049325466156
108,0.4444444444444444,0.32894284898752507,0.0,0.0,0.0,0.39560439560439553,0.2028538460380284,0.21677005,0.32894284898752507,0.21677005290985107
109,0.1111111111111111,0.08223571224688127,0.0,0.0,0.0,0.39560439560439553,0.07338961721490644,0.07874133,0.08223571224688127,0.07874132692813873
11,0.1111111111111111,0.125,0.016042780748663145,0.0,0.0,0.0,0.07064221565414737,0.06838112,0.125,0.06838112324476242
110,0.0,0.0,0.0,0.0,0.0,0.0,0.15546566241626605,0.007180592,0.0,0.00718059204518795
111,0.4444444444444444,0.32894284898752507,0.0,0.0,0.0,0.42857142857142855,0.263520592347692,0.22230078,0.32894284898752507,0.22230078279972076
112,0.3333333333333333,0.24670713674064376,0.0,0.0,0.0,0.0,0.28438070003247984,0.14518304,0.24670713674064376,0.1451830416917801
113,0.2222222222222222,0.16447142449376254,0.0,0.0,0.0,0.15584415584415576,0.10337132239822704,0.105004326,0.16447142449376254,0.10500432550907135
114,0.4444444444444444,0.32894284898752507,0.0,0.0,0.0,0.0,0.15023239019921902,0.18271066,0.32894284898752507,0.182710662484169
115,0.3333333333333333,0.24670713674064376,0.0,0.0,0.0,0.0,0.16587381543607185,0.13951382,0.24670713674064376,0.13951382040977478
116,0.5555555555555556,0.4111785612344063,0.0,0.0,0.0,0.15584415584415576,0.25253722538209167,0.24397555,0.4111785612344063,0.24397554993629456
117,0.4444444444444444,0.32894284898752507,0.0,0.0,0.0,0.39560439560439553,0.23215884328963685,0.21817197,0.32894284898752507,0.21817196905612946
118,0.1111111111111111,0.08223571224688127,0.0,0.0,0.0,0.0,0.11964149512742131,0.04941191,0.08223571224688127,0.04941191151738167
119,0.3333333333333333,0.24670713674064376,0.0,0.0,0.0,0.0,0.22999637207828696,0.14258136,0.24670713674064376,0.14258135855197906
12,0.6666666666666666,0.4934142734812875,0.0,0.0,0.0,0.0,0.8041502550740078,0.3018835,0.4934142734812875,0.3018834888935089
120,0.4444444444444444,0.32894284898752507,0.0,0.0,0.0,0.15584415584415576,0.1498043571193329,0.19511583,0.32894284898752507,0.1951158344745636
121,0.0,0.0,0.0,0.0,0.0,0.15584415584415576,0.04958051064212983,0.0145408325,0.0,0.014540832489728928
122,0.3333333333333333,0.24670713674064376,0.0,0.0,0.0,0.39560439560439553,0.3064118180460483,0.17777903,0.24670713674064376,0.17777903378009796
123,0.4444444444444444,0.32894284898752507,0.0,0.0,0.0,0.42857142857142855,0.1828956341233971,0.21844378,0.32894284898752507,0.21844378113746643
124,0.2222222222222222,0.16447142449376254,0.0,0.0,0.0,0.0,0.05212039523293236,0.09012689,0.16447142449376254,0.0901268869638443
125,0.1111111111111111,0.08223571224688127,0.0,0.0,0.0,0.05529953917050696,0.14673204048944846,0.055116996,0.08223571224688127,0.05511699616909027
126,0.3333333333333333,0.24670713674064376,0.0,0.0,0.0,0.05529953917050696,0.2110190573421642,0.14608261,0.24670713674064376,0.14608260989189148
127,0.1111111111111111,0.08223571224688127,0.0,0.0,0.0,0.39560439560439553,0.2386452615387017,0.08664696,0.08223571224688127,0.08664695918560028
128,0.4444444444444444,0.32894284898752507,0.0,0.0,0.0,0.39560439560439553,0.1603211761756454,0.21473534,0.32894284898752507,0.21473534405231476
129,0.3333333333333333,0.24670713674064376,0.0,0.0,0.0,0.15584415584415576,0.1981319635259654,0.15348266,0.24670713674064376,0.15348266065120697
13,0.5555555555555556,0.4111785612344063,0.0,0.0,0.0,0.0,0.7864134507513457,0.25708988,0.4111785612344063,0.25708988308906555
130,0.0,0.0,0.0,0.0,0.0,0.05529953917050696,0.004862806067272653,0.0043850397,0.0,0.004385039675980806
131,0.3333333333333333,0.24670713674064376,0.0,0.0,0.0,0.0,0.12001811837259116,0.13732013,0.24670713674064376,0.1373201310634613
132,0.0,0.0,0.0,0.0,0.0,0.0,0.07874757250856734,0.0035104926,0.0,0.0035104926209896803
133,0.2222222222222222,0.16447142449376254,0.0,0.0,0.0,0.0,0.056722577733760327,0.09034705,0.16447142449376254,0.0903470516204834
134,0.3333333333333333,0.24670713674064376,0.0,0.0,0.0,0.05529953917050696,0.19940705583682886,0.14552711,0.24670713674064376,0.14552710950374603
135,0.1111111111111111,0.08223571224688127,0.0,0.0,0.0,0.39560439560439553,0.11798850749295724,0.08087488,0.08223571224688127,0.08087488263845444
136,0.2222222222222222,0.16447142449376254,0.0,0.0,0.0,0.0,0.0962684114119506,0.09223887,0.16447142449376254,0.09223887324333191
137,0.4444444444444444,0.32894284898752507,0.0,0.0,0.0,0.15584415584415576,0.15803802142568013,0.19550972,0.32894284898752507,0.19550971686840057
