node_id,ris_score,fair_ris_score,shortfall_gain,mf_gain_score,weakest_group_gain,community_diversity_score,spread_proxy_score,combined_fairness_gain,fairness_ris_score,label_score
0,0.2857142857142857,0.34657866734147047,0.6666666666666666,0.0,0.0,0.0,0.13101748495349075,0.48239145,0.34657866734147047,0.48239144682884216
1,0.2857142857142857,0.34657866734147047,0.6666666666666666,0.0,0.0,0.0,0.1852086872644806,0.48499122,0.34657866734147047,0.4849912226200104
10,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.25027147305893555,0.46864653,1.0,0.4686465263366699
100,0.14285714285714285,0.109647616329175,0.0,0.0,0.0,0.08026755852842817,0.16636187464016974,0.07205811,0.109647616329175,0.07205811142921448
101,0.14285714285714285,0.109647616329175,0.0,0.0,0.0,0.7826086956521741,0.22714232670289222,0.13113065,0.109647616329175,0.131130650639534
102,0.14285714285714285,0.109647616329175,0.0,0.0,0.0,0.5059288537549408,0.24283916804166028,0.109761365,0.109647616329175,0.10976136475801468
103,0.2857142857142857,0.21929523265835,0.0,0.0,0.0,0.2236024844720499,0.10966791322203473,0.13871162,0.21929523265835,0.138711616396904
104,0.0,0.0,0.0,0.0,0.0,0.0,0.3051739910613938,0.014386764,0.0,0.014386763796210289
105,0.2857142857142857,0.21929523265835,0.0,0.0,0.0,0.5059288537549408,0.10655424263788933,0.16113605,0.21929523265835,0.16113604605197906
106,0.14285714285714285,0.109647616329175,0.0,0.0,0.0,0.7826086956521741,0.08115068226675967,0.12412687,0.109647616329175,0.1241268664598465
107,0.42857142857142855,0.32894284898752496,0.0,0.0,0.0,0.2236024844720499,0.21727640594601066,0.2017868,0.32894284898752496,0.2017868012189865
108,0.42857142857142855,0.32894284898752496,0.0,0.0,0.0,0.08026755852842817,0.19613944542803027,0.18931225,0.32894284898752496,0.18931224942207336
109,0.0,0.0,0.0,0.0,0.0,0.08026755852842817,0.04635447449677695,0.008388103,0.0,0.008388102985918522
11,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.0,0.07700824344510294,0.079589725,0.16666666666666666,0.07958972454071045
110,0.0,0.0,0.0,0.0,0.0,0.0,0.153160594793027,0.0070940983,0.0,0.007094098255038261
111,0.2857142857142857,0.21929523265835,0.0,0.0,0.0,0.7826086956521741,0.22254625920833424,0.18882295,0.21929523265835,0.18882295489311218
112,0.42857142857142855,0.32894284898752496,0.0,0.0,0.0,0.2236024844720499,0.30240451729855194,0.20587073,0.32894284898752496,0.20587073266506195
113,0.14285714285714285,0.109647616329175,0.0,0.0,0.0,0.5059288537549408,0.08330507517041509,0.1021079,0.109647616329175,0.10210789740085602
114,0.5714285714285714,0.4385904653167,0.0,0.0,0.0,0.0,0.1776586357225,0.23992054,0.4385904653167,0.23992054164409637
115,0.0,0.0,0.0,0.0,0.0,0.0,0.08557341218636004,0.003851682,0.0,0.00385168194770813
116,0.2857142857142857,0.21929523265835,0.0,0.0,0.0,0.5059288537549408,0.1857787359552273,0.16493675,0.21929523265835,0.16493675112724304
117,0.42857142857142855,0.32894284898752496,0.0,0.0,0.0,0.08026755852842817,0.22500994158586718,0.19069727,0.32894284898752496,0.19069726765155792
118,0.14285714285714285,0.109647616329175,0.0,0.0,0.0,0.0,0.12528101745781117,0.0636694,0.109647616329175,0.06366939842700958
119,0.2857142857142857,0.21929523265835,0.0,0.0,0.0,0.0,0.21546610299468114,0.12590872,0.21929523265835,0.1259087175130844
12,0.8571428571428571,0.6578856979750499,0.0,0.0,0.0,0.0,0.8367078119895278,0.38736323,0.6578856979750499,0.3873632252216339
120,0.42857142857142855,0.32894284898752496,0.0,0.0,0.0,0.5059288537549408,0.14387651385862554,0.22083934,0.32894284898752496,0.22083933651447296
121,0.0,0.0,0.0,0.0,0.0,0.5059288537549408,0.048845387348351775,0.042541943,0.0,0.04254194349050522
122,0.42857142857142855,0.32894284898752496,0.0,0.0,0.0,0.08026755852842817,0.3241089830080195,0.19545144,0.32894284898752496,0.19545143842697144
123,0.5714285714285714,0.4385904653167,0.0,0.0,0.0,0.7826086956521741,0.20983758629939225,0.30403885,0.4385904653167,0.3040388524532318
124,0.14285714285714285,0.109647616329175,0.0,0.0,0.0,0.0,0.03281403833095575,0.059233405,0.109647616329175,0.0592334046959877
125,0.14285714285714285,0.109647616329175,0.0,0.0,0.0,0.4039270687237027,0.15196989509437817,0.09724632,0.109647616329175,0.09724631905555725
126,0.42857142857142855,0.32894284898752496,0.0,0.0,0.0,0.4039270687237027,0.2301305974193371,0.21682158,0.32894284898752496,0.2168215811252594
127,0.14285714285714285,0.109647616329175,0.0,0.0,0.0,0.08026755852842817,0.24252033167601716,0.07571173,0.109647616329175,0.07571172714233398
128,0.5714285714285714,0.4385904653167,0.0,0.0,0.0,0.08026755852842817,0.18759783668091906,0.24681526,0.4385904653167,0.2468152642250061
129,0.2857142857142857,0.21929523265835,0.0,0.0,0.0,0.5059288537549408,0.18407414356936327,0.16485497,0.21929523265835,0.1648549735546112
13,0.5714285714285714,0.4385904653167,0.0,0.0,0.0,0.0,0.7784601235742733,0.26874328,0.4385904653167,0.26874327659606934
130,0.0,0.0,0.0,0.0,0.0,0.4039270687237027,0.004790705922137402,0.032272775,0.0,0.03227277472615242
131,0.14285714285714285,0.109647616329175,0.0,0.0,0.0,0.0,0.07375804629748993,0.061197646,0.109647616329175,0.06119764596223831
132,0.0,0.0,0.0,0.0,0.0,0.2236024844720499,0.07757999326967313,0.021346655,0.0,0.02134665474295616
133,0.0,0.0,0.0,0.0,0.0,0.2236024844720499,0.003987549745228956,0.017816143,0.0,0.017816143110394478
134,0.2857142857142857,0.21929523265835,0.0,0.0,0.0,0.4039270687237027,0.18533033026494983,0.15675955,0.21929523265835,0.15675954520702362
