node_id,community_id,community_size
0,0,23
1,0,23
10,0,23
100,1,42
101,2,40
102,3,33
103,4,28
104,5,24
105,3,33
106,2,40
107,4,28
108,1,42
109,1,42
11,0,23
110,5,24
111,2,40
112,4,28
113,3,33
114,0,23
115,6,17
116,3,33
117,1,42
118,6,17
119,5,24
12,0,23
120,3,33
121,3,33
122,1,42
123,2,40
124,5,24
125,7,34
126,7,34
127,1,42
128,1,42
129,3,33
13,5,24
130,1,42
131,0,23
132,4,28
133,4,28
134,7,34
135,1,42
136,4,28
137,3,33
138,7,34
139,4,28
14,2,40
140,5,24
141,7,34
142,4,28
143,2,40
144,1,42
145,4,28
146,3,33
147,2,40
148,2,40
149,1,42
15,2,40
150,6,17
151,2,40
152,2,40
153,7,34
154,0,23
155,3,33
156,1,42
157,2,40
158,5,24
159,2,40
16,2,40
160,6,17
161,7,34
162,3,33
163,2,40
164,7,34
165,3,33
166,1,42
167,2,40
168,0,23
169,7,34
17,7,34
170,4,28
171,7,34
172,4,28
173,0,23
174,2,40
175,1,42
176,2,40
177,4,28
178,6,17
179,2,40
18,1,42
180,3,33
181,3,33
182,2,40
183,2,40
184,2,40
185,1,42
186,6,17
187,3,33
188,1,42
189,7,34
19,3,33
190,3,33
191,7,34
192,0,23
193,6,17
194,1,42
195,6,17
196,5,24
197,7,34
198,2,40
199,7,34
2,0,23
20,2,40
200,3,33
201,2,40
202,3,33
203,5,24
204,1,42
205,7,34
206,3,33
207,5,24
208,6,17
209,1,42
21,4,28
210,6,17
211,7,34
212,7,34
213,7,34
214,2,40
215,4,28
216,7,34
217,2,40
218,3,33
219,7,34
22,6,17
220,1,42
221,2,40
222,3,33
223,8,23
224,8,23
225,8,23
226,8,23
227,8,23
228,8,23
229,8,23
23,1,42
230,8,23
231,8,23
232,8,23
233,8,23
234,8,23
235,8,23
236,8,23
237,8,23
238,9,24
239,9,24
24,4,28
240,9,24
241,9,24
242,9,24
243,9,24
244,9,24
245,9,24
246,9,24
247,9,24
248,9,24
249,9,24
25,2,40
250,9,24
251,9,24
252,9,24
253,9,24
254,9,24
255,9,24
256,1,42
257,1,42
258,1,42
259,1,42
26,7,34
260,1,42
261,7,34
262,7,34
263,10,28
264,11,30
265,12,37
266,10,28
267,13,48
268,12,37
269,14,11
27,2,40
270,11,30
271,15,23
272,10,28
273,12,37
274,13,48
275,12,37
276,15,23
277,12,37
278,16,20
279,10,28
28,6,17
280,15,23
281,11,30
282,12,37
283,12,37
284,15,23
285,12,37
286,12,37
287,16,20
288,12,37
289,12,37
29,4,28
290,10,28
291,12,37
292,12,37
293,16,20
294,13,48
295,11,30
296,14,11
297,15,23
298,13,48
299,13,48
3,0,23
30,6,17
300,13,48
301,13,48
302,11,30
303,13,48
304,13,48
305,13,48
306,13,48
307,11,30
308,15,23
309,15,23
31,2,40
310,13,48
311,12,37
312,16,20
313,13,48
314,16,20
315,10,28
316,12,37
317,12,37
318,10,28
319,12,37
32,4,28
320,11,30
321,10,28
322,16,20
323,10,28
324,10,28
325,13,48
326,14,11
327,11,30
328,16,20
329,15,23
33,3,33
330,13,48
331,16,20
332,12,37
333,10,28
334,14,11
335,15,23
336,10,28
337,13,48
338,12,37
339,11,30
34,4,28
340,11,30
341,13,48
342,10,28
343,11,30
344,12,37
345,10,28
346,13,48
347,15,23
348,11,30
349,10,28
35,3,33
350,15,23
351,11,30
