node_id,cluster_id
1007,0
1009,1
1025,2
1048,3
1049,2
1074,4
1092,3
1097,1
11,5
1119,2
1131,1
1137,1
1138,0
1155,6
1159,1
1175,7
1190,2
1197,5
1198,6
12,3
1209,6
1215,8
1216,7
1228,3
1234,1
1235,0
1237,0
1240,9
1245,2
1261,10
1264,2
1267,0
1291,0
13,9
1315,7
1318,0
1324,0
1326,6
1335,0
1336,10
134,9
1348,2
135,10
1424,7
1448,0
1477,8
1494,3
1499,2
1506,9
1512,10
1520,9
1528,5
1540,5
1550,4
1561,11
1587,2
1593,7
1595,3
16,8
1616,2
1625,0
1628,0
1650,6
1674,6
1682,11
1691,2
1714,2
1718,2
1729,1
1771,10
1792,1
1795,10
180,7
1809,5
1822,6
1847,7
1849,0
1875,10
1897,7
1901,5
1931,5
1938,10
1942,7
1967,9
1971,4
1973,10
1978,8
1984,11
1985,9
1999,10
20,4
2014,12
2016,2
205,0
2053,6
2055,8
2073,1
2089,7
2113,7
2121,6
2164,5
2170,5
2196,5
220,8
2216,7
2234,3
2284,10
2289,2
231,1
2317,7
2333,1
2343,1
2347,0
2375,2
2382,7
2411,0
2429,9
2435,2
2436,2
2495,1
2531,5
2587,2
2596,2
2628,1
2652,5
2659,5
2684,8
2692,5
2727,4
2730,7
2744,9
2787,0
2806,1
2848,1
2855,7
2866,10
2868,1
2889,8
2908,0
291,0
2930,2
2946,8
2980,9
2990,6
2993,13
3005,9
3007,2
3010,0
3030,1
3034,1
3051,4
3059,2
3061,10
3067,14
3073,4
3078,0
3087,6
3088,1
3090,10
3099,2
3116,10
3123,10
3145,1
3161,2
3168,6
319,10
3197,13
3232,2
325,7
3255,2
3259,7
326,7
3265,2
3282,10
3286,7
3292,7
3295,10
3300,4
3307,10
3314,0
3326,10
333,1
3337,4
3341,1
3348,3
335,4
3364,0
3374,7
3382,8
3386,7
339,3
3413,7
3423,3
3446,1
3449,7
3463,2
349,10
350,9
3550,8
3552,2
3577,4
3585,9
3605,9
3609,2
3612,2
3623,4
3634,0
3635,10
3644,4
3654,2
3668,10
3683,3
3710,10
3721,7
3737,10
3761,5
3782,7
3787,5
3818,3
3820,7
3825,7
3830,7
3838,4
3854,0
3872,6
3880,10
3881,1
3886,10
3897,10
3924,0
3939,7
3949,5
3979,10
3994,6
4001,8
4012,4
4018,1
4035,10
4036,10
4047,2
4050,2
4053,2
4058,10
4081,1
4099,5
4171,4
4202,9
4209,0
4225,10
4241,8
4249,5
4257,6
4267,7
4279,1
4321,4
4322,10
434,0
4342,1
4352,10
4359,7
4363,7
4366,8
4391,6
4398,8
4409,4
4421,2
4436,0
4440,3
4441,2
4446,0
4448,5
4449,3
4462,1
4472,2
4473,10
4480,1
4493,0
450,10
4519,1
4530,2
4535,15
4566,5
4572,10
4595,2
4604,7
4621,3
4629,2
4633,2
4637,3
4671,7
4676,7
4689,10
4708,7
4713,6
4717,1
4727,0
4739,2
4762,8
4775,3
4780,10
4801,2
4812,7
4823,2
4849,5
4854,4
4883,10
4914,7
4945,7
496,4
4960,5
4980,0
4985,7
4992,7
4996,0
5,4
5000,0
5017,10
5020,3
5035,15
5037,7
505,2
5053,2
507,1
5078,7
5082,7
5107,0
5119,8
5135,3
5140,9
5165,2
5168,2
5234,0
5293,4
5297,2
5306,1
5308,10
5317,2
5338,0
5345,4
5351,0
5370,0
5377,5
5389,2
5390,6
54,7
5414,7
5463,4
5473,3
5474,8
5482,0
5513,1
5519,6
5528,0
5558,8
5585,5
56,4
5614,8
5615,0
5625,8
5635,5
5679,0
5686,10
569,7
5698,12
57,9
5703,4
5716,6
5721,2
573,1
5730,7
575,2
5757,9
578,0
5785,3
5789,4
5808,5
5820,2
5828,5
583,8
5834,0
586,1
5879,0
5906,14
5913,7
5927,2
593,0
5951,5
5958,15
599,8
6019,7
6048,1
605,2
6077,1
6090,14
6096,0
6097,0
6105,7
6109,0
6119,9
6136,6
6152,1
616,0
63,1
638,7
639,7
642,12
650,3
655,3
656,5
677,0
695,7
716,5
717,10
72,2
724,1
73,2
734,10
737,0
74,9
746,7
754,10
764,2
773,4
775,7
813,3
817,7
82,8
820,2
822,7
831,10
854,5
872,10
883,2
916,4
927,4
937,1
938,1
947,1
953,7
954,10
97,0
970,7
978,11
997,0
999,5
