node_id,candidate_group,node,protected_group,ml_score,graphsage_pred_score,graphsage_embedding_norm,ris_score,fair_ris_score,shortfall_gain,group_quota,current_group_seed_count,group_shortfall_ratio,dynamic_shortfall_gain,candidate_group_shortfall_ratio,dynamic_shortfall_bonus,shortfall_weighted_fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,community_diversity_score,cluster_diversity_bonus,cluster_coverage_bonus,ingroup_ris_score,protected_group_coverage_bonus,spread_proxy_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,target_deficit_adjusted_score,combined_score,score_normalization,community_id
1,1,1,1,0.20540079474449158,0.20540079474449158,0.243565633893013,0.25,0.1377238951163007,0.25,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.25669895617936966,0.0,0.0,0.46841776110068795,0.46841776110068795,0.0,0.0,0.0,0.0,0.2511224545752642,0.0,0.0,3.0451138128015205,1.7493140429511178,3.0451138128015205,3.0451138128015205,global,0
10,1,10,1,0.3791649341583252,0.3791649341583252,0.408807635307312,0.4166666666666667,0.22953982519383453,0.41666666666666663,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.42783159363228285,0.0,0.0,0.8251434720229556,0.8251434720229556,0.0,0.0,0.0,0.0,0.28646806948544196,0.0,0.0,4.223390191088509,2.927590421238106,4.223390191088509,4.223390191088509,global,1
100,1,100,1,0.43146124482154846,0.43146124482154846,0.4742153286933899,0.4166666666666667,0.22953982519383453,0.41666666666666663,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.42783159363228285,0.0,0.0,0.6652319464371114,0.6652319464371114,0.0,0.0,0.0,0.0,0.5832851624176011,0.0,0.0,4.274316604705813,2.9785168348554105,4.274316604705813,4.274316604705813,global,2
101,1,101,1,0.288508802652359,0.288508802652359,0.3233658969402313,0.3333333333333333,0.18363186015506763,0.3333333333333333,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.3422652749058263,0.0,0.0,0.46841776110068795,0.46841776110068795,0.0,0.0,0.0,0.0,0.44404985051832563,0.0,0.0,3.5946277013216,2.2988279314711972,3.5946277013216,3.5946277013216,global,0
102,1,102,1,0.5102548599243164,0.5102548599243164,0.5395046472549438,0.5,0.2754477902326014,0.5,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.5133979123587393,0.0,0.0,0.8251434720229556,0.8251434720229556,0.0,0.0,0.0,0.0,0.4199480331814006,0.0,0.0,4.793455384220957,3.497655614370554,4.793455384220957,4.793455384220957,global,1
103,1,103,1,0.3737884759902954,0.3737884759902954,0.3562076687812805,0.5,0.2754477902326014,0.5,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.5133979123587393,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3669223339233816,0.0,0.0,4.255802831284856,2.9600030614344535,4.255802831284856,4.255802831284856,global,3
104,1,104,1,0.31764790415763855,0.31764790415763855,0.33726564049720764,0.3333333333333333,0.18363186015506763,0.3333333333333333,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.3422652749058263,0.0,0.0,0.39871273712737126,0.39871273712737126,0.0,0.0,0.0,0.0,0.6112484585048799,0.0,0.0,3.6332460529351316,2.337446283084729,3.6332460529351316,3.6332460529351316,global,4
105,1,105,1,0.5033280253410339,0.5033280253410339,0.5057494044303894,0.5,0.2754477902326014,0.5,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.5133979123587393,0.0,0.0,0.48932926829268303,0.48932926829268303,0.0,0.0,0.0,0.0,0.3598805094089098,0.0,0.0,4.6019865575574475,3.3061867877070448,4.6019865575574475,4.6019865575574475,global,5
106,1,106,1,0.38719284534454346,0.38719284534454346,0.38496214151382446,0.4166666666666667,0.22953982519383453,0.41666666666666663,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.42783159363228285,0.14285714285714285,0.14285714285714285,0.39871273712737126,0.39871273712737126,0.0,0.0,0.0,0.0,0.473153995461033,0.0,0.0,4.072602930382368,2.7768031605319656,4.072602930382368,4.072602930382368,global,4
107,1,107,1,0.39225611090660095,0.39225611090660095,0.38638362288475037,0.4166666666666667,0.22953982519383453,0.41666666666666663,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.42783159363228285,0.0,0.0,0.39871273712737126,0.39871273712737126,0.0,0.0,0.0,0.0,0.34785257037754347,0.0,0.0,4.039063115306968,2.743263345456565,4.039063115306968,4.039063115306968,global,4
108,1,108,1,0.5399829745292664,0.5399829745292664,0.5221215486526489,0.5833333333333334,0.36635688114169235,0.5,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.6828403226527032,0.2222222222222222,0.2222222222222222,0.3728222996515679,0.3728222996515679,0.0,0.0,0.0,0.0,0.6353855102888888,0.0,0.0,4.920860048002984,3.625060278152582,4.920860048002984,4.920860048002984,global,6
109,1,109,1,0.2535175383090973,0.2535175383090973,0.32474690675735474,0.25,0.1377238951163007,0.25,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.25669895617936966,0.0,0.0,0.8251434720229556,0.8251434720229556,0.0,0.0,0.0,0.0,0.5522960728266393,0.0,0.0,3.3523221485897516,2.056522378739349,3.3523221485897516,3.3523221485897516,global,1
11,1,11,1,0.3402479588985443,0.3402479588985443,0.4048537015914917,0.3333333333333333,0.18363186015506763,0.3333333333333333,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.3422652749058263,0.08333333333333333,0.08333333333333333,0.48932926829268303,0.48932926829268303,0.0,0.0,0.0,0.0,0.7364571400356392,0.0,0.0,3.73419696676974,2.4383971969193374,3.73419696676974,3.73419696676974,global,5
110,1,110,1,0.21765492856502533,0.21765492856502533,0.27982985973358154,0.25,0.1377238951163007,0.25,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.25669895617936966,0.0,0.0,0.21747967479674793,0.21747967479674793,0.0,0.0,0.0,0.0,0.41949669425741104,0.0,0.0,2.9799603486106214,1.6841605787602187,2.9799603486106214,2.9799603486106214,global,7
111,1,111,1,0.14896796643733978,0.14896796643733978,0.17448338866233826,0.16666666666666666,0.09181593007753382,0.16666666666666666,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.17113263745291316,0.0,0.0,0.39871273712737126,0.39871273712737126,0.0,0.0,0.0,0.0,0.22810523242660133,0.0,0.0,2.533060608113675,1.2372608382632722,2.533060608113675,2.533060608113675,global,4
112,1,112,1,0.17773891985416412,0.17773891985416412,0.29324406385421753,0.08333333333333333,0.04590796503876691,0.08333333333333333,24,0,1.0,0.8638665132336019,1.0,0.8638665132336019,0.08556631872645658,0.0,0.0,0.6652319464371114,0.6652319464371114,0.0,0.0,0.0,0.0,0.21054911010945632,0.0,0.0,2.2589208753959937,0.963121105545591,2.2589208753959937,2.2589208753959937,global,2
