node_id,community_id,community_size
1,0,47
10,1,74
100,2,43
101,3,59
102,4,53
103,3,59
104,1,74
105,1,74
106,2,43
107,3,59
108,5,40
109,6,44
11,4,53
110,1,74
111,3,59
112,4,53
113,3,59
114,0,47
115,4,53
116,3,59
117,0,47
118,1,74
119,1,74
12,3,59
120,1,74
121,2,43
122,2,43
123,6,44
124,1,74
125,1,74
126,5,40
127,5,40
128,3,59
129,3,59
13,6,44
130,0,47
131,1,74
132,6,44
133,2,43
134,6,44
135,4,53
136,6,44
137,5,40
138,1,74
139,6,44
14,1,74
140,3,59
141,2,43
142,4,53
143,2,43
144,5,40
145,6,44
146,1,74
147,1,74
148,1,74
149,1,74
15,3,59
150,2,43
151,5,40
152,1,74
153,6,44
154,6,44
155,2,43
156,3,59
157,0,47
158,2,43
159,0,47
16,5,40
160,7,1
161,3,59
162,6,44
163,0,47
164,1,74
165,6,44
166,4,53
167,0,47
168,3,59
169,1,74
17,5,40
170,5,40
171,6,44
172,3,59
173,1,74
174,5,40
175,1,74
176,4,53
177,5,40
178,2,43
179,6,44
18,4,53
180,2,43
181,3,59
182,3,59
183,3,59
184,0,47
185,5,40
186,5,40
187,4,53
188,0,47
189,1,74
19,1,74
190,1,74
191,2,43
192,2,43
193,5,40
194,4,53
195,4,53
196,1,74
197,3,59
198,1,74
199,0,47
2,5,40
20,1,74
200,4,53
201,2,43
202,6,44
203,1,74
204,3,59
205,1,74
206,4,53
207,5,40
208,0,47
209,6,44
21,4,53
210,4,53
211,6,44
212,0,47
213,1,74
214,5,40
215,6,44
216,3,59
217,1,74
218,3,59
219,0,47
22,2,43
220,1,74
221,6,44
222,6,44
223,0,47
224,1,74
225,0,47
226,3,59
227,6,44
228,2,43
229,0,47
23,0,47
230,6,44
231,1,74
232,6,44
233,4,53
234,0,47
235,3,59
236,4,53
237,0,47
238,5,40
239,3,59
24,3,59
240,2,43
241,3,59
242,2,43
243,3,59
244,3,59
245,0,47
246,3,59
247,0,47
248,3,59
249,4,53
25,1,74
250,0,47
251,1,74
252,3,59
253,1,74
254,0,47
255,6,44
256,2,43
257,0,47
258,4,53
259,1,74
26,0,47
260,1,74
261,1,74
262,3,59
263,6,44
264,0,47
265,2,43
266,5,40
267,6,44
268,0,47
269,1,74
27,3,59
270,5,40
271,6,44
272,6,44
273,4,53
274,1,74
275,1,74
276,1,74
277,1,74
278,3,59
279,4,53
28,3,59
280,1,74
281,3,59
282,4,53
283,1,74
284,3,59
285,3,59
286,1,74
287,2,43
288,2,43
289,6,44
29,0,47
290,6,44
291,4,53
292,1,74
293,3,59
294,2,43
295,5,40
296,1,74
297,5,40
298,2,43
299,1,74
3,2,43
30,1,74
300,6,44
301,1,74
302,1,74
303,6,44
304,2,43
305,5,40
306,3,59
307,0,47
308,2,43
309,2,43
31,1,74
310,3,59
311,6,44
312,4,53
313,5,40
314,4,53
315,4,53
316,2,43
317,6,44
318,4,53
319,4,53
32,4,53
320,1,74
321,1,74
322,4,53
323,1,74
324,0,47
325,2,43
326,0,47
327,6,44
328,5,40
329,5,40
33,4,53
330,2,43
331,4,53
332,0,47
333,6,44
334,2,43
335,3,59
336,4,53
337,5,40
338,6,44
339,6,44
34,0,47
340,2,43
341,2,43
342,1,74
343,1,74
344,6,44
345,1,74
346,3,59
347,5,40
348,1,74
349,4,53
