generation,best_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set
0,-0.05232909860859044,9.0,0.001633393829401089,0.10629159104658197,-0.09450203092704329,0.8976911976911975,"[17850012, 22461427, 2384071, 8820652]"
1,-0.028689989255176022,6.7,0.0014700544464609799,0.05885003295681302,-0.06768104045247267,0.8382395382395383,"[19215129, 2384071, 5074681, 8820652]"
2,-0.028689989255176022,6.7,0.0014700544464609799,0.05885003295681302,-0.06272541519766112,0.6800865800865801,"[19215129, 2384071, 5074681, 8820652]"
3,-0.028689989255176022,6.7,0.0014700544464609799,0.05885003295681302,-0.0606728481855692,0.6414141414141414,"[19215129, 2384071, 5074681, 8820652]"
4,-0.028689989255176022,6.7,0.0014700544464609799,0.05885003295681302,-0.05783566247616434,0.665945165945166,"[19215129, 2384071, 5074681, 8820652]"
5,-0.028689989255176022,6.7,0.0014700544464609799,0.05885003295681302,-0.05716706114010068,0.6167388167388168,"[19215129, 2384071, 5074681, 8820652]"
6,-0.01969145078818283,7.85,0.0018330308529945552,0.04121593242936022,-0.049645223344322344,0.6656565656565657,"[19215129, 2384071, 37527239, 8820652]"
7,-0.01969145078818283,7.85,0.0018330308529945552,0.04121593242936022,-0.04915905157582586,0.6522366522366522,"[19215129, 2384071, 37527239, 8820652]"
8,-0.01969145078818283,7.85,0.0018330308529945552,0.04121593242936022,-0.048307328445900126,0.6574314574314575,"[19215129, 2384071, 37527239, 8820652]"
9,-0.01969145078818283,7.85,0.0018330308529945552,0.04121593242936022,-0.0464616321114694,0.6282828282828283,"[19215129, 2384071, 37527239, 8820652]"
