node_id,candidate_group,node,protected_group,ml_score,graphsage_pred_score,graphsage_embedding_norm,ris_score,fair_ris_score,shortfall_gain,group_quota,current_group_seed_count,group_shortfall_ratio,dynamic_shortfall_gain,candidate_group_shortfall_ratio,dynamic_shortfall_bonus,shortfall_weighted_fair_ris_score,fairness_bonus,weak_group_bonus,community_diversity_bonus,community_diversity_score,cluster_diversity_bonus,cluster_coverage_bonus,ingroup_ris_score,protected_group_coverage_bonus,spread_proxy_score,under_served_group_bonus,over_served_group_penalty,parity_adjusted_score,base_combined_score,target_deficit_adjusted_score,combined_score,score_normalization,community_id
0,male,0,male,0.27837565541267395,0.27837565541267395,0.24260388314723969,0.45454545454545453,0.22727272727272727,0.0,21,0,1.0,0.8306844547563805,1.0,0.8306844547563805,0.41606464880826827,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1597266171827766,0.0,0.0,2.425736100710452,1.1797094185758812,2.425736100710452,2.425736100710452,global,0
1,female,1,female,0.30235394835472107,0.30235394835472107,0.2614597976207733,0.45454545454545453,0.45454545454545453,0.0,20,0,1.0,0.7883631642912385,1.0,0.7883631642912385,0.8128923474051084,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.21087783832504375,0.0,0.0,2.8513276202545113,1.6687828738176538,2.8513276202545113,2.8513276202545113,global,0
10,male,10,male,0.7377889156341553,0.7377889156341553,0.6630040407180786,0.9090909090909091,0.45454545454545453,0.0,21,0,1.0,0.8306844547563805,1.0,0.8306844547563805,0.8321292976165365,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.24652704555929658,0.0,0.0,3.728397746491502,2.4823710643569314,3.728397746491502,3.728397746491502,global,0
100,male,100,male,0.0986936092376709,0.0986936092376709,0.06192713975906372,0.09090909090909091,0.045454545454545456,0.0,21,0,1.0,0.8306844547563805,1.0,0.8306844547563805,0.08321292976165366,0.5,0.5,0.08026755852842817,0.08026755852842817,0.0,0.0,0.0,0.0,0.14442345670021678,0.0,0.0,1.5902605676171684,0.34423388548259765,1.5902605676171684,1.5902605676171684,global,1
101,male,101,male,0.1998356431722641,0.1998356431722641,0.15292397141456604,0.09090909090909091,0.045454545454545456,0.0,21,0,1.0,0.8306844547563805,1.0,0.8306844547563805,0.08321292976165366,0.16666666666666666,0.16666666666666666,0.7826086956521741,0.7826086956521741,0.0,0.0,0.0,0.0,0.20179428834823113,0.0,0.0,2.0395560128211203,0.7935293306865495,2.0395560128211203,2.0395560128211203,global,2
102,female,102,female,0.22015798091888428,0.22015798091888428,0.17376026511192322,0.18181818181818182,0.18181818181818182,0.0,20,0,1.0,0.7883631642912385,1.0,0.7883631642912385,0.3251569389620434,0.6666666666666666,0.6666666666666666,0.5059288537549408,0.5059288537549408,0.0,0.0,0.0,1.0,0.23664903618341313,0.0,0.0,2.228084814359005,1.0455400679221474,2.228084814359005,2.228084814359005,global,3
103,female,103,female,0.2534094452857971,0.2534094452857971,0.26376157999038696,0.2727272727272727,0.2727272727272727,0.0,20,0,1.0,0.7883631642912385,1.0,0.7883631642912385,0.487735408443065,1.0,1.0,0.2236024844720499,0.2236024844720499,0.0,0.0,0.0,1.0,0.09949778476162453,0.0,0.0,2.3451046985118262,1.1625599520749683,2.3451046985118262,2.3451046985118262,global,4
104,male,104,male,0.08434444665908813,0.08434444665908813,0.05916915833950043,0.09090909090909091,0.045454545454545456,0.0,21,0,1.0,0.8306844547563805,1.0,0.8306844547563805,0.08321292976165366,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.30693758972424706,0.0,0.0,1.5874016981972972,0.34137501606272647,1.5874016981972972,1.5874016981972972,global,5
105,female,105,female,0.47743844985961914,0.47743844985961914,0.3625056743621826,0.45454545454545453,0.45454545454545453,0.0,20,0,1.0,0.7883631642912385,1.0,0.7883631642912385,0.8128923474051084,1.0,1.0,0.5059288537549408,0.5059288537549408,0.0,0.0,0.0,1.0,0.13663569717769616,0.0,0.0,3.222087005991696,2.0395422595548385,3.222087005991696,3.222087005991696,global,3
106,male,106,male,0.37234270572662354,0.37234270572662354,0.29882699251174927,0.2727272727272727,0.13636363636363635,0.0,21,0,1.0,0.8306844547563805,1.0,0.8306844547563805,0.24963878928496097,0.0,0.0,0.7826086956521741,0.7826086956521741,0.0,0.0,0.0,0.0,0.104069298204565,0.0,0.0,2.5118805294578714,1.2658538473233008,2.5118805294578714,2.5118805294578714,global,2
