node_id,ris_global_score,fair_ris_score
1007,0.125,0.2
1009,0.125,0.2
1025,0.125,0.2
1048,0.25,0.2
1049,0.125,0.1
1074,0.125,0.2
1092,0.25,0.3
1097,0.0,0.0
11,0.125,0.1
1119,0.0,0.0
1131,0.0,0.0
1137,0.25,0.3
1138,0.0,0.0
1155,0.125,0.2
1159,0.375,0.4
1175,0.375,0.3
1190,0.25,0.2
1197,0.5,0.5
1198,0.125,0.2
12,0.0,0.0
1209,0.0,0.0
1215,0.0,0.0
1216,0.0,0.0
1228,0.25,0.4
1234,0.125,0.2
1235,0.0,0.0
1237,0.5,0.4
1240,0.0,0.0
1245,0.125,0.1
1261,0.0,0.0
1264,0.125,0.1
1267,0.0,0.0
1291,0.0,0.0
13,0.25,0.3
1315,0.25,0.3
1318,0.5,0.6
1324,0.25,0.2
1326,0.125,0.2
1335,0.375,0.4
1336,0.375,0.4
134,0.125,0.1
1348,0.25,0.2
135,0.0,0.0
1424,0.0,0.0
1448,0.25,0.2
1477,0.25,0.3
1494,0.375,0.4
1499,0.375,0.3
1506,0.0,0.0
1512,0.125,0.1
1520,0.0,0.0
1528,0.25,0.2
1540,0.0,0.0
1550,0.25,0.4
1561,0.25,0.2
1587,0.125,0.1
1593,0.25,0.4
1595,0.0,0.0
16,0.0,0.0
1616,0.125,0.1
1625,0.0,0.0
1628,0.375,0.4
1650,0.0,0.0
1674,0.0,0.0
1682,0.0,0.0
1691,0.25,0.2
1714,0.0,0.0
1718,0.0,0.0
1729,0.25,0.2
1771,0.25,0.3
1792,0.375,0.3
1795,0.125,0.1
180,0.125,0.1
1809,0.25,0.2
1822,0.125,0.2
1847,0.125,0.1
1849,0.25,0.3
1875,0.125,0.1
1897,0.375,0.4
1901,0.25,0.2
1931,0.375,0.4
1938,0.0,0.0
1942,0.125,0.1
1967,0.0,0.0
1971,0.125,0.1
1973,0.0,0.0
1978,0.0,0.0
1984,0.0,0.0
1985,0.125,0.2
1999,0.0,0.0
20,0.375,0.3
2014,0.125,0.2
2016,0.375,0.4
205,0.0,0.0
2053,0.0,0.0
2055,0.0,0.0
2073,0.0,0.0
2089,0.375,0.3
2113,0.25,0.2
2121,0.125,0.1
2164,0.125,0.1
2170,0.0,0.0
2196,0.0,0.0
220,0.0,0.0
2216,0.0,0.0
2234,0.25,0.2
2284,0.25,0.2
2289,0.25,0.4
231,0.125,0.1
2317,0.0,0.0
2333,0.25,0.2
2343,0.125,0.1
2347,0.0,0.0
2375,0.0,0.0
2382,0.25,0.3
2411,0.0,0.0
2429,0.0,0.0
2435,0.125,0.1
2436,0.0,0.0
2495,0.0,0.0
2531,0.125,0.1
2587,0.0,0.0
2596,0.0,0.0
2628,0.25,0.3
2652,0.0,0.0
2659,0.375,0.3
2684,0.0,0.0
2692,0.0,0.0
2727,0.0,0.0
2730,0.125,0.2
2744,0.0,0.0
2787,0.5,0.5
2806,0.25,0.2
2848,0.25,0.2
2855,0.375,0.4
2866,0.25,0.2
2868,0.375,0.4
2889,0.0,0.0
2908,0.0,0.0
291,0.125,0.1
2930,0.125,0.1
2946,0.0,0.0
2980,0.125,0.1
2990,0.0,0.0
2993,0.0,0.0
3005,0.0,0.0
3007,0.125,0.1
3010,0.125,0.1
3030,0.375,0.3
3034,0.25,0.2
3051,0.125,0.1
3059,0.375,0.4
3061,0.0,0.0
3067,0.0,0.0
3073,0.125,0.2
3078,0.375,0.4
3087,0.125,0.1
3088,0.0,0.0
3090,0.25,0.2
3099,0.125,0.2
3116,0.25,0.2
3123,0.375,0.6
3145,0.25,0.3
3161,0.375,0.3
3168,0.0,0.0
319,0.125,0.1
3197,0.0,0.0
3232,0.625,0.6
325,0.125,0.1
3255,0.0,0.0
3259,0.375,0.4
326,0.125,0.1
3265,0.0,0.0
3282,0.125,0.1
3286,0.0,0.0
3292,0.25,0.2
3295,0.375,0.3
3300,0.125,0.2
3307,0.125,0.1
3314,0.0,0.0
3326,0.25,0.2
333,0.25,0.2
3337,0.0,0.0
3341,0.25,0.3
3348,0.125,0.1
335,0.375,0.6
3364,0.0,0.0
3374,0.125,0.1
3382,0.0,0.0
3386,0.0,0.0
339,0.125,0.2
3413,0.375,0.4
3423,0.25,0.2
3446,0.375,0.4
3449,0.125,0.1
3463,0.0,0.0
349,0.125,0.1
350,0.125,0.2
3550,0.125,0.2
3552,0.625,0.5
3577,0.125,0.2
3585,0.0,0.0
3605,0.125,0.2
3609,0.125,0.1
3612,0.0,0.0
3623,0.0,0.0
3634,0.375,0.4
