node_id,community_id,community_size
10007042,0,452
10046442,0,452
10074432,1,105
10077242,2,323
10093672,3,72
10104672,4,231
10107362,5,103
10125152,6,24
10125822,7,206
10130032,8,197
10138132,0,452
10144442,9,116
10166632,0,452
10214802,10,2
10241462,11,3
10241802,2,323
10263662,12,68
10270072,13,48
10270872,14,127
10284152,1,105
1032291,4,231
10326,2,323
10332972,15,19
10348132,5,103
10367842,4,231
10507892,16,221
10523552,6,24
10524,14,127
10545772,17,73
1058591,18,172
10599392,7,206
10609292,19,59
10618402,0,452
10638782,2,323
10645702,14,127
10651272,14,127
10659742,3,72
10701982,20,72
10717512,21,118
10722102,6,24
10728992,0,452
10732492,18,172
10750192,7,206
10768042,7,206
10790832,9,116
10804132,0,452
1081091,22,60
10821392,1,105
10836002,14,127
1086591,23,4
10936542,20,72
10969982,14,127
10996862,24,347
1100251,20,72
11039482,2,323
1106311,4,231
11069572,18,172
11071232,0,452
11120172,2,323
1112751,25,26
11130772,19,59
11138972,19,59
11142222,23,4
11162812,1,105
11206912,16,221
11221192,24,347
11231562,0,452
11264322,16,221
11288162,1,105
11332342,26,74
11347052,27,2
11350892,17,73
11358372,0,452
11360912,4,231
11364652,1,105
11376132,7,206
11379982,4,231
11395432,8,197
11402482,20,72
11425612,28,75
11442052,24,347
1147031,29,68
11541862,7,206
11550142,16,221
1160081,7,206
11606702,21,118
11620042,30,8
11625152,12,68
11626822,31,3
11650012,0,452
11672342,4,231
11702862,2,323
11724382,4,231
11726732,0,452
11763862,29,68
11767072,18,172
11769872,3,72
11770552,19,59
11786302,0,452
11792612,13,48
11819122,18,172
11842342,5,103
11918842,4,231
11920922,32,2
11926262,1,105
11944562,0,452
11963282,2,323
11981952,13,48
12018412,15,19
12037502,2,323
12062282,33,2
12080652,9,116
12081592,25,26
12114432,14,127
12115732,16,221
12118882,24,347
12149902,14,127
12163342,8,197
12168312,26,74
12174212,0,452
12217472,19,59
12222522,14,127
12227112,7,206
12230022,24,347
12264532,7,206
12286822,8,197
12287142,22,60
12301112,20,72
12327342,0,452
12334662,0,452
12369282,0,452
12377702,4,231
12389772,0,452
12429382,34,3
12448322,8,197
12455292,8,197
12464552,9,116
12470922,16,221
1249501,29,68
1253451,8,197
12618652,0,452
12623252,1,105
12650962,0,452
1265601,3,72
12681372,4,231
12695882,12,68
12706762,0,452
12715022,7,206
12739402,16,221
12740012,30,8
12741382,0,452
12771132,0,452
1277191,2,323
12783392,15,19
12787922,35,4
12790082,20,72
12793382,20,72
12803772,21,118
12818,14,127
12874212,7,206
1290661,36,2
12920142,9,116
12925,24,347
12952252,14,127
12964542,16,221
12966662,4,231
12967642,13,48
12973362,0,452
13008262,30,8
1304091,7,206
13043702,2,323
13051142,16,221
13116482,18,172
13118432,18,172
1315431,0,452
13159492,2,323
13170292,7,206
13211,14,127
13222222,18,172
13224342,12,68
13225072,21,118
13232092,5,103
13253832,14,127
13253992,0,452
13258742,37,2
13264762,8,197
13285072,0,452
13291122,7,206
13302,7,206
1330691,38,3
13308842,24,347
13330612,25,26
13354182,16,221
13406742,19,59
13454462,12,68
13466982,7,206
13467242,7,206
13473142,8,197
13473852,14,127
13501922,8,197
13541632,24,347
13648652,3,72
13651452,2,323
13654112,0,452
13722332,2,323
13746182,1,105
13755792,19,59
13763362,17,73
13767032,14,127
13768662,0,452
13772282,2,323
13789152,14,127
13797692,8,197
13894222,0,452
13897532,7,206
13923382,24,347
13936882,22,60
13942322,0,452
13960822,14,127
13979662,24,347
14025482,4,231
14027132,24,347
14038472,3,72
14050355,18,172
14051473,12,68
14052933,16,221
14053148,39,2
14055022,9,116
14061925,19,59
14062948,28,75
14063351,1,105
14065315,19,59
14066623,9,116
14069593,2,323
14070736,17,73
14070830,0,452
14073382,18,172
14078385,6,24
14086918,2,323
14087968,19,59
14092350,9,116
14092673,40,50
14095083,2,323
14097544,0,452
14098609,16,221
14099733,30,8
14100597,4,231
14102919,1,105
14103852,4,231
14108775,0,452
14109605,2,323
14110253,2,323
14110743,25,26
14111623,0,452
14115889,5,103
14116517,0,452
14120099,9,116
14125985,9,116
14126174,4,231
14126360,26,74
14129238,2,323
14133057,16,221
14133447,9,116
14133954,24,347
14135487,3,72
14138511,14,127
14139527,22,60
14139780,4,231
14140382,2,323
14142706,3,72
14146262,20,72
14152810,22,60
14155050,2,323
14155739,8,197
14160053,5,103
14160799,2,323
14160956,15,19
14161205,41,2
14161889,42,2
14163711,9,116
14164472,7,206
14167991,2,323
14169105,9,116
14170847,8,197
14171337,16,221
14172103,21,118
14172656,26,74
14177779,14,127
14180279,3,72
14180577,0,452
14181437,8,197
14181937,43,2
14186692,7,206
14188391,3,72
14190794,14,127
14193124,8,197
14195918,0,452
14198539,0,452
14200945,20,72
14202860,0,452
14203889,40,50
14204673,2,323
14204887,29,68
14206313,2,323
14206767,16,221
14207225,22,60
14207256,17,73
14209248,12,68
14212820,0,452
14213287,2,323
14213837,13,48
14215410,1,105
14218593,26,74
14219559,9,116
14219598,4,231
14220008,9,116
14220561,17,73
14237254,0,452
14237896,14,127
14238479,5,103
14239038,44,2
14242280,5,103
14245571,18,172
14249581,1,105
14251709,14,127
14253587,28,75
14254414,26,74
14255057,8,197
14255702,18,172
14258044,19,59
14259990,7,206
14261400,1,105
14262680,20,72
14262785,0,452
14265113,7,206
14268141,7,206
14268164,14,127
14268324,18,172
14269768,8,197
14270650,8,197
14277183,16,221
14278838,29,68
14279461,1,105
14282136,7,206
14291706,19,59
14294948,1,105
14299765,1,105
14300586,8,197
14301374,12,68
14301386,0,452
14301443,19,59
14301804,4,231
14302121,2,323
14305154,9,116
14306885,1,105
14307465,2,323
1431301,9,116
14315043,16,221
14315063,14,127
1431551,13,48
14316661,2,323
14319626,18,172
14326094,21,118
14326743,45,2
14328764,0,452
14333927,0,452
14334937,4,231
14334981,28,75
14338426,2,323
14340048,7,206
14342597,0,452
14344131,16,221
14344614,9,116
14347788,20,72
14349955,7,206
14350969,1,105
14353449,1,105
14354411,16,221
14356416,5,103
14361342,0,452
14361793,4,231
14365965,4,231
14366450,1,105
14366549,1,105
14368074,2,323
14372426,4,231
14372710,22,60
14373362,16,221
14376745,20,72
14380723,46,2
14385076,8,197
14387400,0,452
14389149,16,221
14390067,2,323
14400049,0,452
14402868,0,452
14405372,9,116
14405379,0,452
14410711,1,105
14418930,16,221
14420451,25,26
14420936,4,231
14421893,9,116
14426940,4,231
14426992,8,197
14430556,21,118
14431629,2,323
14434688,2,323
14437066,16,221
14437161,8,197
14439519,0,452
14441617,14,127
14442244,4,231
14442703,20,72
14444798,14,127
14444930,14,127
14447648,2,323
14450630,14,127
14451294,0,452
14451981,19,59
14454433,7,206
14455718,3,72
14456344,2,323
14456828,22,60
14457848,4,231
14459159,4,231
14459303,18,172
14460783,0,452
14461330,14,127
14461792,20,72
14462500,4,231
14463102,29,68
14463675,0,452
14464020,9,116
14465317,40,50
14467222,2,323
14475952,40,50
14476022,7,206
14479538,29,68
14479592,8,197
14483590,4,231
14484634,1,105
14499717,9,116
14501275,0,452
14505596,2,323
14506615,18,172
14508359,7,206
14512268,40,50
14513507,16,221
14514220,0,452
14514703,8,197
14516061,2,323
14519514,7,206
14519891,0,452
14521343,0,452
14521383,0,452
14521896,2,323
14527485,5,103
14537873,1,105
14549852,9,116
14551274,4,231
14552124,1,105
14553715,29,68
14554753,28,75
