generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.01494922341696538,-0.01494922341696538,4.65,0.008333333333333333,0.03823178016726409,-0.04061409658460833,0.856854256854257,"[169, 203, 330, 483]",0,1.55,1.0,"1,0,2"
1,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.020100475153378445,0.8800865800865803,"[203, 292, 342, 430]",0,1.5833333333333333,1.0,"1,0,2"
2,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.019493855325326628,0.8783549783549784,"[203, 292, 342, 430]",0,1.5833333333333333,1.0,"1,0,2"
3,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.018229771068435468,0.8490620490620492,"[203, 292, 342, 430]",0,1.5833333333333333,1.0,"1,0,2"
4,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.01789183204667291,0.8584415584415586,"[203, 292, 342, 430]",0,1.5833333333333333,1.0,"1,0,2"
5,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.01783135647253246,0.8707070707070708,"[203, 292, 342, 430]",0,1.5833333333333333,1.0,"1,0,2"
6,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.01757094103865367,0.8613275613275614,"[203, 292, 342, 430]",0,1.5833333333333333,1.0,"1,0,2"
7,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.01722138231942577,0.868109668109668,"[203, 292, 342, 430]",0,1.5833333333333333,1.0,"1,0,2"
8,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.01722138231942577,0.868109668109668,"[203, 292, 342, 430]",0,1.5833333333333333,1.0,"1,0,2"
9,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.01722138231942577,0.868109668109668,"[203, 292, 342, 430]",0,1.5833333333333333,1.0,"1,0,2"
