generation,best_score,best_f_score,best_spread,best_mf,best_dcv,average_population_score,population_diversity,best_seed_set,zero_covered_groups_count,bottom_3_avg_group_spread,fraction_groups_covered,weakest_groups_note
0,-0.015253546099290801,-0.015253546099290801,4.7,0.008499999999999999,0.0390070921985816,-0.022506223945294782,0.8633477633477633,"[269, 331, 435, 9]",0,1.5666666666666664,1.0,"1,0,2"
1,-0.015253546099290801,-0.015253546099290801,4.7,0.008499999999999999,0.0390070921985816,-0.01918463513131451,0.8796536796536797,"[269, 331, 435, 9]",0,1.5666666666666664,1.0,"1,0,2"
2,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.018155814288172926,0.8597402597402598,"[203, 291, 411, 445]",0,1.5833333333333333,1.0,"1,0,2"
3,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.016907871584750378,0.8417027417027416,"[203, 291, 411, 445]",0,1.5833333333333333,1.0,"1,0,2"
4,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.01681850948398199,0.8634920634920634,"[203, 291, 411, 445]",0,1.5833333333333333,1.0,"1,0,2"
5,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.01681850948398199,0.8634920634920634,"[203, 291, 411, 445]",0,1.5833333333333333,1.0,"1,0,2"
6,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.01681850948398199,0.8634920634920634,"[203, 291, 411, 445]",0,1.5833333333333333,1.0,"1,0,2"
7,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.016191147963915128,0.8772005772005772,"[203, 291, 411, 445]",0,1.5833333333333333,1.0,"1,0,2"
8,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.015852101230069346,0.8933621933621934,"[203, 291, 411, 445]",0,1.5833333333333333,1.0,"1,0,2"
9,-0.013293859649122823,-0.013293859649122823,4.75,0.008499999999999999,0.03508771929824565,-0.01557755537253619,0.9012987012987015,"[203, 291, 411, 445]",0,1.5833333333333333,1.0,"1,0,2"
